0 ['19', '146', '68', '97', '125', '248', '161', '21', '202', '122', '132', '128', '158', '159', '86', '145', '73', '157', '180', '38', '192', '49', '219', '214', '249', '227', '200', '92', '151', '232', '175', '149', '209', '229', '114', '193', '28', '121', '60', '169', '179', '223', '208', '211', '85', '48', '123', '34', '20', '1']
11 ['19', '146', '68', '97', '125', '248', '161', '202', '122', '128', '158', '86', '145', '73', '180', '38', '192', '49', '219', '249', '227', '200', '92', '151', '175', '149', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '20', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222']
12 ['19', '146', '68', '97', '125', '248', '161', '202', '122', '128', '158', '86', '145', '73', '180', '38', '192', '49', '219', '249', '227', '200', '92', '151', '175', '149', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '20', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222']
13 ['19', '146', '68', '97', '125', '248', '161', '202', '122', '128', '158', '86', '145', '73', '180', '38', '192', '49', '219', '249', '227', '200', '92', '151', '175', '149', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '20', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222']
14 ['19', '146', '68', '97', '125', '248', '161', '202', '122', '128', '158', '86', '145', '73', '180', '38', '192', '49', '219', '249', '227', '200', '92', '151', '175', '149', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '20', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222']
15 ['19', '146', '68', '97', '125', '248', '161', '202', '122', '128', '158', '86', '145', '73', '180', '38', '192', '49', '219', '249', '227', '200', '92', '151', '175', '149', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '20', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222']
16 ['19', '146', '68', '97', '125', '248', '161', '202', '122', '128', '158', '86', '145', '73', '180', '38', '192', '49', '219', '249', '227', '200', '92', '151', '175', '149', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '20', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222']
17 ['19', '146', '68', '97', '125', '248', '161', '202', '122', '128', '158', '86', '145', '73', '180', '38', '192', '49', '219', '249', '227', '200', '92', '151', '175', '149', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '20', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222']
18 ['19', '68', '97', '125', '248', '122', '128', '158', '86', '145', '73', '180', '38', '192', '219', '249', '227', '200', '92', '175', '149', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233']
19 ['19', '68', '97', '125', '248', '122', '128', '158', '86', '145', '73', '180', '38', '192', '219', '249', '227', '200', '92', '175', '149', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233']
20 ['19', '68', '97', '125', '248', '122', '128', '158', '86', '145', '73', '180', '38', '192', '219', '249', '227', '200', '92', '175', '149', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233']
21 ['19', '125', '122', '128', '158', '86', '145', '73', '180', '38', '192', '219', '249', '227', '200', '92', '175', '149', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112']
22 ['19', '125', '122', '128', '158', '86', '73', '180', '38', '192', '219', '249', '227', '200', '92', '175', '149', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135']
23 ['19', '125', '122', '128', '158', '86', '73', '180', '38', '192', '219', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168']
24 ['19', '125', '122', '128', '158', '86', '73', '180', '38', '192', '219', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168']
25 ['19', '125', '122', '128', '158', '86', '73', '180', '38', '192', '219', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168']
26 ['19', '125', '122', '128', '158', '86', '73', '180', '38', '192', '219', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168']
27 ['19', '125', '122', '128', '158', '86', '73', '180', '38', '192', '219', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168']
28 ['19', '125', '122', '128', '158', '86', '73', '180', '38', '192', '219', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168']
29 ['19', '122', '86', '73', '192', '219', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '223', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93']
30 ['19', '122', '86', '73', '192', '219', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93', '36']
31 ['19', '122', '86', '73', '219', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93', '36', '113']
32 ['19', '122', '86', '73', '219', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127']
33 ['19', '122', '86', '73', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44']
34 ['19', '122', '86', '73', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44']
35 ['19', '122', '86', '73', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44']
36 ['19', '122', '86', '73', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44']
37 ['19', '122', '86', '73', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44']
38 ['19', '122', '86', '73', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44']
39 ['19', '122', '86', '73', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44']
40 ['19', '122', '86', '73', '249', '227', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '208', '85', '48', '34', '1', '123', '218', '106', '148', '139', '21', '197', '45', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44']
41 ['19', '122', '86', '73', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '49', '233', '110', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '106', '245', '45', '26', '34', '24']
42 ['19', '122', '86', '73', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '49', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '106', '245', '45', '26', '34', '24', '205']
43 ['19', '122', '86', '73', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '49', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '106', '245', '45', '26', '34', '24', '18']
44 ['19', '122', '86', '73', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '49', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186']
45 ['19', '122', '86', '73', '200', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '49', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186']
46 ['19', '122', '86', '73', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84']
47 ['19', '122', '86', '73', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84']
48 ['19', '122', '86', '73', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84']
49 ['19', '122', '86', '73', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84']
50 ['19', '122', '86', '73', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84']
51 ['19', '122', '86', '73', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84']
52 ['19', '122', '86', '73', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84']
53 ['19', '122', '86', '73', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84']
54 ['19', '122', '86', '73', '92', '175', '209', '229', '114', '193', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84']
55 ['19', '86', '73', '114', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119']
56 ['19', '86', '73', '114', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119']
57 ['19', '86', '73', '114', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119']
58 ['19', '86', '73', '114', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119']
59 ['19', '86', '73', '114', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119']
60 ['19', '86', '73', '114', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119']
61 ['19', '86', '73', '114', '28', '60', '169', '179', '85', '48', '123', '218', '148', '139', '21', '197', '222', '202', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '113', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119']
62 ['19', '86', '73', '114', '28', '60', '169', '179', '148', '139', '21', '197', '222', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '238', '202', '176', '48', '113', '31']
63 ['19', '86', '73', '114', '28', '60', '169', '179', '148', '139', '21', '197', '222', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '238', '202', '176', '48', '113', '31']
64 ['19', '86', '73', '114', '28', '60', '169', '179', '148', '21', '197', '222', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '238', '202', '176', '48', '113', '31', '53']
65 ['19', '86', '73', '114', '28', '60', '169', '179', '148', '21', '197', '222', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '238', '202', '176', '48', '113', '31', '53']
66 ['19', '86', '73', '114', '28', '60', '169', '179', '148', '21', '197', '222', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '238', '202', '176', '48', '113', '31', '53']
67 ['19', '86', '73', '114', '28', '60', '169', '179', '148', '21', '197', '222', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '238', '202', '176', '48', '113', '31', '53']
68 ['19', '86', '73', '114', '28', '60', '169', '179', '148', '21', '197', '222', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '26', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '238', '202', '176', '48', '113', '31', '53']
69 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '197', '222', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '238', '202', '176', '48', '113', '31', '53', '26', '50']
70 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '222', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '238', '202', '176', '48', '113', '31', '53', '26', '50', '16']
71 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '222', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '238', '202', '176', '48', '113', '31', '53', '26', '50', '16']
72 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '222', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '238', '202', '176', '48', '113', '31', '53', '26', '50', '16']
73 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '238', '202', '176', '48', '113', '31', '53', '26', '50', '16', '58']
74 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '202', '176', '48', '113', '31', '53', '26', '50', '16', '58', '167']
75 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '202', '176', '48', '113', '31', '53', '26', '50', '16', '58', '167']
76 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '161', '151', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '202', '176', '48', '113', '31', '53', '26', '50', '16', '58', '167']
77 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '202', '176', '48', '113', '31', '53', '26', '16', '58', '167', '50', '235', '103']
78 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '202', '176', '48', '113', '31', '53', '26', '16', '58', '167', '50', '235', '103']
79 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '202', '176', '48', '113', '31', '53', '26', '16', '58', '167', '50', '235', '103']
80 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '202', '176', '48', '113', '31', '53', '26', '16', '58', '167', '50', '235', '103']
81 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '202', '176', '48', '113', '31', '53', '26', '16', '58', '167', '50', '235', '103']
82 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '4', '233', '206', '112', '135', '168', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '230', '119', '202', '176', '48', '113', '31', '53', '26', '16', '58', '167', '50', '235', '103']
83 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '4', '112', '135', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '119', '202', '48', '113', '31', '53', '26', '16', '58', '167', '50', '235', '103', '35', '176', '225', '27', '182']
84 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '4', '112', '135', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '119', '202', '48', '113', '31', '53', '26', '16', '58', '167', '50', '235', '103', '35', '176', '225', '27', '182']
85 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '4', '112', '135', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '119', '202', '48', '113', '31', '53', '26', '16', '58', '167', '50', '235', '103', '35', '176', '225', '27', '182']
86 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '4', '112', '135', '32', '129', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '119', '202', '48', '113', '31', '53', '26', '16', '58', '167', '50', '235', '103', '35', '176', '225', '27', '182']
87 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '4', '112', '135', '125', '239', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '119', '202', '48', '113', '31', '53', '26', '16', '58', '167', '50', '235', '103', '35', '176', '225', '27', '182', '229', '99']
88 ['19', '86', '114', '28', '60', '169', '179', '148', '21', '4', '112', '135', '125', '93', '127', '44', '1', '245', '45', '34', '24', '18', '186', '8', '84', '221', '10', '122', '66', '119', '202', '48', '113', '31', '53', '26', '16', '58', '167', '50', '235', '103', '35', '176', '225', '27', '182', '229', '99', '30']
