0 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '549', '636', '54', '906', '584', '605', '82', '690', '723', '821', '771', '156', '701', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '521', '791', '711', '768', '478', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '522', '213', '893', '750', '918', '799', '827', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '858', '854', '460', '476', '698', '369']
11 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814']
12 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814']
13 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814']
14 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814']
15 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814']
16 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814']
17 ['615', '485', '31', '532', '337', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '873', '732', '636', '54', '906', '584', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814']
18 ['31', '661', '824', '818', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757']
19 ['31', '661', '824', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738']
20 ['31', '661', '824', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738']
21 ['31', '661', '824', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738']
22 ['31', '661', '824', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738']
23 ['31', '661', '824', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738']
24 ['31', '661', '824', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738']
25 ['31', '661', '824', '212', '909', '75', '555', '143', '932', '344', '403', '336', '192', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '785', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738']
26 ['31', '661', '212', '555', '143', '403', '336', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738', '614', '135', '290', '824', '785', '809', '127']
27 ['31', '661', '212', '555', '143', '403', '336', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738', '614', '135', '290', '824', '785', '809', '127']
28 ['31', '661', '212', '555', '143', '403', '336', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738', '614', '135', '290', '824', '785', '809', '127']
29 ['31', '661', '212', '555', '143', '403', '336', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738', '614', '135', '290', '824', '785', '809', '127']
30 ['31', '661', '212', '555', '143', '403', '336', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738', '614', '135', '290', '824', '785', '809', '127']
31 ['31', '661', '212', '555', '143', '403', '336', '198', '781', '646', '655', '540', '543', '112', '55', '348', '562', '262', '142', '744', '409', '181', '797', '631', '141', '898', '189', '69', '565', '691', '594', '732', '636', '54', '906', '690', '723', '821', '771', '156', '683', '511', '133', '218', '778', '519', '731', '397', '795', '494', '791', '711', '768', '557', '5', '765', '45', '912', '396', '592', '154', '607', '717', '618', '734', '609', '841', '742', '875', '34', '323', '922', '864', '596', '53', '556', '585', '374', '582', '327', '907', '405', '207', '138', '213', '893', '750', '799', '139', '241', '81', '938', '926', '88', '928', '908', '131', '176', '613', '383', '542', '746', '755', '229', '529', '829', '708', '851', '784', '94', '470', '854', '460', '476', '698', '369', '312', '186', '666', '1', '378', '624', '573', '522', '393', '814', '853', '747', '873', '584', '860', '757', '738', '614', '135', '290', '824', '785', '809', '127']
