0 ['84', '245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '300', '318', '539', '358', '65', '28', '89', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '453', '302', '92', '100', '911', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '488', '800', '713', '414', '449', '91', '207', '675', '497', '575', '487', '520', '534', '169', '7', '867', '19', '637', '525', '907', '284', '895', '252', '554', '437', '447', '523', '928', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '605', '769', '360', '923', '48', '428', '817', '423', '17', '741', '903', '739', '678', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '120']
11 ['84', '245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '300', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '911', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '91', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '923', '48', '428', '817', '423', '17', '741', '903', '739', '678', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '120', '65', '286', '675', '551', '175', '819', '805', '398', '928', '95', '498']
12 ['84', '245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '300', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '911', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '91', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '923', '48', '428', '817', '423', '17', '741', '903', '739', '678', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '120', '65', '286', '675', '551', '175', '819', '805', '398', '928', '95', '498']
13 ['84', '245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '300', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '911', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '91', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '923', '48', '428', '817', '423', '17', '741', '903', '739', '678', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '120', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148']
14 ['84', '245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '300', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '911', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '91', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '923', '48', '428', '817', '423', '17', '741', '903', '739', '678', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '120', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148']
15 ['84', '245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '300', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '911', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '91', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '923', '48', '428', '817', '423', '17', '741', '903', '739', '678', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '120', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148']
16 ['84', '245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '91', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '923', '48', '428', '817', '423', '17', '741', '903', '739', '678', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416']
17 ['84', '245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '91', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '923', '48', '428', '817', '423', '17', '741', '903', '739', '678', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416']
18 ['84', '245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '678', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239']
19 ['84', '245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239', '844']
20 ['245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239', '844', '661']
21 ['245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239', '844', '661']
22 ['245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239', '844', '661']
23 ['245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239', '844', '661']
24 ['245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239', '844', '661']
25 ['245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239', '844', '661']
26 ['245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239', '844', '661']
27 ['245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239', '844', '661']
28 ['245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239', '844', '661']
29 ['245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239', '844', '661']
30 ['245', '881', '614', '285', '77', '558', '920', '790', '574', '684', '318', '539', '358', '28', '78', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '92', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '183', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '824', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '911', '120', '416', '91', '239', '844', '661']
41 ['245', '77', '558', '920', '574', '358', '73', '432', '439', '147', '538', '664', '134', '363', '477', '302', '100', '421', '724', '611', '760', '267', '15', '694', '204', '459', '86', '571', '682', '191', '422', '332', '686', '780', '409', '411', '211', '353', '809', '800', '713', '414', '449', '207', '497', '575', '487', '520', '169', '7', '867', '637', '525', '907', '284', '252', '554', '447', '523', '310', '566', '779', '722', '272', '781', '851', '556', '247', '925', '615', '555', '45', '773', '875', '702', '56', '281', '667', '769', '360', '48', '428', '817', '423', '17', '741', '903', '739', '561', '559', '215', '604', '127', '312', '569', '12', '853', '653', '849', '292', '130', '452', '659', '665', '921', '47', '519', '708', '914', '810', '65', '286', '675', '551', '175', '819', '805', '928', '498', '398', '148', '120', '416', '91', '239', '844', '661', '711', '338', '911', '626', '716', '496', '824', '752', '597', '594', '138', '94', '293']
