0 ['20', '622', '572', '935', '892', '758', '78', '952', '379', '779', '235', '233', '311', '727', '536', '674', '577', '337', '883', '767', '733', '148', '449', '967', '840', '823', '646', '976', '339', '211', '392', '416', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '58', '159', '352', '613', '298', '720', '485', '160', '578', '24', '364', '916', '272', '864', '704', '769', '782', '615', '685', '628', '700', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964']
18 ['622', '758', '78', '952', '379', '779', '235', '233', '727', '536', '674', '577', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '665', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '433']
19 ['622', '758', '78', '952', '379', '779', '235', '233', '727', '536', '674', '577', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '665', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '433']
20 ['622', '758', '78', '952', '379', '779', '235', '233', '727', '536', '674', '577', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '665', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '433']
21 ['622', '78', '379', '779', '235', '233', '727', '536', '674', '577', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '665', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '433', '758', '345']
22 ['622', '78', '379', '779', '235', '233', '727', '536', '674', '577', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '665', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '433', '758', '345']
23 ['622', '78', '379', '779', '235', '233', '727', '536', '674', '577', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '665', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '433', '758', '345']
24 ['622', '78', '379', '779', '235', '233', '727', '536', '674', '577', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '665', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '433', '758', '345']
25 ['622', '78', '379', '779', '235', '233', '727', '536', '674', '577', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '665', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '433', '758', '345']
26 ['622', '78', '379', '779', '235', '233', '727', '536', '674', '577', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '665', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '433', '758', '345']
27 ['622', '78', '379', '779', '235', '233', '727', '536', '674', '577', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '665', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '433', '758', '345']
28 ['622', '78', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '433', '758', '345', '725', '674', '656', '832', '665', '30']
29 ['622', '78', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '674', '656', '832', '665', '30', '120']
30 ['622', '78', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '674', '656', '832', '665', '30', '297']
31 ['622', '78', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '674', '656', '832', '665', '30', '297']
32 ['622', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '674', '333']
33 ['622', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '674', '333']
34 ['622', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '674', '333']
35 ['622', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '674', '333']
36 ['622', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '674', '333']
37 ['622', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '674', '333']
38 ['622', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '674', '333']
39 ['622', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '674', '333']
40 ['622', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '674', '333']
41 ['622', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '674', '333']
42 ['622', '379', '235', '536', '337', '883', '767', '148', '967', '840', '823', '646', '339', '211', '392', '279', '690', '346', '686', '173', '566', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '848', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '674', '333']
53 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '430', '835', '691', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515']
54 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260']
55 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260']
56 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260']
57 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260']
58 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260']
59 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260']
60 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '382', '393', '613', '720', '160', '578', '24', '364', '916', '272', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260']
61 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '613', '160', '24', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260', '743', '855', '189', '605', '472', '824', '69']
62 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '613', '160', '24', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260', '743', '855', '189', '605', '472', '824', '69']
63 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '613', '160', '24', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260', '743', '855', '189', '605', '472', '824', '69']
64 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '613', '160', '24', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260', '743', '855', '189', '605', '472', '824', '69']
65 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '613', '160', '24', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260', '743', '855', '189', '605', '472', '824', '69']
66 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '613', '160', '24', '704', '769', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260', '743', '855', '189', '605', '472', '824', '69']
67 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '613', '160', '24', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '664', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260', '743', '855', '189', '605', '472', '824', '69', '283', '62']
68 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '613', '160', '24', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260', '743', '855', '189', '605', '472', '824', '69', '283', '62', '724']
69 ['622', '379', '235', '536', '767', '646', '339', '211', '392', '279', '686', '613', '160', '24', '782', '615', '685', '628', '10', '968', '598', '478', '271', '640', '25', '694', '900', '964', '797', '836', '744', '821', '96', '501', '396', '416', '253', '672', '373', '983', '348', '758', '345', '725', '656', '832', '665', '30', '297', '333', '973', '404', '278', '251', '630', '65', '897', '520', '55', '186', '661', '515', '540', '963', '260', '743', '855', '189', '605', '472', '824', '69', '283', '62', '724']
