0 ['338', '385', '274', '122', '84', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '221', '85', '289', '320', '352', '146', '476', '427', '99', '461', '81', '168', '343', '421', '157', '481', '213', '16', '19', '75', '43', '357', '254', '260', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '271', '178', '58', '176', '498', '195', '117', '80', '439', '172', '184', '286', '264', '154', '179', '275', '73', '384', '115', '368', '215', '69', '32', '131', '13', '494', '328', '95', '150', '219', '283', '351', '379', '177', '224', '447', '89', '139', '4', '35', '191']
11 ['338', '385', '274', '122', '84', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '260', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '271', '178', '58', '176', '498', '195', '117', '80', '439', '172', '184', '264', '154', '179', '73', '384', '115', '368', '215', '69', '32', '131', '13', '494', '150', '219', '283', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '470', '36', '389', '100', '470', '17', '68', '292']
12 ['338', '385', '274', '122', '84', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '260', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '271', '178', '58', '176', '498', '195', '117', '80', '439', '172', '184', '264', '154', '179', '73', '384', '115', '368', '215', '69', '32', '13', '494', '150', '219', '283', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '292', '131', '292', '411']
13 ['338', '385', '274', '122', '84', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '260', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '271', '178', '58', '176', '498', '195', '117', '80', '439', '172', '184', '264', '154', '179', '73', '384', '115', '368', '215', '69', '32', '13', '494', '150', '219', '283', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436']
14 ['338', '274', '122', '84', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '260', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '271', '178', '58', '176', '498', '195', '117', '80', '439', '172', '184', '264', '154', '179', '73', '384', '115', '368', '215', '69', '32', '13', '494', '150', '219', '283', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20']
15 ['338', '274', '122', '84', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '260', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '271', '178', '58', '176', '498', '195', '117', '80', '439', '172', '184', '264', '154', '179', '73', '384', '115', '368', '215', '69', '32', '13', '494', '150', '219', '283', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20']
16 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '271', '178', '58', '176', '498', '195', '117', '80', '439', '172', '184', '264', '154', '179', '73', '384', '115', '368', '215', '69', '32', '13', '494', '150', '219', '283', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20', '84', '413']
17 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '176', '498', '195', '117', '80', '439', '172', '184', '264', '154', '179', '73', '384', '115', '368', '215', '69', '32', '13', '494', '150', '219', '283', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20', '84', '413', '335']
18 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '176', '195', '117', '80', '439', '172', '184', '264', '154', '179', '73', '384', '115', '368', '215', '69', '32', '13', '494', '150', '219', '283', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20', '84', '413', '335', '106']
19 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '176', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '115', '368', '215', '69', '32', '13', '494', '150', '219', '283', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20', '84', '413', '335', '106', '45']
20 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '176', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '115', '368', '215', '69', '32', '13', '494', '150', '219', '283', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20', '84', '413', '335', '106', '45']
21 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '283', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20', '84', '413', '335', '106', '45', '176', '149']
22 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20', '84', '413', '335', '106', '45', '176', '149', '56']
23 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '146', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '177', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20', '84', '413', '335', '106', '45', '176', '149', '56']
24 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '224', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20', '84', '413', '335', '106', '45', '176', '149', '56', '146', '323']
25 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20', '84', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10']
26 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '68', '131', '292', '411', '436', '20', '84', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10']
27 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '131', '292', '411', '436', '84', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313']
28 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '410', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '131', '292', '411', '436', '84', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313']
29 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '402', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '131', '292', '411', '436', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313', '410', '259']
30 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '133', '111', '434', '453', '18', '327', '445', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '131', '292', '411', '436', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313', '410', '259', '103']
31 ['338', '274', '122', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '133', '111', '434', '453', '18', '327', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '131', '292', '411', '436', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313', '410', '259', '103', '450']
32 ['338', '274', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '133', '111', '434', '453', '18', '327', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '131', '292', '411', '436', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313', '410', '259', '103', '450', '22']
33 ['338', '274', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '133', '111', '434', '453', '18', '327', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '131', '292', '411', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313', '410', '259', '103', '450', '22', '109']
34 ['338', '274', '242', '305', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '262', '467', '9', '61', '278', '307', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '133', '111', '434', '453', '18', '327', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '131', '292', '411', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313', '410', '259', '103', '450', '22', '109']
35 ['338', '274', '242', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '467', '9', '61', '278', '307', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '136', '196', '194', '197', '133', '111', '434', '453', '18', '327', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '131', '292', '411', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313', '410', '259', '103', '450', '22', '109', '122', '227']
36 ['338', '274', '242', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '467', '9', '61', '278', '307', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '196', '194', '197', '133', '111', '434', '453', '18', '327', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '131', '292', '411', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313', '410', '259', '103', '450', '22', '109', '122', '227', '59']
37 ['338', '274', '242', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '467', '9', '61', '278', '307', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '196', '194', '197', '133', '111', '434', '453', '18', '327', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '100', '470', '17', '131', '292', '411', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313', '410', '259', '103', '450', '22', '109', '122', '227', '59']
38 ['338', '274', '242', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '467', '9', '61', '278', '307', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '196', '194', '197', '133', '111', '434', '453', '18', '327', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '470', '17', '131', '292', '411', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313', '410', '259', '103', '450', '22', '109', '122', '227', '59', '408']
39 ['338', '274', '242', '255', '360', '336', '145', '311', '214', '348', '193', '456', '299', '467', '9', '61', '278', '307', '85', '289', '320', '352', '476', '99', '461', '81', '168', '157', '481', '213', '16', '19', '75', '43', '357', '254', '377', '26', '186', '326', '342', '196', '194', '197', '133', '111', '434', '453', '18', '327', '258', '457', '211', '407', '178', '58', '195', '117', '80', '439', '172', '184', '154', '179', '73', '384', '368', '215', '69', '32', '13', '494', '150', '219', '379', '447', '89', '139', '4', '35', '191', '206', '36', '470', '17', '131', '292', '411', '413', '335', '106', '45', '176', '149', '56', '146', '323', '10', '20', '313', '410', '259', '103', '450', '22', '109', '122', '227', '59', '408']
