0 ['3', '73', '346', '476', '492', '226', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '256', '284', '87', '357', '453', '474', '64', '335', '194', '175', '151', '34', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '311', '180', '66', '133', '152', '63', '423', '371', '89', '495', '259', '113', '299', '231', '355', '348', '137', '190', '261', '308', '351', '404', '271', '365', '75', '24', '143', '168', '206', '119', '30', '170', '340', '142', '298', '319', '54', '129', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81']
11 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '34', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '495', '231', '355', '348', '137', '261', '308', '404', '271', '365', '75', '24', '143', '168', '206', '119', '30', '170', '340', '142', '298', '319', '54', '129', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276']
12 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '34', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '495', '231', '355', '348', '137', '261', '308', '404', '271', '365', '75', '24', '143', '168', '206', '119', '30', '170', '142', '298', '319', '54', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '381', '417']
13 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '34', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '495', '231', '355', '348', '137', '261', '308', '404', '271', '365', '75', '24', '143', '168', '206', '119', '30', '170', '142', '298', '319', '54', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '381', '417']
14 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '495', '231', '355', '348', '137', '261', '308', '404', '271', '365', '75', '24', '143', '168', '206', '119', '30', '170', '142', '298', '319', '54', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '417', '34', '288']
15 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '308', '404', '271', '365', '75', '24', '143', '168', '206', '119', '30', '170', '142', '298', '319', '54', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '417', '34', '288', '292']
16 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '168', '206', '119', '30', '170', '142', '298', '319', '54', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '417', '34', '288', '292', '42']
17 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '30', '170', '142', '298', '319', '54', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '417', '34', '288', '292', '42', '108']
18 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '30', '170', '142', '298', '319', '54', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '417', '34', '288', '292', '42', '108']
19 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '417', '34', '288', '292', '42', '108', '30', '225']
20 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '417', '34', '288', '292', '42', '108', '30', '225']
21 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '417', '34', '288', '292', '42', '108', '30', '225']
22 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '426', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '417', '34', '288', '292', '42', '108', '30', '225']
23 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '417', '34', '288', '292', '42', '108', '30', '225', '433']
24 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '417', '34', '288', '292', '42', '108', '30', '225', '433']
25 ['3', '73', '346', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '70', '81', '356', '140', '259', '257', '187', '217', '393', '483', '299', '276', '417', '34', '288', '292', '42', '108', '30', '225', '433']
26 ['3', '73', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '276', '417', '34', '288', '292', '42', '108', '30', '225', '433', '450', '346', '318']
27 ['3', '73', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '276', '417', '34', '288', '292', '42', '108', '30', '225', '433', '450', '346', '318']
28 ['3', '73', '476', '57', '223', '327', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '417', '34', '288', '292', '42', '108', '30', '225', '433', '450', '346', '318', '290']
29 ['3', '73', '476', '57', '223', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '417', '34', '288', '292', '42', '108', '30', '225', '433', '450', '346', '318', '290', '306']
30 ['3', '73', '476', '57', '223', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '417', '34', '288', '292', '42', '108', '30', '225', '433', '450', '346', '318', '290', '306']
31 ['3', '73', '476', '57', '223', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '334', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '417', '34', '288', '292', '42', '108', '30', '225', '433', '346', '318', '290', '306', '367']
32 ['3', '73', '476', '57', '223', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '92', '420', '53', '10', '279', '375', '461', '100', '494', '244', '458', '246', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '417', '34', '288', '292', '42', '108', '30', '225', '433', '346', '318', '290', '306', '367', '447']
33 ['3', '73', '476', '57', '223', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '92', '420', '53', '10', '279', '375', '100', '494', '244', '458', '246', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '417', '34', '288', '292', '42', '108', '30', '225', '433', '346', '318', '290', '306', '367', '447', '478']
34 ['3', '73', '476', '57', '223', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '92', '420', '53', '10', '279', '375', '100', '494', '244', '458', '246', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '417', '34', '288', '292', '42', '108', '30', '225', '433', '346', '318', '290', '306', '367', '447', '478']
35 ['3', '73', '476', '57', '223', '22', '37', '44', '377', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '92', '420', '53', '10', '279', '375', '100', '494', '244', '458', '246', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '417', '34', '288', '292', '42', '108', '30', '225', '433', '346', '318', '290', '306', '367', '447', '478']
36 ['3', '73', '476', '57', '223', '22', '37', '44', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '92', '420', '53', '10', '279', '375', '100', '494', '244', '458', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '417', '34', '288', '292', '42', '108', '30', '225', '433', '346', '318', '290', '306', '367', '447', '478', '246', '491']
37 ['3', '73', '476', '57', '223', '22', '37', '44', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '92', '420', '53', '10', '279', '375', '100', '494', '244', '458', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '417', '34', '288', '292', '42', '108', '30', '225', '433', '346', '318', '290', '306', '367', '447', '478', '246', '491']
38 ['3', '73', '476', '57', '223', '22', '37', '44', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '92', '420', '53', '10', '279', '375', '100', '494', '244', '458', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '417', '34', '288', '292', '42', '108', '30', '225', '433', '346', '318', '290', '306', '367', '447', '478', '246', '491']
39 ['3', '73', '476', '57', '223', '22', '37', '44', '326', '230', '116', '484', '197', '316', '82', '262', '16', '317', '284', '87', '357', '453', '474', '335', '194', '175', '151', '166', '439', '138', '177', '193', '28', '107', '499', '62', '432', '395', '86', '180', '66', '133', '152', '63', '423', '371', '89', '231', '355', '348', '137', '261', '404', '271', '365', '75', '24', '143', '206', '119', '142', '298', '319', '54', '227', '363', '283', '18', '93', '199', '343', '92', '420', '53', '10', '279', '375', '100', '494', '244', '458', '254', '68', '81', '356', '140', '259', '257', '187', '393', '483', '299', '417', '34', '288', '292', '42', '108', '30', '225', '433', '346', '318', '290', '306', '367', '447', '478', '246', '491']
