0 ['189', '491', '409', '42', '94', '188', '112', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '436', '359', '165', '414', '175', '456', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '372', '433', '490', '362', '334', '495', '211', '321', '30', '428', '164', '435', '11', '411', '29', '425', '180', '61', '256', '441', '289', '155', '363', '382', '193', '361', '148', '342', '81', '385', '241', '314', '88', '56', '232', '66', '328', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '458', '352']
11 ['189', '491', '409', '42', '94', '188', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '334', '495', '211', '321', '30', '428', '164', '11', '411', '29', '180', '61', '256', '289', '155', '382', '193', '361', '148', '342', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '458', '352', '330', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249']
12 ['189', '491', '409', '42', '94', '188', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '334', '495', '211', '321', '30', '428', '164', '11', '411', '29', '180', '61', '256', '289', '155', '382', '193', '361', '148', '342', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '330', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '442']
13 ['189', '491', '409', '42', '94', '188', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '334', '495', '211', '321', '30', '428', '164', '11', '411', '29', '180', '61', '256', '289', '155', '382', '193', '361', '148', '342', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '442', '451']
14 ['189', '491', '409', '42', '94', '188', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '495', '211', '321', '30', '428', '164', '11', '411', '29', '180', '61', '256', '289', '155', '382', '193', '361', '148', '342', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '442', '451', '319']
15 ['189', '491', '409', '42', '94', '188', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '495', '211', '321', '30', '428', '164', '11', '411', '29', '180', '61', '256', '289', '155', '382', '193', '361', '148', '342', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '442', '451', '319']
16 ['189', '491', '409', '42', '94', '188', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '495', '211', '321', '30', '428', '164', '11', '411', '29', '61', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '442', '451', '319', '180', '142']
17 ['189', '491', '409', '42', '94', '188', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '495', '211', '321', '30', '428', '164', '11', '411', '29', '61', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118']
18 ['189', '491', '409', '42', '94', '188', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '495', '211', '321', '30', '428', '164', '11', '411', '29', '61', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118']
19 ['189', '491', '409', '42', '94', '188', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '495', '211', '321', '30', '428', '164', '11', '411', '29', '61', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118']
20 ['189', '491', '409', '42', '94', '188', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '495', '211', '321', '30', '428', '164', '11', '411', '29', '61', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118']
21 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '30', '428', '164', '11', '411', '29', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141']
22 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '233', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '30', '428', '164', '11', '411', '29', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141']
23 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '30', '428', '164', '11', '411', '29', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132']
24 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '30', '428', '164', '11', '411', '29', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '389', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132']
25 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '428', '164', '11', '411', '29', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '167', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387']
26 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '428', '164', '11', '411', '29', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '45', '243', '255', '347', '339', '345', '364', '170', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122']
27 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '428', '164', '11', '411', '29', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '45', '243', '255', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217']
28 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '428', '164', '11', '29', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '377', '332', '57', '333', '92', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '45', '243', '255', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217', '406']
29 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '428', '164', '11', '29', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '332', '57', '333', '92', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '45', '243', '255', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217', '406', '301']
30 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '428', '164', '11', '29', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '332', '57', '333', '92', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '243', '255', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '165', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217', '406', '301', '131']
31 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '428', '164', '11', '29', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '332', '57', '333', '92', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '243', '255', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217', '406', '301', '131', '113']
32 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '428', '164', '11', '29', '256', '289', '155', '382', '193', '361', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '332', '57', '333', '92', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '243', '255', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217', '406', '301', '131', '113']
33 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '164', '11', '29', '256', '289', '155', '382', '193', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '332', '57', '333', '92', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '243', '255', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217', '406', '301', '131', '113', '361', '38']
34 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '164', '11', '29', '256', '289', '155', '382', '193', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '332', '57', '333', '92', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '243', '255', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '249', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217', '406', '301', '131', '113', '361', '38']
35 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '164', '11', '29', '256', '289', '155', '382', '193', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '332', '57', '333', '92', '371', '475', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '243', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217', '406', '301', '131', '113', '361', '38', '255', '24']
36 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '164', '11', '29', '256', '289', '155', '382', '193', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '332', '57', '333', '92', '371', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '243', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217', '406', '301', '131', '113', '361', '38', '255', '24', '468']
37 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '164', '11', '29', '256', '289', '155', '382', '193', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '332', '57', '333', '92', '371', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '243', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217', '406', '301', '131', '113', '361', '38', '255', '24', '468']
38 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '164', '11', '29', '289', '155', '382', '193', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '332', '57', '333', '92', '371', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '243', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217', '406', '301', '131', '113', '361', '38', '255', '24', '468', '360']
39 ['189', '409', '94', '188', '277', '237', '283', '71', '464', '324', '135', '80', '12', '149', '359', '414', '175', '400', '391', '440', '227', '398', '124', '67', '37', '327', '154', '70', '205', '490', '362', '211', '321', '164', '11', '29', '289', '155', '382', '193', '148', '81', '385', '241', '314', '88', '56', '232', '66', '7', '52', '332', '57', '333', '92', '371', '419', '173', '58', '140', '455', '260', '335', '74', '258', '72', '60', '257', '91', '243', '347', '339', '345', '364', '368', '156', '353', '352', '2', '489', '441', '13', '137', '323', '112', '425', '451', '319', '180', '142', '118', '42', '61', '495', '141', '132', '30', '387', '122', '217', '406', '301', '131', '113', '361', '38', '255', '24', '468', '360']
