0 ['379', '237', '200', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '486', '259', '114', '481', '46', '87', '426', '106', '132', '463', '185', '311', '24', '359', '11', '78', '100', '95', '392', '428', '2', '105', '107', '207', '174', '199', '402', '128', '369', '280', '376', '452', '166', '223', '320', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '370', '468', '313', '210', '64', '209', '15', '264', '420', '339', '441', '190', '485', '115', '153', '13', '195', '375', '295', '350', '360', '340', '492', '490', '150', '188', '134', '47', '410']
11 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '106', '132', '463', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '105', '107', '207', '174', '402', '128', '369', '280', '452', '166', '223', '320', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '209', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '454', '390', '482', '411', '200', '103', '134', '184', '157', '214']
12 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '106', '132', '463', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '105', '107', '207', '174', '402', '128', '369', '280', '452', '166', '223', '320', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '209', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '454', '390', '411', '200', '103', '134', '184', '157', '214', '51']
13 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '106', '132', '463', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '105', '107', '207', '174', '402', '128', '369', '280', '452', '166', '223', '320', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '209', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '454', '390', '411', '200', '103', '134', '184', '157', '214', '51']
14 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '106', '132', '463', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '105', '107', '207', '174', '402', '128', '369', '280', '452', '166', '223', '320', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '209', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '454', '390', '411', '200', '103', '134', '184', '157', '214', '51']
15 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '463', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '105', '107', '207', '174', '402', '128', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '209', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '454', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '263']
16 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '463', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '105', '107', '207', '174', '402', '128', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '209', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '454', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '263']
17 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '463', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '105', '107', '207', '174', '402', '128', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '209', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '454', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '263']
18 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '463', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '105', '107', '207', '174', '402', '128', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '209', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '454', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '263']
19 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '463', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '105', '107', '207', '174', '402', '128', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '263', '454', '272']
20 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '463', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '105', '107', '207', '174', '402', '128', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '263', '454', '272']
21 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '105', '107', '207', '174', '402', '128', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '263', '454', '272', '393']
22 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '402', '128', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '263', '454', '272', '393', '464']
23 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '128', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '115', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '263', '454', '272', '393', '464', '85']
24 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '128', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '263', '454', '272', '393', '464', '85', '88']
25 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '128', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '263', '454', '272', '393', '464', '85', '88']
26 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '389', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '197', '480']
27 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '197', '480', '455']
28 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '197', '480', '455']
29 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '197', '480', '455']
30 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '480', '455', '388']
31 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '311', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '480', '455', '388']
32 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '420', '339', '441', '190', '485', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '480', '455', '388', '316']
33 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '339', '441', '190', '485', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '480', '455', '388', '316', '374']
34 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '339', '441', '190', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '480', '455', '388', '316', '374', '429']
35 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '24', '359', '11', '78', '100', '95', '428', '2', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '339', '441', '190', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '184', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '480', '455', '388', '316', '374', '429']
36 ['237', '91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '24', '359', '11', '78', '100', '95', '428', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '339', '441', '190', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '480', '455', '388', '316', '374', '429', '2', '161']
37 ['91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '24', '359', '11', '78', '100', '95', '428', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '339', '441', '190', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '376', '47', '390', '411', '200', '103', '134', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '480', '455', '388', '316', '374', '429', '2', '161', '119']
38 ['91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '24', '359', '11', '78', '100', '95', '428', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '339', '441', '190', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '47', '390', '411', '200', '103', '134', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '480', '455', '388', '316', '374', '429', '2', '161', '119', '254']
39 ['91', '358', '48', '229', '139', '6', '419', '346', '483', '89', '444', '27', '242', '405', '49', '32', '37', '327', '286', '259', '114', '481', '46', '87', '426', '132', '185', '24', '359', '11', '78', '100', '95', '428', '107', '207', '174', '369', '280', '452', '166', '223', '118', '329', '297', '33', '74', '342', '43', '25', '156', '289', '155', '457', '243', '125', '165', '168', '116', '235', '112', '261', '19', '269', '403', '468', '313', '210', '64', '15', '339', '441', '190', '153', '13', '195', '350', '360', '340', '492', '490', '150', '188', '410', '47', '390', '411', '200', '103', '134', '157', '214', '51', '320', '454', '272', '393', '464', '85', '88', '480', '455', '388', '316', '374', '429', '2', '161', '119', '254']
