0 ['15', '476', '0', '162', '377', '20', '320', '116', '462', '254', '460', '456', '330', '293', '232', '142', '57', '461', '425', '421', '59', '443', '333', '356', '134', '433', '282', '401', '26', '147', '499', '264', '399', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '72', '376', '404', '84', '464', '196', '55', '364', '314', '114', '471', '394', '233', '68', '408', '319', '390', '241', '245', '77', '291', '486', '4', '5', '406', '387', '108', '103', '285', '92', '95', '351', '268', '61', '472', '271', '18', '224', '71', '481', '463', '47', '178', '249', '131', '13', '35', '197', '126', '467', '9', '12', '290', '411']
23 ['15', '476', '0', '162', '377', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '264', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '72', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '463', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345']
24 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '264', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '72', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '463', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185']
25 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '264', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '72', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '463', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185']
26 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '463', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152']
27 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50']
28 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50']
29 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50']
30 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50']
31 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50']
32 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50']
33 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50']
34 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50']
35 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50']
36 ['15', '0', '162', '320', '116', '462', '254', '456', '330', '232', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '260', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50']
37 ['15', '0', '162', '320', '116', '254', '456', '330', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50', '462', '489', '409']
38 ['15', '0', '162', '320', '116', '254', '456', '330', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50', '462', '409', '432']
39 ['15', '0', '162', '320', '116', '254', '456', '330', '57', '461', '425', '421', '59', '443', '333', '356', '134', '282', '401', '26', '147', '499', '98', '277', '17', '465', '117', '184', '267', '21', '97', '453', '276', '8', '19', '265', '363', '273', '362', '44', '354', '111', '352', '46', '404', '84', '464', '196', '55', '364', '471', '233', '68', '408', '319', '390', '241', '245', '77', '486', '4', '5', '406', '108', '103', '285', '92', '351', '61', '18', '224', '71', '47', '178', '249', '131', '13', '197', '126', '467', '9', '12', '290', '114', '124', '336', '376', '6', '217', '99', '289', '81', '188', '137', '386', '268', '306', '398', '301', '240', '172', '345', '377', '185', '72', '152', '50', '462', '409', '432']
