0 ['246', '165', '229', '250', '146', '55', '193', '207', '204', '43', '77', '133', '25', '28', '76', '224', '90', '163', '155', '178', '129', '53', '215', '184', '226', '8']
115 ['43', '133', '224', '34', '247', '159', '239', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '140']
116 ['43', '133', '224', '34', '247', '159', '239', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '140']
117 ['43', '133', '224', '34', '247', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189']
118 ['43', '133', '224', '34', '247', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189']
119 ['43', '133', '224', '34', '247', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189']
120 ['43', '133', '224', '34', '247', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189']
121 ['43', '133', '224', '34', '247', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189']
122 ['43', '133', '224', '34', '247', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189']
123 ['43', '133', '224', '34', '247', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189']
124 ['43', '133', '224', '34', '247', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189']
125 ['43', '133', '224', '34', '247', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189']
126 ['43', '133', '224', '34', '247', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189']
127 ['43', '133', '224', '34', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244']
128 ['43', '133', '224', '34', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244']
129 ['43', '133', '224', '34', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244']
130 ['43', '133', '224', '34', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244']
131 ['43', '133', '224', '34', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244']
132 ['43', '133', '224', '34', '159', '84', '76', '26', '121', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244']
133 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244', '154']
134 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244', '154']
135 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244', '154']
136 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244', '154']
137 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244', '154']
138 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244', '154']
139 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '179', '95', '112', '196', '8', '105', '60', '19', '145', '53', '239', '189', '244', '154']
140 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '95', '112', '196', '8', '105', '19', '145', '53', '239', '189', '244', '62', '179', '222']
141 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '95', '112', '196', '8', '105', '19', '145', '53', '239', '189', '244', '62', '179', '222']
142 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '95', '112', '196', '8', '105', '19', '145', '53', '239', '189', '244', '62', '179', '222']
143 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '95', '112', '196', '8', '105', '19', '145', '53', '239', '189', '244', '62', '179', '222']
144 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '95', '112', '196', '8', '105', '19', '145', '53', '239', '189', '244', '62', '179', '222']
145 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '95', '112', '196', '8', '105', '19', '145', '53', '239', '189', '244', '62', '179', '222']
146 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '95', '112', '196', '8', '105', '19', '145', '53', '239', '189', '244', '62', '179', '222']
147 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '95', '112', '196', '8', '105', '19', '145', '53', '239', '189', '244', '62', '179', '222']
148 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '95', '112', '196', '8', '105', '19', '145', '53', '239', '189', '244', '62', '179', '222']
149 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '95', '112', '196', '8', '105', '19', '145', '53', '239', '189', '244', '62', '179', '222']
150 ['43', '133', '224', '34', '159', '84', '76', '26', '254', '118', '71', '170', '95', '112', '196', '8', '105', '19', '145', '53', '239', '189', '244', '62', '179', '222']
161 ['43', '133', '34', '159', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '230']
162 ['43', '133', '34', '159', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '230']
163 ['43', '133', '34', '159', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '230']
164 ['43', '133', '34', '159', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '230']
165 ['43', '133', '34', '159', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '230']
166 ['43', '133', '34', '159', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '230']
167 ['43', '133', '34', '159', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '230']
168 ['43', '133', '34', '159', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '230']
169 ['43', '133', '34', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '139']
170 ['43', '133', '34', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '139']
171 ['43', '133', '34', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '139']
172 ['43', '133', '34', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '139']
173 ['43', '133', '34', '84', '76', '118', '71', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '139']
174 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '140']
175 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '140']
176 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '140']
177 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '140']
178 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '140']
179 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '154']
180 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '154']
181 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '154']
182 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '154']
183 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '154']
184 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '154']
185 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '154']
186 ['43', '133', '34', '84', '76', '118', '170', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '112', '197', '250', '26', '98', '239', '159', '72', '154']
187 ['43', '133', '34', '84', '76', '118', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '197', '250', '98', '239', '159', '72', '27', '169', '111', '149']
188 ['43', '133', '34', '84', '76', '118', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '197', '250', '98', '239', '159', '72', '27', '169', '111', '149']
189 ['43', '133', '34', '84', '76', '118', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '197', '250', '98', '239', '159', '72', '27', '169', '111', '149']
190 ['43', '133', '34', '84', '76', '118', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '197', '250', '98', '239', '159', '72', '27', '169', '111', '149']
191 ['43', '133', '34', '84', '76', '118', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '250', '98', '239', '159', '72', '27', '169', '111', '198', '154']
192 ['43', '133', '34', '84', '76', '118', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '250', '98', '239', '159', '72', '27', '169', '111', '198', '154']
193 ['43', '133', '34', '84', '76', '118', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '250', '98', '239', '159', '72', '27', '169', '111', '198', '154']
194 ['43', '133', '34', '84', '76', '118', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '250', '98', '239', '159', '72', '27', '169', '111', '198', '154']
195 ['43', '133', '34', '84', '76', '118', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '250', '98', '239', '159', '72', '27', '169', '111', '198', '154']
196 ['43', '133', '34', '84', '76', '118', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '250', '98', '239', '159', '72', '27', '169', '111', '198', '154']
197 ['43', '133', '34', '84', '76', '118', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '250', '98', '239', '159', '72', '27', '169', '111', '198', '154']
198 ['43', '133', '34', '84', '76', '118', '8', '105', '19', '145', '53', '189', '244', '62', '222', '179', '250', '98', '239', '159', '72', '27', '169', '111', '198', '154']
