0 ['227', '46', '17', '204', '101', '51', '147', '81', '41', '219', '29', '22', '254', '13', '38', '176', '218', '148', '32', '237', '213', '229', '26', '44', '119', '50']
26 ['46', '81', '22', '254', '13', '38', '176', '218', '32', '213', '119', '62', '123', '160', '108', '237', '75', '53', '6', '191', '130', '101', '135', '170', '149', '145']
27 ['46', '81', '22', '254', '13', '38', '176', '218', '32', '213', '119', '62', '123', '160', '108', '237', '75', '53', '6', '191', '130', '101', '135', '170', '149', '145']
28 ['46', '81', '22', '254', '13', '38', '176', '218', '32', '213', '119', '62', '123', '160', '108', '237', '75', '53', '6', '191', '130', '101', '135', '170', '149', '145']
29 ['46', '81', '22', '254', '13', '38', '176', '218', '32', '213', '119', '62', '123', '160', '108', '237', '75', '53', '6', '191', '130', '101', '135', '170', '149', '145']
30 ['46', '81', '22', '254', '13', '38', '176', '218', '32', '213', '119', '160', '108', '237', '75', '53', '6', '191', '130', '101', '135', '170', '149', '62', '123', '205']
31 ['46', '81', '22', '254', '13', '38', '176', '218', '32', '213', '119', '160', '108', '237', '75', '53', '6', '191', '130', '101', '135', '170', '149', '62', '123', '205']
32 ['46', '81', '22', '254', '13', '38', '176', '218', '32', '213', '119', '160', '108', '237', '75', '53', '6', '191', '130', '101', '135', '170', '149', '62', '123', '205']
33 ['46', '81', '22', '254', '13', '38', '176', '218', '32', '213', '119', '160', '108', '237', '75', '53', '6', '191', '130', '101', '135', '170', '149', '62', '123', '205']
34 ['46', '81', '22', '254', '13', '38', '176', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '170', '149', '62', '123', '129', '108', '182']
35 ['46', '81', '22', '254', '13', '38', '176', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '170', '149', '62', '123', '129', '108', '182']
36 ['46', '81', '22', '254', '13', '38', '176', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '170', '149', '62', '123', '129', '108', '182']
37 ['46', '81', '22', '254', '13', '38', '176', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '170', '149', '62', '123', '129', '108', '182']
38 ['46', '81', '22', '254', '13', '38', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '182', '171', '249']
39 ['46', '81', '22', '254', '13', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '182', '171', '249', '115']
40 ['46', '81', '22', '254', '13', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '182', '171', '249', '115']
41 ['46', '81', '22', '254', '13', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '182', '171', '249', '115']
42 ['46', '81', '22', '13', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '182', '171', '249', '115', '95']
43 ['46', '81', '22', '13', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '182', '171', '249', '115', '95']
44 ['46', '81', '22', '13', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '182', '171', '249', '115', '95']
45 ['46', '81', '22', '13', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '182', '171', '249', '115', '95']
46 ['46', '81', '22', '13', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '182', '171', '249', '115', '95']
47 ['46', '81', '22', '13', '218', '32', '213', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '182', '171', '249', '115', '95']
48 ['46', '81', '22', '13', '218', '32', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '171', '249', '115', '95', '183', '38']
49 ['46', '81', '22', '13', '218', '32', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '171', '249', '115', '95', '183', '38']
50 ['46', '81', '22', '13', '218', '32', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '171', '249', '115', '95', '183', '38']
51 ['46', '81', '22', '13', '218', '32', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '171', '249', '115', '95', '183', '38']
52 ['46', '81', '22', '13', '218', '32', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '171', '249', '115', '95', '183', '38']
53 ['46', '81', '22', '13', '218', '32', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '171', '249', '115', '95', '183', '38']
54 ['46', '81', '22', '13', '218', '32', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '171', '249', '115', '95', '183', '38']
55 ['46', '81', '22', '13', '218', '32', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '171', '249', '115', '95', '183', '38']
56 ['46', '81', '22', '13', '218', '32', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '171', '249', '115', '95', '183', '38']
57 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244']
58 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '6', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244']
59 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244', '154']
60 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244', '154']
61 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244', '154']
62 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244', '154']
63 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244', '154']
64 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244', '154']
65 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244', '154']
66 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244', '154']
67 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244', '154']
68 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244', '154']
69 ['46', '22', '13', '218', '119', '160', '237', '75', '53', '191', '101', '135', '149', '62', '123', '129', '108', '171', '115', '95', '183', '81', '32', '249', '244', '154']
80 ['46', '22', '13', '218', '119', '160', '237', '75', '191', '101', '135', '149', '123', '129', '171', '115', '95', '183', '81', '32', '249', '244', '107', '227', '58', '157']
81 ['46', '22', '13', '218', '119', '160', '237', '75', '191', '101', '135', '149', '123', '129', '171', '115', '95', '183', '81', '32', '249', '244', '107', '227', '58', '157']
82 ['46', '22', '13', '218', '119', '160', '237', '75', '191', '101', '135', '149', '123', '129', '171', '115', '95', '183', '81', '32', '249', '244', '107', '227', '58', '157']
83 ['46', '22', '13', '218', '119', '160', '237', '75', '191', '101', '135', '149', '123', '129', '171', '115', '95', '183', '81', '32', '249', '244', '107', '227', '58', '157']
84 ['46', '22', '13', '218', '119', '160', '237', '75', '191', '101', '135', '149', '123', '129', '171', '115', '95', '183', '81', '32', '249', '244', '107', '227', '58', '157']
85 ['46', '22', '13', '218', '119', '160', '237', '75', '191', '101', '135', '149', '123', '129', '171', '115', '95', '183', '81', '32', '249', '244', '107', '227', '58', '157']
86 ['46', '22', '13', '218', '119', '160', '237', '75', '191', '101', '135', '149', '123', '129', '171', '115', '95', '183', '81', '32', '249', '244', '107', '227', '58', '157']
87 ['46', '22', '13', '218', '119', '160', '237', '75', '191', '101', '135', '149', '123', '129', '171', '115', '95', '183', '81', '32', '249', '244', '107', '227', '58', '157']
88 ['46', '22', '13', '218', '119', '160', '237', '75', '191', '101', '135', '149', '123', '129', '171', '115', '95', '183', '81', '32', '249', '244', '107', '227', '58', '157']
89 ['46', '22', '13', '218', '119', '160', '237', '75', '191', '101', '135', '149', '123', '129', '171', '115', '95', '183', '81', '32', '249', '244', '107', '227', '58', '157']
100 ['46', '218', '119', '160', '75', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '157', '10', '237', '104', '32', '61', '189', '56', '225']
101 ['46', '218', '119', '160', '75', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '157', '10', '237', '104', '32', '61', '189', '56', '215']
102 ['46', '218', '119', '160', '75', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '157', '10', '237', '104', '32', '61', '189', '56', '24']
103 ['46', '218', '119', '160', '75', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '157', '10', '237', '104', '32', '61', '189', '56', '24']
104 ['46', '218', '119', '160', '75', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '157', '10', '237', '104', '32', '61', '189', '56', '24']
105 ['46', '218', '119', '160', '75', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '157', '10', '237', '104', '32', '61', '189', '56', '24']
106 ['46', '218', '119', '160', '75', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '157', '10', '237', '104', '32', '61', '189', '56', '24']
107 ['46', '218', '119', '160', '75', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '157', '10', '237', '104', '32', '61', '189', '56', '24']
108 ['46', '218', '119', '160', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '10', '237', '104', '32', '61', '24', '156', '74', '189', '53']
109 ['46', '218', '119', '160', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '10', '237', '104', '32', '61', '24', '156', '74', '189', '53']
110 ['46', '218', '119', '160', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '10', '237', '104', '32', '61', '24', '156', '74', '189', '53']
111 ['46', '218', '119', '160', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '10', '237', '104', '32', '61', '24', '156', '74', '189', '53']
112 ['46', '218', '119', '160', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '10', '237', '104', '32', '61', '24', '156', '74', '189', '53']
113 ['46', '218', '119', '160', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '10', '237', '104', '32', '61', '24', '156', '74', '189', '53']
114 ['46', '218', '119', '160', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '10', '237', '104', '32', '61', '24', '156', '74', '189', '53']
115 ['46', '218', '119', '160', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '10', '237', '104', '32', '61', '24', '156', '74', '189', '53']
116 ['46', '218', '119', '160', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '10', '237', '104', '32', '61', '24', '156', '74', '189', '53']
117 ['46', '218', '119', '160', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '10', '237', '104', '32', '61', '24', '156', '74', '189', '53']
118 ['46', '218', '119', '160', '135', '149', '123', '129', '171', '95', '183', '81', '249', '244', '107', '227', '10', '237', '104', '32', '61', '24', '156', '74', '189', '53']
129 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '61', '24', '74', '189', '53', '244', '135', '36', '119', '127', '40', '14']
130 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '61', '24', '74', '189', '53', '244', '135', '36', '119', '127', '40', '14']
131 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '61', '24', '74', '189', '53', '244', '135', '36', '119', '127', '40', '14']
132 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '61', '24', '74', '189', '53', '244', '135', '119', '127', '40', '36', '101']
133 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '61', '24', '74', '189', '53', '244', '135', '119', '127', '40', '36', '101']
134 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '61', '24', '74', '189', '53', '244', '135', '119', '127', '40', '36', '100']
135 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '61', '24', '74', '189', '53', '244', '135', '119', '127', '40', '36', '100']
136 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '61', '24', '74', '189', '53', '244', '135', '119', '127', '40', '36', '100']
137 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '61', '24', '74', '189', '53', '244', '135', '119', '127', '40', '36', '100']
138 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '76']
139 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '76']
140 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '76']
141 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '32']
142 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '32']
143 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '32']
144 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '32']
145 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '32']
146 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '32']
147 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '32']
148 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '32']
149 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '32']
150 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '32']
151 ['218', '160', '149', '123', '171', '95', '183', '81', '249', '107', '227', '10', '237', '104', '24', '74', '189', '53', '244', '135', '119', '127', '40', '100', '66', '32']
162 ['218', '160', '149', '123', '171', '95', '81', '249', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '129', '182', '155', '142']
163 ['218', '160', '149', '123', '171', '95', '81', '249', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '129', '182', '155', '142']
164 ['218', '160', '149', '123', '171', '95', '81', '249', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '129', '182', '155', '142']
165 ['218', '160', '149', '123', '171', '95', '81', '249', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '129', '182', '155', '142']
166 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '142', '182', '123', '249', '147', '81', '251']
167 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '142', '182', '123', '249', '147', '81', '251']
168 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '142', '123', '249', '147', '81', '182', '253']
169 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '142', '123', '249', '147', '81', '182', '253']
170 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '253', '213']
171 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '15']
172 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '15']
173 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '15']
174 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '15']
175 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '15']
176 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '15']
177 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '15']
178 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '15']
179 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '15']
180 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '244', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '15']
181 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '244', '18']
182 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '244', '18']
183 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '244', '18']
184 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '244', '18']
185 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '244', '18']
186 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '244', '18']
187 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '244', '18']
188 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '244', '18']
189 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '244', '18']
190 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '244', '18']
191 ['218', '160', '171', '95', '107', '227', '10', '237', '104', '24', '189', '53', '135', '119', '40', '66', '32', '155', '123', '249', '147', '81', '182', '213', '244', '18']
202 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '5', '133', '40', '145', '149']
203 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '5', '133', '40', '145', '149']
204 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '5', '133', '40', '145', '149']
205 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '5', '133', '40', '145', '149']
206 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '5', '133', '40', '145', '149']
207 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '133', '145', '149', '41', '58']
208 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '133', '145', '149', '41', '58']
209 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '133', '145', '149', '41', '58']
210 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '133', '145', '149', '41', '58']
211 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '133', '145', '149', '41', '58']
212 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '133', '145', '149', '41', '58']
213 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '133', '145', '149', '41', '58']
214 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '133', '145', '149', '41', '58']
215 ['218', '160', '171', '95', '107', '227', '10', '104', '189', '53', '119', '66', '32', '123', '249', '81', '213', '244', '18', '237', '182', '133', '145', '149', '41', '58']
216 ['218', '160', '171', '107', '227', '10', '104', '189', '53', '66', '32', '123', '81', '213', '244', '18', '237', '182', '133', '145', '149', '41', '118', '242', '95', '194']
217 ['218', '160', '171', '107', '227', '10', '104', '189', '53', '66', '32', '123', '81', '213', '244', '18', '237', '182', '133', '145', '149', '41', '118', '242', '95', '194']
218 ['218', '160', '171', '107', '227', '10', '104', '189', '53', '66', '32', '123', '81', '213', '244', '18', '237', '182', '133', '145', '149', '41', '118', '242', '95', '194']
