0 ['26', '111', '0']
551 ['2', '0', '25']
552 ['2', '0', '25']
553 ['2', '0', '25']
554 ['2', '0', '25']
555 ['2', '0', '25']
556 ['2', '0', '25']
557 ['2', '0', '25']
558 ['2', '0', '25']
559 ['2', '0', '25']
560 ['2', '0', '25']
571 ['2', '0', '24']
572 ['2', '0', '24']
573 ['2', '0', '24']
574 ['2', '0', '24']
575 ['2', '0', '24']
576 ['2', '0', '24']
577 ['2', '0', '24']
578 ['2', '0', '24']
579 ['2', '0', '24']
580 ['2', '0', '24']
591 ['2', '0', '9']
592 ['2', '0', '9']
593 ['2', '0', '9']
594 ['2', '0', '9']
595 ['2', '0', '9']
596 ['2', '0', '9']
597 ['2', '0', '9']
598 ['2', '0', '9']
599 ['2', '0', '9']
600 ['2', '0', '9']
611 ['0', '2', '20']
612 ['0', '2', '20']
613 ['0', '2', '20']
614 ['0', '2', '20']
615 ['0', '2', '20']
616 ['0', '2', '20']
617 ['0', '2', '20']
618 ['0', '2', '20']
619 ['0', '2', '20']
620 ['0', '2', '20']
631 ['0', '2', '33']
632 ['0', '2', '33']
633 ['0', '2', '33']
634 ['0', '2', '33']
635 ['0', '2', '33']
636 ['0', '2', '33']
637 ['0', '2', '33']
638 ['0', '2', '33']
639 ['0', '2', '33']
640 ['0', '2', '34']
641 ['0', '2', '34']
642 ['0', '2', '34']
643 ['0', '2', '34']
644 ['0', '2', '34']
645 ['0', '2', '34']
646 ['0', '2', '34']
647 ['0', '2', '34']
648 ['0', '2', '34']
649 ['0', '2', '34']
650 ['0', '2', '34']
661 ['0', '2', '91']
662 ['0', '2', '91']
663 ['0', '2', '91']
664 ['0', '2', '91']
665 ['0', '2', '91']
666 ['0', '2', '91']
667 ['0', '2', '91']
668 ['0', '2', '91']
669 ['0', '2', '91']
670 ['0', '2', '91']
681 ['2', '0', '9']
682 ['2', '0', '9']
683 ['2', '0', '9']
684 ['2', '0', '9']
685 ['2', '0', '9']
686 ['2', '0', '9']
687 ['2', '0', '9']
688 ['2', '0', '9']
689 ['2', '0', '9']
690 ['2', '0', '9']
701 ['2', '0', '41']
702 ['2', '0', '41']
703 ['2', '0', '41']
704 ['2', '0', '41']
705 ['2', '0', '41']
706 ['2', '0', '41']
707 ['2', '0', '41']
708 ['2', '0', '41']
709 ['2', '0', '41']
710 ['2', '0', '41']
721 ['0', '2', '112']
722 ['0', '2', '112']
723 ['0', '2', '112']
724 ['0', '2', '112']
725 ['0', '2', '112']
726 ['0', '2', '112']
727 ['0', '2', '112']
728 ['0', '2', '112']
729 ['0', '2', '112']
730 ['0', '2', '112']
741 ['0', '2', '117']
742 ['0', '2', '117']
743 ['0', '2', '117']
744 ['0', '2', '117']
745 ['0', '2', '117']
746 ['0', '2', '117']
747 ['0', '2', '117']
748 ['0', '2', '117']
749 ['0', '2', '117']
750 ['0', '2', '117']
761 ['2', '0', '34']
762 ['2', '0', '34']
763 ['2', '0', '34']
764 ['2', '0', '34']
765 ['2', '0', '34']
766 ['2', '0', '34']
767 ['2', '0', '34']
768 ['2', '0', '34']
769 ['2', '0', '34']
770 ['2', '0', '34']
781 ['2', '0', '81']
782 ['2', '0', '81']
783 ['2', '0', '81']
784 ['2', '0', '81']
785 ['2', '0', '81']
786 ['2', '0', '81']
787 ['2', '0', '81']
788 ['2', '0', '81']
789 ['2', '0', '81']
790 ['2', '0', '81']
801 ['2', '0', '88']
802 ['2', '0', '88']
803 ['2', '0', '88']
804 ['2', '0', '34']
805 ['2', '0', '34']
806 ['2', '0', '34']
807 ['2', '0', '34']
808 ['2', '0', '34']
809 ['2', '0', '34']
810 ['2', '0', '34']
811 ['2', '0', '34']
812 ['2', '0', '34']
813 ['2', '0', '34']
814 ['2', '0', '34']
825 ['0', '2', '1']
826 ['0', '2', '1']
827 ['0', '2', '1']
828 ['0', '2', '1']
829 ['0', '2', '1']
830 ['0', '2', '1']
831 ['0', '2', '1']
832 ['0', '2', '1']
833 ['0', '2', '1']
834 ['0', '2', '1']
845 ['0', '2', '9']
846 ['0', '2', '9']
847 ['0', '2', '9']
848 ['0', '2', '9']
849 ['0', '2', '9']
850 ['0', '2', '9']
851 ['0', '2', '9']
852 ['0', '2', '9']
853 ['0', '2', '9']
854 ['0', '2', '9']
865 ['0', '2', '42']
866 ['0', '2', '42']
867 ['0', '2', '42']
868 ['0', '2', '42']
869 ['0', '2', '42']
870 ['0', '2', '42']
871 ['0', '2', '42']
872 ['0', '2', '42']
873 ['0', '2', '42']
874 ['0', '2', '42']
885 ['2', '0', '9']
886 ['2', '0', '9']
887 ['2', '0', '9']
888 ['2', '0', '9']
889 ['2', '0', '9']
890 ['2', '0', '9']
891 ['2', '0', '9']
892 ['2', '0', '9']
893 ['2', '0', '9']
894 ['2', '0', '9']
895 ['2', '0', '9']
906 ['2', '0', '9']
907 ['2', '0', '9']
908 ['2', '0', '9']
909 ['2', '0', '9']
910 ['2', '0', '9']
911 ['2', '0', '9']
912 ['2', '0', '9']
913 ['2', '0', '9']
914 ['2', '0', '9']
915 ['2', '0', '9']
926 ['2', '0', '43']
927 ['2', '0', '43']
928 ['2', '0', '43']
929 ['2', '0', '43']
930 ['2', '0', '43']
931 ['2', '0', '43']
932 ['2', '0', '43']
933 ['2', '0', '43']
934 ['2', '0', '43']
935 ['2', '0', '43']
946 ['2', '0', '117']
947 ['2', '0', '117']
948 ['2', '0', '117']
949 ['2', '0', '117']
950 ['2', '0', '117']
951 ['2', '0', '117']
952 ['2', '0', '117']
953 ['2', '0', '117']
954 ['2', '0', '117']
955 ['2', '0', '117']
966 ['2', '0', '49']
967 ['2', '0', '49']
968 ['2', '0', '49']
969 ['2', '0', '49']
970 ['2', '0', '49']
971 ['2', '0', '49']
972 ['2', '0', '49']
973 ['2', '0', '49']
974 ['2', '0', '49']
975 ['2', '0', '49']
986 ['2', '0', '67']
987 ['2', '0', '67']
988 ['2', '0', '67']
989 ['2', '0', '67']
990 ['2', '0', '67']
991 ['2', '0', '72']
992 ['2', '0', '72']
993 ['2', '0', '72']
994 ['2', '0', '72']
995 ['2', '0', '72']
996 ['2', '0', '72']
997 ['2', '0', '72']
998 ['2', '0', '72']
999 ['2', '0', '72']
1000 ['2', '0', '72']
1001 ['2', '0', '72']
1012 ['2', '0', '19']
1013 ['2', '0', '19']
1014 ['2', '0', '19']
1015 ['2', '0', '19']
1016 ['2', '0', '19']
1017 ['2', '0', '19']
1018 ['2', '0', '19']
1019 ['2', '0', '19']
1020 ['2', '0', '19']
1021 ['2', '0', '19']
1032 ['0', '2', '48']
1033 ['0', '2', '70']
1034 ['0', '2', '70']
1035 ['0', '2', '70']
1036 ['0', '2', '70']
1037 ['0', '2', '70']
1038 ['0', '2', '70']
1039 ['0', '2', '70']
1040 ['0', '2', '70']
1041 ['0', '2', '70']
1042 ['0', '2', '70']
1043 ['0', '2', '70']
1054 ['0', '2', '70']
1055 ['0', '2', '70']
1056 ['0', '2', '70']
1057 ['0', '2', '70']
1058 ['0', '2', '70']
1059 ['0', '2', '70']
1060 ['0', '2', '70']
1061 ['0', '2', '70']
1062 ['0', '2', '70']
1063 ['0', '2', '70']
1074 ['0', '2', '111']
1075 ['0', '2', '111']
1076 ['0', '2', '111']
1077 ['0', '2', '111']
1078 ['0', '2', '111']
1079 ['0', '2', '111']
1080 ['0', '2', '111']
1081 ['0', '2', '111']
1082 ['0', '2', '111']
1083 ['0', '2', '111']
1084 ['0', '2', '111']
1095 ['0', '2', '70']
1096 ['0', '2', '70']
1097 ['0', '2', '70']
1098 ['0', '2', '70']
1099 ['0', '2', '70']
1100 ['0', '2', '70']
1101 ['0', '2', '70']
1102 ['0', '2', '70']
1103 ['0', '2', '70']
1104 ['0', '2', '70']
1115 ['0', '2', '57']
1116 ['0', '2', '57']
1117 ['0', '2', '72']
1118 ['0', '2', '72']
1119 ['0', '2', '72']
1120 ['0', '2', '72']
1121 ['0', '2', '72']
1122 ['0', '2', '72']
1123 ['0', '2', '72']
1124 ['0', '2', '72']
1125 ['0', '2', '34']
1126 ['0', '2', '34']
1127 ['0', '2', '34']
1128 ['0', '2', '34']
1129 ['0', '2', '34']
1130 ['0', '2', '34']
1131 ['0', '2', '34']
1132 ['0', '2', '34']
1133 ['0', '2', '34']
1134 ['0', '2', '34']
1135 ['0', '2', '34']
1146 ['0', '2', '18']
1147 ['0', '2', '18']
1148 ['0', '2', '18']
1149 ['0', '2', '18']
1150 ['0', '2', '18']
1151 ['0', '2', '18']
1152 ['0', '2', '18']
1153 ['0', '2', '18']
1154 ['0', '2', '18']
1155 ['0', '2', '18']
1166 ['2', '0', '25']
1167 ['2', '0', '25']
1168 ['2', '0', '25']
1169 ['2', '0', '25']
1170 ['2', '0', '25']
1171 ['2', '0', '25']
1172 ['2', '0', '25']
1173 ['2', '0', '25']
1174 ['2', '0', '25']
1175 ['2', '0', '25']
1186 ['2', '0', '117']
1187 ['2', '0', '117']
1188 ['2', '0', '117']
1189 ['2', '0', '70']
1190 ['2', '0', '70']
1191 ['2', '0', '70']
1192 ['2', '0', '70']
1193 ['2', '0', '70']
1194 ['2', '0', '70']
1195 ['2', '0', '70']
1196 ['2', '0', '70']
1197 ['2', '0', '70']
1198 ['2', '0', '34']
1199 ['2', '0', '34']
1200 ['2', '0', '34']
1201 ['2', '0', '34']
1202 ['2', '0', '34']
1203 ['2', '0', '34']
1204 ['2', '0', '34']
1205 ['2', '0', '34']
1206 ['2', '0', '34']
1207 ['2', '0', '34']
1208 ['2', '0', '34']
1219 ['2', '0', '48']
1220 ['2', '0', '48']
1221 ['2', '0', '48']
1222 ['2', '0', '48']
1223 ['2', '0', '48']
1224 ['2', '0', '48']
1225 ['2', '0', '48']
1226 ['2', '0', '48']
1227 ['2', '0', '48']
1228 ['2', '0', '48']
1239 ['2', '0', '11']
1240 ['2', '0', '11']
1241 ['2', '0', '11']
1242 ['2', '0', '11']
1243 ['2', '0', '11']
1244 ['2', '0', '11']
1245 ['2', '0', '11']
1246 ['2', '0', '11']
1247 ['2', '0', '11']
1248 ['2', '0', '11']
1259 ['2', '0', '14']
1260 ['2', '0', '14']
1261 ['2', '0', '14']
1262 ['2', '0', '14']
1263 ['2', '0', '14']
1264 ['2', '0', '14']
1265 ['2', '0', '14']
1266 ['2', '0', '14']
1267 ['2', '0', '14']
1268 ['2', '0', '14']
1279 ['2', '0', '77']
1280 ['2', '0', '77']
1281 ['2', '0', '77']
1282 ['2', '0', '77']
1283 ['2', '0', '77']
1284 ['2', '0', '77']
1285 ['2', '0', '77']
1286 ['2', '0', '77']
1287 ['2', '0', '77']
1288 ['2', '0', '77']
1299 ['2', '0', '9']
1300 ['2', '0', '9']
1301 ['2', '0', '9']
1302 ['2', '0', '9']
1303 ['2', '0', '9']
1304 ['2', '0', '9']
1305 ['2', '0', '9']
1306 ['2', '0', '9']
1307 ['2', '0', '9']
1308 ['2', '0', '9']
1319 ['2', '0', '119']
1320 ['2', '0', '119']
1321 ['2', '0', '119']
1322 ['2', '0', '119']
1323 ['2', '0', '119']
1324 ['2', '0', '119']
1325 ['2', '0', '119']
1326 ['2', '0', '119']
1327 ['2', '0', '119']
1328 ['2', '0', '119']
1339 ['2', '0', '34']
1340 ['2', '0', '34']
1341 ['2', '0', '34']
1342 ['2', '0', '34']
1343 ['2', '0', '34']
1344 ['2', '0', '34']
1345 ['2', '0', '34']
1346 ['2', '0', '34']
1347 ['2', '0', '34']
1348 ['2', '0', '34']
1359 ['0', '2', '18']
1360 ['0', '2', '18']
1361 ['0', '2', '18']
1362 ['0', '2', '18']
1363 ['0', '2', '18']
1364 ['0', '2', '18']
1365 ['0', '2', '18']
1366 ['0', '2', '18']
1367 ['0', '2', '18']
1368 ['0', '2', '18']
1379 ['0', '2', '99']
1380 ['0', '2', '72']
1381 ['0', '2', '72']
1382 ['0', '2', '72']
1383 ['0', '2', '72']
1384 ['0', '2', '72']
1385 ['0', '2', '72']
1386 ['0', '2', '72']
1387 ['0', '2', '72']
1388 ['0', '2', '72']
1389 ['0', '2', '72']
1390 ['0', '2', '72']
1401 ['0', '2', '32']
1402 ['0', '2', '32']
1403 ['0', '2', '32']
1404 ['0', '2', '32']
1405 ['0', '2', '32']
1406 ['0', '2', '32']
1407 ['0', '2', '32']
1408 ['0', '2', '32']
1409 ['0', '2', '32']
1410 ['0', '2', '32']
1421 ['2', '0', '9']
1422 ['2', '0', '9']
1423 ['2', '0', '9']
1424 ['2', '0', '9']
1425 ['2', '0', '9']
1426 ['2', '0', '9']
1427 ['2', '0', '9']
1428 ['2', '0', '9']
1429 ['2', '0', '9']
1430 ['2', '0', '9']
1441 ['2', '0', '34']
1442 ['2', '0', '34']
1443 ['2', '0', '34']
1444 ['2', '0', '34']
1445 ['2', '0', '34']
1446 ['2', '0', '34']
1447 ['2', '0', '34']
1448 ['2', '0', '34']
1449 ['2', '0', '34']
1450 ['2', '0', '34']
1461 ['2', '0', '68']
1462 ['2', '0', '68']
1463 ['2', '0', '68']
1464 ['2', '0', '68']
1465 ['2', '0', '68']
1466 ['2', '0', '68']
1467 ['2', '0', '68']
1468 ['2', '0', '34']
1469 ['2', '0', '34']
1470 ['2', '0', '34']
1471 ['2', '0', '34']
1472 ['2', '0', '34']
1473 ['2', '0', '34']
1474 ['2', '0', '34']
1475 ['2', '0', '34']
1476 ['2', '0', '34']
1477 ['2', '0', '9']
1478 ['2', '0', '9']
1479 ['2', '0', '9']
1480 ['2', '0', '9']
1481 ['2', '0', '9']
1482 ['2', '0', '9']
1483 ['2', '0', '9']
1484 ['2', '0', '9']
1485 ['2', '0', '9']
1486 ['2', '0', '9']
1487 ['2', '0', '9']
1498 ['2', '0', '9']
1499 ['2', '0', '9']
1500 ['2', '0', '9']
1501 ['2', '0', '9']
1502 ['2', '0', '9']
1503 ['2', '0', '9']
1504 ['2', '0', '9']
1505 ['2', '0', '9']
1506 ['2', '0', '9']
1507 ['2', '0', '9']
1518 ['0', '2', '76']
1519 ['0', '2', '76']
1520 ['0', '2', '76']
1521 ['0', '2', '76']
1522 ['0', '2', '76']
1523 ['0', '2', '76']
1524 ['0', '2', '76']
1525 ['0', '2', '76']
1526 ['0', '2', '76']
1527 ['0', '2', '76']
1538 ['0', '2', '70']
1539 ['0', '2', '70']
1540 ['0', '2', '70']
1541 ['0', '2', '70']
1542 ['0', '2', '70']
1543 ['0', '2', '70']
1544 ['0', '2', '70']
1545 ['0', '2', '70']
1546 ['0', '2', '70']
1547 ['0', '2', '70']
1558 ['0', '2', '76']
1559 ['0', '2', '76']
1560 ['0', '2', '76']
1561 ['0', '2', '76']
1562 ['0', '2', '76']
1563 ['0', '2', '76']
1564 ['0', '2', '76']
1565 ['0', '2', '76']
1566 ['0', '2', '76']
1567 ['0', '2', '76']
1578 ['0', '2', '24']
1579 ['2', '0', '70']
1580 ['2', '0', '70']
1581 ['2', '0', '70']
1582 ['2', '0', '70']
1583 ['2', '0', '70']
1584 ['2', '0', '70']
1585 ['2', '0', '70']
1586 ['2', '0', '70']
1587 ['2', '0', '70']
1588 ['2', '0', '70']
1589 ['2', '0', '70']
1600 ['2', '0', '32']
1601 ['2', '0', '32']
1602 ['2', '0', '32']
1603 ['2', '0', '32']
1604 ['2', '0', '32']
1605 ['2', '0', '32']
1606 ['2', '0', '32']
1607 ['2', '0', '32']
1608 ['2', '0', '32']
1609 ['2', '0', '32']
1620 ['0', '2', '99']
1621 ['0', '2', '99']
1622 ['0', '2', '34']
1623 ['0', '2', '34']
1624 ['0', '2', '34']
1625 ['0', '2', '34']
1626 ['0', '2', '34']
1627 ['0', '2', '34']
1628 ['0', '2', '34']
1629 ['0', '2', '34']
1630 ['0', '2', '34']
1631 ['0', '2', '34']
1632 ['0', '2', '34']
1643 ['0', '2', '11']
1644 ['0', '2', '11']
1645 ['0', '2', '11']
1646 ['0', '2', '11']
1647 ['0', '2', '11']
1648 ['0', '2', '11']
1649 ['0', '2', '11']
1650 ['0', '2', '11']
1651 ['0', '2', '11']
1652 ['0', '2', '11']
1663 ['0', '2', '49']
1664 ['0', '2', '49']
1665 ['0', '2', '49']
1666 ['0', '2', '49']
1667 ['0', '2', '49']
1668 ['0', '2', '49']
1669 ['0', '2', '49']
1670 ['0', '2', '49']
1671 ['0', '2', '49']
1672 ['0', '2', '34']
1673 ['0', '2', '34']
1674 ['0', '2', '34']
1675 ['0', '2', '34']
1676 ['0', '2', '34']
1677 ['0', '2', '34']
1678 ['0', '2', '34']
1679 ['0', '2', '34']
1680 ['0', '2', '34']
1681 ['0', '2', '34']
1682 ['0', '2', '34']
1693 ['0', '2', '91']
1694 ['0', '2', '91']
1695 ['0', '2', '91']
1696 ['0', '2', '91']
1697 ['0', '2', '91']
1698 ['0', '2', '91']
1699 ['0', '2', '91']
1700 ['0', '2', '91']
1701 ['0', '2', '91']
1702 ['0', '2', '91']
1713 ['0', '2', '9']
1714 ['0', '2', '9']
1715 ['0', '2', '9']
1716 ['0', '2', '9']
1717 ['0', '2', '9']
1718 ['0', '2', '9']
1719 ['0', '2', '9']
1720 ['0', '2', '9']
1721 ['0', '2', '9']
1722 ['0', '2', '9']
1733 ['0', '2', '111']
1734 ['0', '2', '111']
1735 ['0', '2', '111']
1736 ['0', '2', '111']
1737 ['0', '2', '111']
1738 ['0', '2', '111']
1739 ['0', '2', '111']
1740 ['0', '2', '111']
1741 ['0', '2', '111']
1742 ['0', '2', '111']
1753 ['0', '2', '19']
1754 ['0', '2', '19']
1755 ['0', '2', '19']
1756 ['0', '2', '19']
1757 ['0', '2', '19']
1758 ['0', '2', '19']
1759 ['0', '2', '19']
1760 ['0', '2', '19']
1761 ['0', '2', '19']
1762 ['0', '2', '19']
1773 ['0', '2', '28']
1774 ['0', '2', '28']
1775 ['0', '2', '28']
1776 ['0', '2', '28']
1777 ['0', '2', '28']
1778 ['0', '2', '28']
1779 ['0', '2', '28']
1780 ['0', '2', '28']
1781 ['0', '2', '28']
1782 ['0', '2', '28']
1793 ['0', '2', '19']
1794 ['0', '2', '19']
1795 ['0', '2', '19']
1796 ['2', '0', '72']
1797 ['2', '0', '72']
1798 ['2', '0', '72']
1799 ['2', '0', '72']
1800 ['2', '0', '72']
1801 ['2', '0', '72']
1802 ['2', '0', '72']
1803 ['2', '0', '72']
1804 ['2', '0', '72']
1805 ['2', '0', '72']
1806 ['2', '0', '72']
1817 ['2', '0', '9']
1818 ['2', '0', '9']
1819 ['2', '0', '9']
1820 ['2', '0', '9']
1821 ['2', '0', '9']
1822 ['2', '0', '9']
1823 ['2', '0', '9']
1824 ['2', '0', '9']
1825 ['2', '0', '9']
1826 ['2', '0', '9']
1837 ['2', '0', '11']
1838 ['2', '0', '11']
1839 ['2', '0', '11']
1840 ['2', '0', '11']
1841 ['2', '0', '11']
1842 ['2', '0', '11']
1843 ['2', '0', '11']
1844 ['2', '0', '11']
1845 ['2', '0', '72']
1846 ['2', '0', '72']
1847 ['2', '0', '72']
1848 ['2', '0', '72']
1849 ['2', '0', '72']
1850 ['2', '0', '72']
1851 ['2', '0', '72']
1852 ['2', '0', '72']
1853 ['2', '0', '72']
1854 ['2', '0', '72']
1855 ['2', '0', '72']
1866 ['2', '0', '34']
1867 ['2', '0', '34']
1868 ['2', '0', '34']
1869 ['2', '0', '34']
1870 ['2', '0', '34']
1871 ['2', '0', '34']
1872 ['2', '0', '34']
1873 ['2', '0', '34']
1874 ['2', '0', '34']
1875 ['2', '0', '34']
1886 ['2', '0', '28']
1887 ['2', '0', '28']
1888 ['2', '0', '28']
1889 ['2', '0', '28']
1890 ['2', '0', '28']
1891 ['2', '0', '28']
1892 ['2', '0', '28']
1893 ['2', '0', '28']
1894 ['2', '0', '28']
1895 ['2', '0', '28']
1906 ['2', '0', '1']
1907 ['2', '0', '1']
1908 ['2', '0', '1']
1909 ['2', '0', '1']
1910 ['2', '0', '1']
1911 ['2', '0', '1']
1912 ['2', '0', '1']
1913 ['2', '0', '1']
1914 ['2', '0', '1']
1915 ['2', '0', '1']
1926 ['2', '0', '91']
1927 ['2', '0', '91']
1928 ['2', '0', '91']
1929 ['2', '0', '91']
1930 ['2', '0', '91']
1931 ['2', '0', '91']
1932 ['2', '0', '91']
1933 ['2', '0', '91']
1934 ['2', '0', '34']
1935 ['2', '0', '34']
