0 ['109', '55', '89']
202 ['0', '2', '9']
203 ['0', '2', '9']
204 ['0', '2', '9']
205 ['0', '2', '9']
206 ['0', '2', '9']
217 ['0', '2', '77']
218 ['2', '0', '72']
219 ['2', '0', '72']
220 ['2', '0', '72']
221 ['2', '0', '72']
222 ['2', '0', '72']
223 ['2', '0', '72']
224 ['2', '0', '72']
225 ['2', '0', '72']
226 ['2', '0', '72']
227 ['2', '0', '72']
228 ['2', '0', '72']
239 ['2', '0', '72']
240 ['2', '0', '72']
241 ['2', '0', '72']
242 ['2', '0', '72']
243 ['2', '0', '72']
244 ['2', '0', '72']
245 ['2', '0', '72']
246 ['2', '0', '72']
247 ['2', '0', '72']
248 ['2', '0', '72']
249 ['2', '0', '72']
260 ['2', '0', '77']
261 ['2', '0', '77']
262 ['2', '0', '77']
263 ['2', '0', '77']
264 ['2', '0', '77']
265 ['2', '0', '77']
266 ['2', '0', '77']
267 ['2', '0', '77']
268 ['2', '0', '77']
269 ['2', '0', '77']
280 ['2', '0', '91']
281 ['2', '0', '91']
282 ['2', '0', '91']
283 ['2', '0', '91']
284 ['2', '0', '91']
285 ['2', '0', '91']
286 ['2', '0', '91']
287 ['2', '0', '91']
288 ['2', '0', '91']
289 ['2', '0', '91']
300 ['2', '0', '15']
301 ['2', '0', '15']
302 ['2', '0', '15']
303 ['2', '0', '15']
304 ['2', '0', '15']
305 ['2', '0', '15']
306 ['2', '0', '15']
307 ['2', '0', '15']
308 ['2', '0', '15']
309 ['2', '0', '15']
320 ['2', '0', '117']
321 ['2', '0', '117']
322 ['2', '0', '117']
323 ['2', '0', '117']
324 ['2', '0', '117']
325 ['2', '0', '117']
326 ['2', '0', '117']
327 ['2', '0', '117']
328 ['2', '0', '117']
329 ['2', '0', '117']
340 ['0', '2', '19']
341 ['0', '2', '19']
342 ['0', '2', '19']
343 ['0', '2', '19']
344 ['0', '2', '19']
345 ['0', '2', '19']
346 ['0', '2', '70']
347 ['0', '2', '70']
348 ['0', '2', '70']
349 ['0', '2', '70']
350 ['0', '2', '70']
351 ['0', '2', '70']
352 ['0', '2', '70']
353 ['0', '2', '70']
354 ['0', '2', '70']
355 ['0', '2', '70']
356 ['0', '2', '70']
367 ['0', '2', '57']
368 ['0', '2', '57']
369 ['0', '2', '57']
370 ['0', '2', '57']
371 ['0', '2', '57']
372 ['0', '2', '57']
373 ['0', '2', '57']
374 ['0', '2', '57']
375 ['0', '2', '57']
376 ['0', '2', '57']
387 ['0', '2', '70']
388 ['0', '2', '70']
389 ['0', '2', '70']
390 ['0', '2', '70']
391 ['0', '2', '70']
392 ['0', '2', '70']
393 ['0', '2', '70']
394 ['0', '2', '70']
395 ['0', '2', '70']
396 ['0', '2', '70']
407 ['0', '2', '43']
408 ['0', '2', '43']
409 ['0', '2', '43']
410 ['0', '2', '43']
411 ['0', '2', '43']
412 ['0', '2', '43']
413 ['0', '2', '43']
414 ['0', '2', '43']
415 ['0', '2', '43']
416 ['0', '2', '43']
427 ['0', '2', '9']
428 ['0', '2', '9']
429 ['0', '2', '9']
430 ['0', '2', '9']
431 ['0', '2', '9']
432 ['0', '2', '9']
433 ['0', '2', '9']
434 ['0', '2', '9']
435 ['0', '2', '9']
436 ['0', '2', '9']
447 ['0', '2', '48']
448 ['0', '2', '48']
449 ['0', '2', '48']
450 ['0', '2', '48']
451 ['0', '2', '48']
452 ['0', '2', '48']
453 ['0', '2', '48']
454 ['0', '2', '48']
455 ['0', '2', '48']
456 ['0', '2', '48']
467 ['0', '2', '20']
468 ['0', '2', '20']
469 ['0', '2', '20']
470 ['0', '2', '20']
471 ['0', '2', '20']
472 ['0', '2', '20']
473 ['0', '2', '20']
474 ['0', '2', '20']
475 ['0', '2', '20']
476 ['0', '2', '20']
487 ['0', '2', '42']
488 ['0', '2', '42']
489 ['0', '2', '42']
490 ['0', '2', '42']
491 ['0', '2', '42']
492 ['0', '2', '42']
493 ['0', '2', '42']
494 ['0', '2', '42']
495 ['0', '2', '42']
496 ['0', '2', '42']
507 ['0', '2', '57']
508 ['0', '2', '57']
509 ['0', '2', '57']
510 ['0', '2', '9']
511 ['0', '2', '9']
512 ['0', '2', '9']
513 ['0', '2', '9']
514 ['0', '2', '9']
515 ['0', '2', '9']
516 ['0', '2', '9']
517 ['0', '2', '9']
518 ['0', '2', '9']
519 ['0', '2', '9']
520 ['0', '2', '9']
531 ['0', '2', '43']
532 ['0', '2', '43']
533 ['0', '2', '43']
534 ['0', '2', '43']
535 ['0', '2', '43']
536 ['0', '2', '43']
537 ['0', '2', '43']
538 ['0', '2', '43']
539 ['0', '2', '43']
540 ['0', '2', '43']
551 ['0', '2', '91']
552 ['0', '2', '91']
553 ['0', '2', '91']
554 ['0', '2', '91']
555 ['0', '2', '91']
556 ['0', '2', '91']
557 ['0', '2', '91']
558 ['0', '2', '91']
559 ['0', '2', '91']
560 ['0', '2', '91']
571 ['0', '2', '72']
572 ['0', '2', '72']
573 ['0', '2', '72']
574 ['0', '2', '72']
575 ['0', '2', '72']
576 ['0', '2', '72']
577 ['0', '2', '72']
578 ['0', '2', '72']
579 ['0', '2', '72']
580 ['0', '2', '72']
591 ['0', '2', '32']
592 ['0', '2', '32']
593 ['0', '2', '32']
594 ['0', '2', '32']
595 ['0', '2', '32']
596 ['0', '2', '32']
597 ['0', '2', '32']
598 ['0', '2', '32']
599 ['0', '2', '32']
600 ['0', '2', '32']
611 ['2', '0', '68']
612 ['2', '0', '68']
613 ['2', '0', '68']
614 ['2', '0', '68']
615 ['2', '0', '68']
616 ['2', '0', '68']
617 ['2', '0', '68']
618 ['2', '0', '68']
619 ['2', '0', '68']
620 ['2', '0', '68']
631 ['2', '0', '47']
632 ['2', '0', '47']
633 ['2', '0', '47']
634 ['2', '0', '47']
635 ['2', '0', '47']
636 ['2', '0', '47']
637 ['2', '0', '47']
638 ['2', '0', '47']
639 ['2', '0', '47']
640 ['2', '0', '47']
651 ['2', '0', '34']
652 ['2', '0', '34']
653 ['2', '0', '34']
654 ['2', '0', '9']
655 ['2', '0', '9']
656 ['2', '0', '9']
657 ['2', '0', '9']
658 ['2', '0', '9']
659 ['2', '0', '9']
660 ['2', '0', '9']
661 ['2', '0', '9']
662 ['2', '0', '9']
663 ['2', '0', '9']
664 ['2', '0', '9']
675 ['2', '0', '9']
676 ['2', '0', '9']
677 ['2', '0', '9']
678 ['2', '0', '9']
679 ['2', '0', '9']
680 ['2', '0', '9']
681 ['2', '0', '9']
682 ['2', '0', '9']
683 ['2', '0', '9']
684 ['2', '0', '9']
695 ['2', '0', '43']
696 ['2', '0', '43']
697 ['2', '0', '43']
698 ['2', '0', '43']
699 ['2', '0', '43']
700 ['2', '0', '43']
701 ['2', '0', '43']
702 ['2', '0', '43']
703 ['2', '0', '43']
704 ['2', '0', '43']
715 ['2', '0', '24']
716 ['2', '0', '24']
717 ['2', '0', '24']
718 ['2', '0', '24']
719 ['2', '0', '24']
720 ['2', '0', '24']
721 ['2', '0', '24']
722 ['2', '0', '24']
723 ['2', '0', '24']
724 ['2', '0', '24']
735 ['2', '0', '70']
736 ['2', '0', '70']
737 ['2', '0', '70']
738 ['2', '0', '70']
739 ['2', '0', '70']
740 ['2', '0', '70']
741 ['2', '0', '70']
742 ['2', '0', '70']
743 ['2', '0', '70']
744 ['2', '0', '70']
755 ['2', '0', '59']
756 ['2', '0', '59']
757 ['2', '0', '59']
758 ['2', '0', '59']
759 ['2', '0', '59']
760 ['2', '0', '59']
761 ['2', '0', '59']
762 ['2', '0', '59']
763 ['2', '0', '59']
764 ['2', '0', '59']
775 ['2', '0', '72']
776 ['2', '0', '72']
777 ['2', '0', '72']
778 ['2', '0', '72']
779 ['2', '0', '72']
780 ['2', '0', '72']
781 ['2', '0', '72']
782 ['2', '0', '72']
783 ['2', '0', '72']
784 ['2', '0', '72']
795 ['2', '0', '42']
796 ['2', '0', '42']
797 ['2', '0', '42']
798 ['2', '0', '42']
799 ['2', '0', '42']
800 ['2', '0', '42']
801 ['2', '0', '42']
802 ['2', '0', '42']
803 ['2', '0', '42']
804 ['2', '0', '42']
815 ['2', '0', '72']
816 ['2', '0', '72']
817 ['2', '0', '72']
818 ['2', '0', '72']
819 ['2', '0', '72']
820 ['2', '0', '72']
821 ['2', '0', '72']
822 ['2', '0', '72']
823 ['2', '0', '72']
824 ['2', '0', '72']
835 ['2', '0', '111']
836 ['2', '0', '111']
837 ['2', '0', '111']
838 ['2', '0', '111']
839 ['2', '0', '111']
840 ['2', '0', '111']
841 ['2', '0', '111']
842 ['2', '0', '111']
843 ['2', '0', '111']
844 ['2', '0', '111']
855 ['2', '0', '9']
856 ['2', '0', '9']
857 ['2', '0', '9']
858 ['2', '0', '9']
859 ['2', '0', '9']
860 ['2', '0', '9']
861 ['2', '0', '9']
862 ['2', '0', '9']
863 ['2', '0', '9']
864 ['2', '0', '9']
865 ['2', '0', '9']
876 ['2', '0', '112']
877 ['2', '0', '112']
878 ['2', '0', '112']
879 ['2', '0', '112']
880 ['2', '0', '112']
881 ['2', '0', '112']
882 ['2', '0', '112']
883 ['2', '0', '112']
884 ['2', '0', '112']
885 ['2', '0', '112']
896 ['2', '0', '49']
897 ['2', '0', '49']
898 ['2', '0', '49']
899 ['2', '0', '49']
900 ['2', '0', '49']
901 ['2', '0', '49']
902 ['2', '0', '49']
903 ['2', '0', '49']
904 ['2', '0', '49']
905 ['2', '0', '49']
916 ['2', '0', '34']
917 ['2', '0', '34']
918 ['2', '0', '34']
919 ['2', '0', '34']
920 ['2', '0', '34']
921 ['2', '0', '34']
922 ['2', '0', '34']
923 ['2', '0', '34']
924 ['2', '0', '34']
925 ['2', '0', '34']
936 ['2', '0', '119']
937 ['2', '0', '119']
938 ['2', '0', '119']
939 ['2', '0', '119']
940 ['2', '0', '119']
941 ['2', '0', '119']
942 ['2', '0', '119']
943 ['2', '0', '119']
944 ['2', '0', '119']
945 ['2', '0', '119']
956 ['2', '0', '32']
957 ['2', '0', '32']
958 ['2', '0', '32']
959 ['2', '0', '32']
960 ['2', '0', '32']
961 ['2', '0', '32']
962 ['2', '0', '32']
963 ['2', '0', '32']
964 ['2', '0', '32']
965 ['2', '0', '32']
976 ['2', '0', '117']
977 ['2', '0', '117']
978 ['2', '0', '117']
979 ['2', '0', '117']
980 ['2', '0', '117']
981 ['2', '0', '117']
982 ['2', '0', '117']
983 ['2', '0', '117']
984 ['2', '0', '117']
985 ['2', '0', '117']
996 ['0', '2', '47']
997 ['0', '2', '47']
998 ['0', '2', '47']
999 ['0', '2', '47']
1000 ['0', '2', '47']
1001 ['0', '2', '47']
1002 ['0', '2', '47']
1003 ['0', '2', '47']
1004 ['0', '2', '47']
1005 ['0', '2', '47']
1016 ['0', '2', '25']
1017 ['0', '2', '25']
1018 ['0', '2', '25']
1019 ['0', '2', '25']
1020 ['0', '2', '25']
1021 ['0', '2', '25']
1022 ['0', '2', '25']
1023 ['0', '2', '25']
1024 ['0', '2', '25']
1025 ['2', '0', '34']
1026 ['2', '0', '34']
1027 ['2', '0', '34']
1028 ['2', '0', '34']
1029 ['2', '0', '34']
1030 ['2', '0', '34']
1031 ['2', '0', '34']
1032 ['2', '0', '34']
1033 ['2', '0', '34']
1034 ['2', '0', '34']
1035 ['2', '0', '34']
1046 ['2', '0', '41']
1047 ['2', '0', '41']
1048 ['2', '0', '41']
1049 ['2', '0', '41']
1050 ['2', '0', '41']
1051 ['2', '0', '41']
1052 ['2', '0', '41']
1053 ['2', '0', '41']
1054 ['2', '0', '41']
1055 ['2', '0', '41']
1066 ['2', '0', '33']
1067 ['2', '0', '33']
1068 ['2', '0', '33']
1069 ['2', '0', '33']
1070 ['2', '0', '33']
1071 ['2', '0', '33']
1072 ['2', '0', '33']
1073 ['2', '0', '33']
1074 ['2', '0', '33']
1075 ['2', '0', '33']
1086 ['2', '0', '81']
1087 ['2', '0', '81']
1088 ['2', '0', '81']
1089 ['2', '0', '81']
1090 ['2', '0', '81']
1091 ['2', '0', '81']
1092 ['2', '0', '81']
1093 ['2', '0', '81']
1094 ['2', '0', '81']
1095 ['2', '0', '70']
1096 ['2', '0', '70']
1097 ['2', '0', '70']
1098 ['2', '0', '70']
1099 ['2', '0', '70']
1100 ['2', '0', '70']
1101 ['2', '0', '70']
1102 ['2', '0', '70']
1103 ['2', '0', '70']
1104 ['2', '0', '70']
1105 ['2', '0', '70']
1116 ['2', '0', '14']
1117 ['2', '0', '14']
1118 ['2', '0', '14']
1119 ['2', '0', '14']
1120 ['2', '0', '14']
1121 ['2', '0', '14']
1122 ['2', '0', '14']
1123 ['2', '0', '14']
1124 ['2', '0', '14']
1125 ['2', '0', '14']
1136 ['2', '0', '1']
1137 ['2', '0', '1']
1138 ['2', '0', '1']
1139 ['2', '0', '1']
1140 ['2', '0', '1']
1141 ['2', '0', '1']
1142 ['2', '0', '1']
1143 ['2', '0', '1']
1144 ['2', '0', '1']
1145 ['2', '0', '1']
1156 ['2', '0', '9']
1157 ['2', '0', '9']
1158 ['2', '0', '9']
1159 ['2', '0', '9']
1160 ['2', '0', '9']
1161 ['2', '0', '9']
1162 ['2', '0', '9']
1163 ['2', '0', '9']
1164 ['2', '0', '9']
1165 ['2', '0', '9']
1176 ['2', '0', '9']
1177 ['2', '0', '9']
1178 ['2', '0', '9']
1179 ['2', '0', '9']
1180 ['2', '0', '9']
1181 ['2', '0', '9']
1182 ['2', '0', '9']
1183 ['2', '0', '9']
1184 ['2', '0', '9']
1185 ['2', '0', '9']
1196 ['2', '0', '42']
1197 ['2', '0', '42']
1198 ['2', '0', '42']
1199 ['2', '0', '42']
1200 ['2', '0', '42']
1201 ['2', '0', '42']
1202 ['2', '0', '42']
1203 ['2', '0', '42']
1204 ['2', '0', '42']
1205 ['2', '0', '42']
1216 ['2', '0', '78']
1217 ['2', '0', '78']
1218 ['2', '0', '78']
1219 ['2', '0', '78']
1220 ['2', '0', '78']
1221 ['2', '0', '78']
1222 ['2', '0', '78']
1223 ['2', '0', '78']
1224 ['2', '0', '78']
1225 ['2', '0', '78']
1236 ['2', '0', '72']
1237 ['2', '0', '72']
1238 ['2', '0', '72']
1239 ['2', '0', '72']
1240 ['2', '0', '72']
1241 ['2', '0', '72']
1242 ['2', '0', '72']
1243 ['2', '0', '72']
1244 ['2', '0', '72']
1245 ['2', '0', '72']
1246 ['2', '0', '72']
1257 ['2', '0', '72']
1258 ['2', '0', '72']
1259 ['2', '0', '9']
1260 ['2', '0', '9']
1261 ['2', '0', '9']
1262 ['2', '0', '9']
1263 ['2', '0', '9']
1264 ['2', '0', '9']
1265 ['2', '0', '9']
1266 ['2', '0', '9']
1267 ['2', '0', '9']
1268 ['2', '0', '9']
1269 ['2', '0', '9']
1280 ['2', '0', '33']
1281 ['2', '0', '33']
1282 ['2', '0', '33']
1283 ['2', '0', '33']
1284 ['2', '0', '33']
1285 ['2', '0', '33']
1286 ['2', '0', '33']
1287 ['2', '0', '33']
1288 ['2', '0', '33']
1289 ['2', '0', '33']
1300 ['2', '0', '88']
1301 ['2', '0', '88']
1302 ['2', '0', '88']
1303 ['2', '0', '88']
1304 ['2', '0', '88']
1305 ['2', '0', '88']
1306 ['2', '0', '88']
1307 ['2', '0', '88']
1308 ['2', '0', '88']
1309 ['2', '0', '88']
1320 ['2', '0', '31']
1321 ['2', '0', '31']
1322 ['2', '0', '31']
1323 ['2', '0', '31']
1324 ['2', '0', '31']
1325 ['2', '0', '31']
1326 ['2', '0', '70']
1327 ['2', '0', '70']
1328 ['2', '0', '70']
1329 ['2', '0', '70']
1330 ['2', '0', '70']
1331 ['2', '0', '70']
1332 ['2', '0', '70']
1333 ['2', '0', '70']
1334 ['2', '0', '70']
1335 ['2', '0', '70']
1336 ['2', '0', '70']
1347 ['0', '2', '117']
1348 ['0', '2', '117']
1349 ['0', '2', '117']
1350 ['0', '2', '117']
1351 ['0', '2', '117']
1352 ['0', '2', '117']
1353 ['0', '2', '117']
1354 ['0', '2', '117']
1355 ['0', '2', '117']
1356 ['0', '2', '117']
1367 ['2', '0', '72']
1368 ['2', '0', '72']
1369 ['2', '0', '72']
1370 ['2', '0', '72']
1371 ['2', '0', '72']
1372 ['2', '0', '72']
1373 ['2', '0', '72']
1374 ['2', '0', '72']
1375 ['2', '0', '72']
1376 ['2', '0', '72']
1387 ['2', '0', '34']
1388 ['2', '0', '34']
1389 ['2', '0', '34']
1390 ['2', '0', '34']
1391 ['2', '0', '34']
1392 ['2', '0', '34']
1393 ['2', '0', '34']
1394 ['2', '0', '34']
1395 ['2', '0', '34']
1396 ['2', '0', '34']
1407 ['0', '2', '11']
1408 ['0', '2', '11']
1409 ['0', '2', '11']
1410 ['0', '2', '11']
1411 ['0', '2', '11']
1412 ['0', '2', '11']
1413 ['0', '2', '11']
1414 ['0', '2', '11']
1415 ['0', '2', '11']
1416 ['0', '2', '11']
1427 ['0', '2', '96']
1428 ['0', '2', '96']
1429 ['0', '2', '96']
1430 ['0', '2', '96']
1431 ['0', '2', '96']
1432 ['0', '2', '96']
1433 ['0', '2', '96']
1434 ['0', '2', '96']
1435 ['0', '2', '96']
1436 ['0', '2', '96']
1447 ['0', '2', '70']
1448 ['0', '2', '70']
1449 ['0', '2', '70']
1450 ['0', '2', '70']
1451 ['0', '2', '70']
1452 ['0', '2', '70']
1453 ['0', '2', '70']
1454 ['0', '2', '70']
1455 ['0', '2', '70']
1456 ['0', '2', '70']
1467 ['0', '2', '114']
1468 ['0', '2', '114']
1469 ['0', '2', '114']
1470 ['0', '2', '114']
1471 ['0', '2', '114']
1472 ['0', '2', '114']
1473 ['0', '2', '114']
1474 ['0', '2', '114']
1475 ['0', '2', '114']
1476 ['0', '2', '114']
1487 ['0', '2', '88']
1488 ['0', '2', '88']
1489 ['0', '2', '88']
1490 ['0', '2', '88']
1491 ['0', '2', '88']
1492 ['0', '2', '88']
1493 ['0', '2', '88']
1494 ['0', '2', '88']
1495 ['0', '2', '88']
1496 ['0', '2', '88']
1507 ['0', '2', '1']
1508 ['0', '2', '1']
1509 ['0', '2', '1']
1510 ['0', '2', '1']
1511 ['0', '2', '1']
1512 ['0', '2', '1']
1513 ['0', '2', '1']
1514 ['0', '2', '1']
1515 ['0', '2', '1']
1516 ['0', '2', '1']
1527 ['0', '2', '47']
1528 ['0', '2', '47']
1529 ['0', '2', '47']
1530 ['0', '2', '47']
1531 ['0', '2', '47']
1532 ['0', '2', '47']
1533 ['0', '2', '47']
1534 ['0', '2', '47']
1535 ['0', '2', '47']
1536 ['0', '2', '47']
1547 ['0', '2', '9']
1548 ['0', '2', '9']
1549 ['0', '2', '9']
1550 ['0', '2', '9']
1551 ['0', '2', '9']
1552 ['0', '2', '9']
1553 ['0', '2', '9']
1554 ['0', '2', '9']
1555 ['0', '2', '9']
1556 ['0', '2', '9']
1567 ['0', '2', '59']
1568 ['0', '2', '59']
1569 ['0', '2', '72']
1570 ['0', '2', '72']
1571 ['0', '2', '72']
1572 ['0', '2', '72']
1573 ['0', '2', '72']
1574 ['0', '2', '72']
1575 ['0', '2', '72']
1576 ['0', '2', '72']
1577 ['0', '2', '72']
1578 ['0', '2', '72']
1579 ['0', '2', '72']
1590 ['0', '2', '70']
1591 ['0', '2', '70']
1592 ['0', '2', '70']
1593 ['0', '2', '70']
1594 ['0', '2', '70']
1595 ['0', '2', '70']
1596 ['0', '2', '70']
1597 ['0', '2', '70']
1598 ['0', '2', '70']
1599 ['0', '2', '70']
1610 ['0', '2', '9']
1611 ['0', '2', '9']
1612 ['0', '2', '9']
1613 ['0', '2', '9']
1614 ['0', '2', '9']
1615 ['0', '2', '9']
1616 ['0', '2', '9']
1617 ['0', '2', '9']
1618 ['0', '2', '9']
1619 ['0', '2', '9']
1620 ['0', '2', '9']
1631 ['0', '2', '117']
1632 ['0', '2', '117']
1633 ['0', '2', '117']
1634 ['0', '2', '117']
1635 ['0', '2', '117']
1636 ['0', '2', '117']
1637 ['2', '0', '70']
1638 ['2', '0', '70']
1639 ['2', '0', '70']
1640 ['2', '0', '70']
1641 ['2', '0', '70']
1642 ['2', '0', '70']
1643 ['2', '0', '70']
1644 ['2', '0', '70']
1645 ['2', '0', '70']
1646 ['2', '0', '70']
1647 ['2', '0', '70']
1658 ['0', '2', '9']
1659 ['0', '2', '9']
1660 ['0', '2', '9']
1661 ['0', '2', '9']
1662 ['0', '2', '9']
1663 ['0', '2', '9']
1664 ['0', '2', '9']
1665 ['0', '2', '9']
1666 ['0', '2', '9']
1667 ['0', '2', '9']
1678 ['0', '2', '24']
1679 ['0', '2', '24']
1680 ['0', '2', '24']
1681 ['0', '2', '24']
1682 ['0', '2', '24']
1683 ['0', '2', '24']
1684 ['0', '2', '24']
1685 ['0', '2', '24']
1686 ['0', '2', '24']
1687 ['0', '2', '24']
1698 ['0', '2', '78']
1699 ['0', '2', '78']
1700 ['0', '2', '78']
1701 ['0', '2', '78']
1702 ['0', '2', '78']
1703 ['0', '2', '78']
1704 ['0', '2', '78']
1705 ['0', '2', '78']
1706 ['0', '2', '78']
1707 ['0', '2', '78']
1718 ['0', '2', '88']
1719 ['0', '2', '88']
1720 ['0', '2', '88']
1721 ['0', '2', '88']
1722 ['0', '2', '88']
1723 ['0', '2', '88']
1724 ['0', '2', '72']
1725 ['0', '2', '72']
1726 ['0', '2', '72']
1727 ['0', '2', '72']
1728 ['0', '2', '72']
1729 ['0', '2', '72']
1730 ['0', '2', '72']
1731 ['0', '2', '72']
1732 ['0', '2', '72']
1733 ['0', '2', '72']
1734 ['0', '2', '72']
1745 ['0', '2', '14']
1746 ['0', '2', '14']
1747 ['0', '2', '14']
1748 ['0', '2', '14']
1749 ['0', '2', '14']
1750 ['0', '2', '14']
1751 ['0', '2', '14']
1752 ['0', '2', '14']
1753 ['0', '2', '14']
1754 ['0', '2', '34']
1755 ['0', '2', '34']
1756 ['0', '2', '34']
1757 ['0', '2', '34']
1758 ['0', '2', '34']
1759 ['0', '2', '34']
1760 ['0', '2', '34']
1761 ['0', '2', '34']
1762 ['0', '2', '34']
1763 ['0', '2', '34']
1764 ['0', '2', '34']
1775 ['0', '2', '96']
1776 ['0', '2', '96']
1777 ['0', '2', '96']
1778 ['0', '2', '96']
1779 ['0', '2', '96']
1780 ['0', '2', '96']
1781 ['0', '2', '96']
1782 ['0', '2', '96']
1783 ['0', '2', '96']
1784 ['0', '2', '96']
1795 ['0', '2', '25']
1796 ['0', '2', '25']
1797 ['0', '2', '25']
1798 ['0', '2', '25']
1799 ['0', '2', '25']
1800 ['0', '2', '25']
1801 ['0', '2', '25']
1802 ['0', '2', '25']
1803 ['0', '2', '25']
1804 ['0', '2', '9']
1805 ['0', '2', '9']
1806 ['0', '2', '9']
1807 ['0', '2', '9']
1808 ['0', '2', '9']
1809 ['0', '2', '9']
1810 ['0', '2', '9']
1811 ['0', '2', '9']
1812 ['0', '2', '9']
1813 ['0', '2', '9']
1814 ['0', '2', '9']
1825 ['0', '2', '77']
1826 ['0', '2', '77']
1827 ['0', '2', '77']
1828 ['0', '2', '77']
1829 ['0', '2', '77']
1830 ['0', '2', '77']
1831 ['0', '2', '77']
1832 ['0', '2', '77']
1833 ['0', '2', '77']
1834 ['0', '2', '77']
1845 ['0', '2', '70']
1846 ['0', '2', '70']
1847 ['0', '2', '70']
1848 ['0', '2', '70']
1849 ['0', '2', '70']
1850 ['0', '2', '70']
1851 ['0', '2', '70']
1852 ['0', '2', '70']
1853 ['0', '2', '70']
1854 ['0', '2', '70']
1865 ['0', '2', '32']
1866 ['0', '2', '32']
1867 ['0', '2', '32']
1868 ['0', '2', '32']
1869 ['0', '2', '32']
1870 ['0', '2', '32']
1871 ['0', '2', '32']
1872 ['0', '2', '32']
1873 ['0', '2', '32']
1874 ['0', '2', '32']
1885 ['0', '2', '72']
1886 ['0', '2', '72']
1887 ['0', '2', '72']
1888 ['0', '2', '72']
1889 ['0', '2', '72']
1890 ['0', '2', '34']
1891 ['0', '2', '34']
1892 ['0', '2', '34']
1893 ['0', '2', '34']
1894 ['0', '2', '34']
1895 ['0', '2', '34']
1896 ['0', '2', '34']
1897 ['0', '2', '34']
1898 ['0', '2', '34']
1899 ['0', '2', '34']
1900 ['0', '2', '34']
1911 ['0', '2', '14']
1912 ['0', '2', '14']
1913 ['0', '2', '14']
1914 ['0', '2', '14']
1915 ['0', '2', '14']
1916 ['0', '2', '14']
1917 ['0', '2', '14']
1918 ['0', '2', '14']
1919 ['0', '2', '14']
1920 ['0', '2', '14']
1931 ['0', '2', '34']
1932 ['0', '2', '34']
1933 ['0', '2', '34']
1934 ['0', '2', '34']
1935 ['0', '2', '34']
1936 ['0', '2', '34']
1937 ['0', '2', '34']
1938 ['0', '2', '34']
1939 ['0', '2', '34']
1940 ['0', '2', '34']
1951 ['0', '2', '72']
1952 ['0', '2', '72']
1953 ['0', '2', '34']
1954 ['0', '2', '34']
1955 ['0', '2', '34']
