0 ['111', '14', '24']
168 ['0', '2', '9']
169 ['0', '2', '9']
170 ['0', '2', '9']
171 ['0', '2', '9']
172 ['0', '2', '9']
173 ['0', '2', '9']
184 ['2', '0', '11']
185 ['2', '0', '11']
186 ['2', '0', '11']
187 ['2', '0', '11']
188 ['2', '0', '11']
189 ['2', '0', '11']
190 ['2', '0', '11']
191 ['2', '0', '11']
192 ['2', '0', '11']
193 ['2', '0', '11']
204 ['2', '0', '59']
205 ['2', '0', '59']
206 ['2', '0', '59']
207 ['2', '0', '59']
208 ['2', '0', '59']
209 ['2', '0', '59']
210 ['2', '0', '59']
211 ['2', '0', '59']
212 ['2', '0', '59']
213 ['2', '0', '59']
224 ['0', '2', '31']
225 ['0', '2', '31']
226 ['0', '2', '31']
227 ['0', '2', '31']
228 ['0', '2', '31']
229 ['0', '2', '31']
230 ['0', '2', '31']
231 ['0', '2', '31']
232 ['0', '2', '31']
233 ['0', '2', '31']
244 ['0', '2', '9']
245 ['0', '2', '9']
246 ['0', '2', '9']
247 ['0', '2', '9']
248 ['0', '2', '9']
249 ['0', '2', '9']
250 ['0', '2', '9']
251 ['0', '2', '9']
252 ['0', '2', '9']
253 ['0', '2', '9']
264 ['0', '2', '44']
265 ['0', '2', '44']
266 ['0', '2', '44']
267 ['0', '2', '70']
268 ['0', '2', '70']
269 ['0', '2', '70']
270 ['0', '2', '70']
271 ['0', '2', '70']
272 ['0', '2', '70']
273 ['0', '2', '70']
274 ['0', '2', '70']
275 ['0', '2', '70']
276 ['0', '2', '70']
277 ['0', '2', '70']
288 ['0', '2', '19']
289 ['0', '2', '19']
290 ['0', '2', '19']
291 ['0', '2', '19']
292 ['0', '2', '19']
293 ['0', '2', '19']
294 ['0', '2', '19']
295 ['0', '2', '19']
296 ['0', '2', '19']
297 ['0', '2', '19']
308 ['0', '2', '33']
309 ['0', '2', '33']
310 ['0', '2', '33']
311 ['0', '2', '33']
312 ['0', '2', '72']
313 ['0', '2', '72']
314 ['0', '2', '72']
315 ['0', '2', '72']
316 ['0', '2', '72']
317 ['0', '2', '72']
318 ['0', '2', '72']
319 ['0', '2', '72']
320 ['0', '2', '72']
321 ['0', '2', '72']
322 ['0', '2', '72']
333 ['0', '2', '34']
334 ['0', '2', '34']
335 ['0', '2', '34']
336 ['0', '2', '34']
337 ['0', '2', '34']
338 ['0', '2', '34']
339 ['0', '2', '34']
340 ['0', '2', '34']
341 ['0', '2', '34']
342 ['0', '2', '34']
353 ['0', '2', '57']
354 ['0', '2', '57']
355 ['0', '2', '57']
356 ['0', '2', '57']
357 ['0', '2', '57']
358 ['0', '2', '57']
359 ['0', '2', '57']
360 ['0', '2', '57']
361 ['0', '2', '57']
362 ['0', '2', '57']
373 ['0', '2', '49']
374 ['0', '2', '49']
375 ['0', '2', '49']
376 ['0', '2', '49']
377 ['0', '2', '49']
378 ['0', '2', '49']
379 ['0', '2', '49']
380 ['0', '2', '49']
381 ['0', '2', '72']
382 ['0', '2', '72']
383 ['0', '2', '72']
384 ['0', '2', '72']
385 ['0', '2', '72']
386 ['0', '2', '72']
387 ['0', '2', '72']
388 ['0', '2', '72']
389 ['0', '2', '72']
390 ['0', '2', '72']
391 ['0', '2', '72']
402 ['0', '2', '34']
403 ['0', '2', '34']
404 ['0', '2', '34']
405 ['0', '2', '34']
406 ['0', '2', '34']
407 ['0', '2', '34']
408 ['0', '2', '34']
409 ['0', '2', '34']
410 ['0', '2', '34']
411 ['0', '2', '34']
422 ['0', '2', '117']
423 ['0', '2', '117']
424 ['0', '2', '117']
425 ['0', '2', '117']
426 ['0', '2', '117']
427 ['0', '2', '117']
428 ['0', '2', '117']
429 ['0', '2', '117']
430 ['0', '2', '117']
431 ['0', '2', '117']
442 ['0', '2', '81']
443 ['0', '2', '81']
444 ['0', '2', '81']
445 ['0', '2', '81']
446 ['0', '2', '72']
447 ['0', '2', '72']
448 ['0', '2', '72']
449 ['0', '2', '72']
450 ['0', '2', '72']
451 ['0', '2', '72']
452 ['0', '2', '72']
453 ['0', '2', '72']
454 ['0', '2', '72']
455 ['0', '2', '72']
456 ['0', '2', '72']
467 ['0', '2', '9']
468 ['0', '2', '9']
469 ['0', '2', '9']
470 ['0', '2', '9']
471 ['0', '2', '9']
472 ['0', '2', '9']
473 ['0', '2', '9']
474 ['0', '2', '9']
475 ['0', '2', '9']
476 ['0', '2', '9']
487 ['0', '2', '78']
488 ['0', '2', '78']
489 ['0', '2', '78']
490 ['0', '2', '78']
491 ['0', '2', '78']
492 ['0', '2', '78']
493 ['0', '2', '78']
494 ['0', '2', '78']
495 ['0', '2', '78']
496 ['0', '2', '78']
507 ['0', '2', '9']
508 ['0', '2', '9']
509 ['0', '2', '9']
510 ['0', '2', '9']
511 ['0', '2', '9']
512 ['0', '2', '9']
513 ['0', '2', '9']
514 ['0', '2', '9']
515 ['0', '2', '9']
516 ['0', '2', '9']
527 ['0', '2', '19']
528 ['0', '2', '19']
529 ['0', '2', '19']
530 ['0', '2', '19']
531 ['0', '2', '19']
532 ['0', '2', '9']
533 ['0', '2', '9']
534 ['0', '2', '9']
535 ['0', '2', '9']
536 ['0', '2', '9']
537 ['0', '2', '9']
538 ['0', '2', '9']
539 ['0', '2', '9']
540 ['0', '2', '9']
541 ['0', '2', '9']
542 ['0', '2', '9']
553 ['0', '2', '114']
554 ['0', '2', '114']
555 ['0', '2', '114']
556 ['0', '2', '114']
557 ['0', '2', '114']
558 ['0', '2', '114']
559 ['0', '2', '114']
560 ['0', '2', '114']
561 ['0', '2', '114']
562 ['0', '2', '114']
573 ['0', '2', '77']
574 ['0', '2', '77']
575 ['0', '2', '77']
576 ['0', '2', '77']
577 ['0', '2', '77']
578 ['0', '2', '77']
579 ['0', '2', '77']
580 ['0', '2', '77']
581 ['2', '0', '9']
582 ['2', '0', '9']
583 ['2', '0', '9']
584 ['2', '0', '9']
585 ['2', '0', '9']
586 ['2', '0', '9']
587 ['2', '0', '9']
588 ['2', '0', '9']
589 ['2', '0', '9']
590 ['2', '0', '9']
591 ['2', '0', '9']
602 ['2', '0', '76']
603 ['2', '0', '76']
604 ['2', '0', '76']
605 ['2', '0', '76']
606 ['2', '0', '76']
607 ['2', '0', '76']
608 ['2', '0', '76']
609 ['2', '0', '76']
610 ['2', '0', '76']
611 ['2', '0', '76']
622 ['2', '0', '25']
623 ['2', '0', '25']
624 ['2', '0', '25']
625 ['2', '0', '25']
626 ['2', '0', '25']
627 ['2', '0', '25']
628 ['2', '0', '25']
629 ['2', '0', '25']
630 ['2', '0', '25']
631 ['2', '0', '25']
642 ['2', '0', '72']
643 ['2', '0', '72']
644 ['2', '0', '72']
645 ['2', '0', '72']
646 ['2', '0', '72']
647 ['2', '0', '72']
648 ['2', '0', '70']
649 ['2', '0', '70']
650 ['2', '0', '70']
651 ['2', '0', '70']
652 ['2', '0', '70']
653 ['2', '0', '70']
654 ['2', '0', '70']
655 ['2', '0', '70']
656 ['2', '0', '70']
657 ['2', '0', '70']
658 ['2', '0', '70']
669 ['2', '0', '57']
670 ['2', '0', '57']
671 ['2', '0', '57']
672 ['2', '0', '57']
673 ['2', '0', '57']
674 ['2', '0', '57']
675 ['2', '0', '57']
676 ['2', '0', '57']
677 ['2', '0', '57']
678 ['2', '0', '57']
689 ['2', '0', '72']
690 ['2', '0', '72']
691 ['2', '0', '72']
692 ['2', '0', '72']
693 ['2', '0', '72']
694 ['2', '0', '72']
695 ['2', '0', '72']
696 ['2', '0', '72']
697 ['2', '0', '72']
698 ['2', '0', '72']
709 ['2', '0', '44']
710 ['2', '0', '44']
711 ['2', '0', '44']
712 ['2', '0', '44']
713 ['2', '0', '44']
714 ['2', '0', '9']
715 ['2', '0', '9']
716 ['2', '0', '9']
717 ['2', '0', '9']
718 ['2', '0', '9']
719 ['2', '0', '9']
720 ['2', '0', '9']
721 ['2', '0', '9']
722 ['2', '0', '9']
723 ['2', '0', '9']
724 ['2', '0', '9']
735 ['2', '0', '42']
736 ['2', '0', '42']
737 ['2', '0', '42']
738 ['2', '0', '42']
739 ['2', '0', '42']
740 ['2', '0', '42']
741 ['2', '0', '42']
742 ['2', '0', '42']
743 ['2', '0', '42']
744 ['2', '0', '42']
755 ['2', '0', '81']
756 ['2', '0', '81']
757 ['2', '0', '81']
758 ['2', '0', '81']
759 ['2', '0', '81']
760 ['2', '0', '81']
761 ['2', '0', '81']
762 ['2', '0', '81']
763 ['2', '0', '81']
764 ['2', '0', '81']
775 ['2', '0', '59']
776 ['2', '0', '59']
777 ['2', '0', '59']
778 ['2', '0', '59']
779 ['2', '0', '59']
780 ['2', '0', '59']
781 ['2', '0', '59']
782 ['2', '0', '59']
783 ['2', '0', '59']
784 ['2', '0', '59']
795 ['2', '0', '52']
796 ['2', '0', '9']
797 ['2', '0', '9']
798 ['2', '0', '9']
799 ['2', '0', '9']
800 ['2', '0', '9']
801 ['2', '0', '9']
802 ['2', '0', '9']
803 ['2', '0', '9']
804 ['2', '0', '9']
805 ['2', '0', '9']
806 ['2', '0', '9']
817 ['2', '0', '114']
818 ['2', '0', '114']
819 ['2', '0', '114']
820 ['2', '0', '114']
821 ['2', '0', '114']
822 ['2', '0', '114']
823 ['2', '0', '114']
824 ['2', '0', '114']
825 ['2', '0', '114']
826 ['2', '0', '114']
837 ['0', '2', '34']
838 ['0', '2', '34']
839 ['0', '2', '34']
840 ['0', '2', '9']
841 ['0', '2', '9']
842 ['0', '2', '9']
843 ['0', '2', '9']
844 ['0', '2', '9']
845 ['0', '2', '9']
846 ['0', '2', '9']
847 ['0', '2', '9']
848 ['0', '2', '9']
849 ['0', '2', '9']
850 ['0', '2', '9']
861 ['0', '2', '99']
862 ['0', '2', '99']
863 ['0', '2', '99']
864 ['0', '2', '99']
865 ['0', '2', '99']
866 ['0', '2', '99']
867 ['0', '2', '99']
868 ['0', '2', '99']
869 ['0', '2', '99']
870 ['0', '2', '99']
881 ['0', '2', '1']
882 ['0', '2', '1']
883 ['0', '2', '1']
884 ['0', '2', '1']
885 ['0', '2', '1']
886 ['0', '2', '1']
887 ['0', '2', '1']
888 ['0', '2', '1']
889 ['0', '2', '1']
890 ['0', '2', '1']
901 ['2', '0', '72']
902 ['2', '0', '72']
903 ['2', '0', '72']
904 ['2', '0', '72']
905 ['2', '0', '72']
906 ['2', '0', '72']
907 ['2', '0', '72']
908 ['2', '0', '72']
909 ['2', '0', '72']
910 ['2', '0', '72']
921 ['2', '0', '31']
922 ['2', '0', '31']
923 ['2', '0', '31']
924 ['2', '0', '31']
925 ['2', '0', '31']
926 ['2', '0', '31']
927 ['2', '0', '31']
928 ['2', '0', '31']
929 ['2', '0', '31']
930 ['2', '0', '31']
941 ['2', '0', '9']
942 ['2', '0', '9']
943 ['2', '0', '9']
944 ['2', '0', '9']
945 ['2', '0', '9']
946 ['2', '0', '9']
947 ['2', '0', '9']
948 ['2', '0', '9']
949 ['2', '0', '9']
950 ['2', '0', '9']
961 ['2', '0', '1']
962 ['2', '0', '1']
963 ['2', '0', '1']
964 ['2', '0', '34']
965 ['2', '0', '34']
966 ['2', '0', '34']
967 ['2', '0', '34']
968 ['2', '0', '34']
969 ['2', '0', '34']
970 ['2', '0', '34']
971 ['2', '0', '34']
972 ['2', '0', '34']
973 ['2', '0', '34']
974 ['2', '0', '34']
985 ['2', '0', '27']
986 ['2', '0', '72']
987 ['2', '0', '72']
988 ['2', '0', '72']
989 ['2', '0', '72']
990 ['2', '0', '72']
991 ['2', '0', '72']
992 ['2', '0', '72']
993 ['2', '0', '72']
994 ['2', '0', '72']
995 ['2', '0', '72']
996 ['2', '0', '72']
1007 ['2', '0', '59']
1008 ['2', '0', '59']
1009 ['2', '0', '59']
1010 ['2', '0', '59']
1011 ['2', '0', '59']
1012 ['2', '0', '59']
1013 ['2', '0', '59']
1014 ['2', '0', '59']
1015 ['2', '0', '59']
1016 ['2', '0', '59']
1027 ['2', '0', '81']
1028 ['2', '0', '81']
1029 ['2', '0', '81']
1030 ['2', '0', '81']
1031 ['2', '0', '81']
1032 ['2', '0', '81']
1033 ['2', '0', '81']
1034 ['2', '0', '81']
1035 ['2', '0', '81']
1036 ['2', '0', '81']
1047 ['2', '0', '33']
1048 ['2', '0', '33']
1049 ['2', '0', '33']
1050 ['2', '0', '33']
1051 ['2', '0', '33']
1052 ['2', '0', '33']
1053 ['2', '0', '33']
1054 ['2', '0', '33']
1055 ['2', '0', '33']
1056 ['2', '0', '33']
1067 ['2', '0', '57']
1068 ['2', '0', '57']
1069 ['2', '0', '57']
1070 ['2', '0', '57']
1071 ['2', '0', '57']
1072 ['2', '0', '57']
1073 ['2', '0', '57']
1074 ['2', '0', '57']
1075 ['2', '0', '57']
1076 ['2', '0', '57']
1087 ['2', '0', '77']
1088 ['2', '0', '77']
1089 ['2', '0', '77']
1090 ['2', '0', '77']
1091 ['2', '0', '77']
1092 ['2', '0', '77']
1093 ['2', '0', '77']
1094 ['2', '0', '77']
1095 ['2', '0', '77']
1096 ['2', '0', '77']
1107 ['0', '2', '70']
1108 ['0', '2', '70']
1109 ['0', '2', '70']
1110 ['0', '2', '70']
1111 ['0', '2', '70']
1112 ['0', '2', '70']
1113 ['0', '2', '70']
1114 ['0', '2', '70']
1115 ['0', '2', '70']
1116 ['0', '2', '70']
1127 ['0', '2', '3']
1128 ['0', '2', '3']
1129 ['0', '2', '28']
1130 ['0', '2', '28']
1131 ['0', '2', '28']
1132 ['0', '2', '28']
1133 ['0', '2', '28']
1134 ['0', '2', '28']
1135 ['0', '2', '28']
1136 ['0', '2', '28']
1137 ['0', '2', '28']
1138 ['0', '2', '28']
1139 ['0', '2', '28']
1150 ['2', '0', '33']
1151 ['2', '0', '33']
1152 ['2', '0', '33']
1153 ['2', '0', '33']
1154 ['2', '0', '33']
1155 ['2', '0', '33']
1156 ['2', '0', '33']
1157 ['2', '0', '33']
1158 ['2', '0', '33']
1159 ['0', '2', '9']
1160 ['0', '2', '9']
1161 ['0', '2', '9']
1162 ['0', '2', '9']
1163 ['0', '2', '9']
1164 ['0', '2', '9']
1165 ['0', '2', '9']
1166 ['0', '2', '9']
1167 ['0', '2', '9']
1168 ['0', '2', '9']
1169 ['0', '2', '9']
1180 ['0', '2', '9']
1181 ['0', '2', '9']
1182 ['0', '2', '9']
1183 ['0', '2', '9']
1184 ['0', '2', '9']
1185 ['0', '2', '9']
1186 ['0', '2', '9']
1187 ['0', '2', '9']
1188 ['0', '2', '9']
1189 ['0', '2', '9']
1200 ['0', '2', '78']
1201 ['0', '2', '78']
1202 ['0', '2', '78']
1203 ['0', '2', '78']
1204 ['0', '2', '78']
1205 ['0', '2', '78']
1206 ['0', '2', '78']
1207 ['0', '2', '78']
1208 ['0', '2', '78']
1209 ['0', '2', '78']
1220 ['0', '2', '77']
1221 ['0', '2', '77']
1222 ['0', '2', '77']
1223 ['0', '2', '77']
1224 ['0', '2', '77']
1225 ['0', '2', '77']
1226 ['0', '2', '77']
1227 ['0', '2', '77']
1228 ['0', '2', '77']
1229 ['0', '2', '77']
1240 ['0', '2', '72']
1241 ['0', '2', '9']
1242 ['0', '2', '9']
1243 ['0', '2', '9']
1244 ['0', '2', '9']
1245 ['0', '2', '9']
1246 ['0', '2', '9']
1247 ['0', '2', '9']
1248 ['0', '2', '9']
1249 ['0', '2', '9']
1250 ['0', '2', '9']
1251 ['0', '2', '9']
1262 ['0', '2', '68']
1263 ['0', '2', '68']
1264 ['0', '2', '68']
1265 ['0', '2', '68']
1266 ['0', '2', '68']
1267 ['0', '2', '68']
1268 ['0', '2', '68']
1269 ['0', '2', '68']
1270 ['0', '2', '68']
1271 ['0', '2', '68']
1282 ['2', '0', '68']
1283 ['2', '0', '68']
1284 ['2', '0', '68']
1285 ['2', '0', '68']
1286 ['2', '0', '68']
1287 ['2', '0', '68']
1288 ['2', '0', '68']
1289 ['2', '0', '68']
1290 ['2', '0', '68']
1291 ['2', '0', '68']
1302 ['2', '0', '20']
1303 ['2', '0', '20']
1304 ['2', '0', '20']
1305 ['2', '0', '20']
1306 ['2', '0', '20']
1307 ['2', '0', '20']
1308 ['2', '0', '20']
1309 ['2', '0', '20']
1310 ['2', '0', '20']
1311 ['2', '0', '20']
1322 ['0', '2', '41']
1323 ['0', '2', '41']
1324 ['0', '2', '41']
1325 ['0', '2', '41']
1326 ['0', '2', '41']
1327 ['0', '2', '41']
1328 ['0', '2', '41']
1329 ['0', '2', '41']
1330 ['0', '2', '41']
1331 ['0', '2', '41']
1342 ['0', '2', '112']
1343 ['0', '2', '112']
1344 ['0', '2', '112']
1345 ['0', '2', '112']
1346 ['0', '2', '112']
1347 ['0', '2', '112']
1348 ['0', '2', '112']
1349 ['0', '2', '112']
1350 ['0', '2', '112']
1351 ['0', '2', '112']
1362 ['0', '2', '72']
1363 ['0', '2', '72']
1364 ['0', '2', '72']
1365 ['0', '2', '72']
1366 ['0', '2', '72']
1367 ['0', '2', '72']
1368 ['0', '2', '72']
1369 ['0', '2', '72']
1370 ['0', '2', '72']
1371 ['0', '2', '72']
1382 ['0', '2', '9']
1383 ['0', '2', '9']
1384 ['0', '2', '9']
1385 ['0', '2', '9']
1386 ['0', '2', '9']
1387 ['0', '2', '9']
1388 ['0', '2', '9']
1389 ['0', '2', '9']
1390 ['0', '2', '9']
1391 ['0', '2', '9']
1402 ['0', '2', '49']
1403 ['0', '2', '49']
1404 ['0', '2', '49']
1405 ['0', '2', '49']
1406 ['0', '2', '49']
1407 ['0', '2', '49']
1408 ['0', '2', '49']
1409 ['0', '2', '49']
1410 ['0', '2', '49']
1411 ['0', '2', '49']
1422 ['0', '2', '76']
1423 ['0', '2', '76']
1424 ['0', '2', '76']
1425 ['0', '2', '76']
1426 ['0', '2', '76']
1427 ['0', '2', '76']
1428 ['0', '2', '76']
1429 ['0', '2', '76']
1430 ['0', '2', '76']
1431 ['0', '2', '34']
1432 ['0', '2', '34']
1433 ['0', '2', '34']
1434 ['0', '2', '34']
1435 ['0', '2', '34']
1436 ['0', '2', '34']
1437 ['0', '2', '34']
1438 ['0', '2', '34']
1439 ['0', '2', '34']
1440 ['0', '2', '34']
1441 ['0', '2', '34']
1452 ['0', '2', '77']
1453 ['0', '2', '77']
1454 ['0', '2', '77']
1455 ['0', '2', '77']
1456 ['0', '2', '77']
1457 ['0', '2', '77']
1458 ['0', '2', '77']
1459 ['0', '2', '77']
1460 ['0', '2', '77']
1461 ['0', '2', '77']
1472 ['0', '2', '88']
1473 ['0', '2', '88']
1474 ['0', '2', '88']
1475 ['0', '2', '88']
1476 ['0', '2', '88']
1477 ['0', '2', '88']
1478 ['0', '2', '88']
1479 ['0', '2', '88']
1480 ['0', '2', '88']
1481 ['0', '2', '88']
1492 ['0', '2', '47']
1493 ['0', '2', '47']
1494 ['0', '2', '47']
1495 ['0', '2', '47']
1496 ['0', '2', '47']
1497 ['0', '2', '47']
1498 ['0', '2', '47']
1499 ['0', '2', '47']
1500 ['0', '2', '47']
1501 ['0', '2', '47']
1512 ['2', '0', '70']
1513 ['2', '0', '70']
1514 ['2', '0', '70']
1515 ['2', '0', '70']
1516 ['2', '0', '70']
1517 ['2', '0', '70']
1518 ['2', '0', '70']
1519 ['2', '0', '70']
1520 ['2', '0', '70']
1521 ['2', '0', '9']
1522 ['2', '0', '9']
1523 ['2', '0', '9']
1524 ['2', '0', '9']
1525 ['2', '0', '9']
1526 ['2', '0', '9']
1527 ['2', '0', '9']
1528 ['2', '0', '9']
1529 ['2', '0', '9']
1530 ['2', '0', '9']
1531 ['2', '0', '9']
1542 ['0', '2', '31']
1543 ['0', '2', '31']
1544 ['0', '2', '31']
1545 ['0', '2', '31']
1546 ['0', '2', '31']
1547 ['0', '2', '31']
1548 ['0', '2', '31']
1549 ['0', '2', '31']
1550 ['0', '2', '31']
1551 ['0', '2', '31']
1562 ['0', '2', '9']
1563 ['0', '2', '9']
1564 ['0', '2', '9']
1565 ['0', '2', '9']
1566 ['0', '2', '9']
1567 ['0', '2', '9']
1568 ['0', '2', '9']
1569 ['0', '2', '9']
1570 ['0', '2', '9']
1571 ['0', '2', '9']
1582 ['0', '2', '81']
1583 ['0', '2', '72']
1584 ['0', '2', '72']
1585 ['0', '2', '72']
1586 ['0', '2', '72']
1587 ['0', '2', '72']
1588 ['0', '2', '72']
1589 ['0', '2', '72']
1590 ['0', '2', '72']
1591 ['0', '2', '72']
1592 ['0', '2', '72']
1593 ['0', '2', '72']
1604 ['0', '2', '44']
1605 ['0', '2', '44']
1606 ['0', '2', '44']
1607 ['0', '2', '44']
1608 ['0', '2', '44']
1609 ['0', '2', '44']
1610 ['0', '2', '44']
1611 ['0', '2', '44']
1612 ['0', '2', '44']
1613 ['0', '2', '44']
1624 ['2', '0', '9']
1625 ['2', '0', '9']
1626 ['2', '0', '9']
1627 ['2', '0', '9']
1628 ['2', '0', '9']
1629 ['2', '0', '9']
1630 ['2', '0', '9']
1631 ['2', '0', '9']
1632 ['2', '0', '9']
1633 ['2', '0', '9']
1644 ['0', '2', '68']
1645 ['0', '2', '68']
1646 ['0', '2', '68']
1647 ['0', '2', '68']
1648 ['0', '2', '68']
1649 ['0', '2', '68']
1650 ['0', '2', '68']
1651 ['0', '2', '68']
1652 ['0', '2', '68']
1653 ['0', '2', '68']
1664 ['0', '2', '34']
1665 ['0', '2', '34']
1666 ['0', '2', '34']
1667 ['0', '2', '34']
1668 ['0', '2', '34']
1669 ['0', '2', '34']
1670 ['0', '2', '34']
1671 ['0', '2', '34']
1672 ['0', '2', '34']
1673 ['0', '2', '34']
1684 ['2', '0', '25']
1685 ['2', '0', '25']
1686 ['2', '0', '25']
1687 ['2', '0', '25']
1688 ['2', '0', '25']
1689 ['2', '0', '25']
1690 ['2', '0', '25']
1691 ['2', '0', '25']
1692 ['2', '0', '25']
1693 ['2', '0', '25']
1704 ['2', '0', '9']
1705 ['2', '0', '9']
1706 ['2', '0', '9']
1707 ['2', '0', '9']
1708 ['2', '0', '9']
1709 ['2', '0', '9']
1710 ['2', '0', '9']
1711 ['2', '0', '9']
1712 ['2', '0', '9']
1713 ['2', '0', '9']
1724 ['2', '0', '9']
1725 ['2', '0', '9']
1726 ['2', '0', '9']
1727 ['2', '0', '9']
1728 ['2', '0', '9']
1729 ['2', '0', '9']
1730 ['2', '0', '9']
1731 ['2', '0', '9']
1732 ['2', '0', '9']
1733 ['2', '0', '9']
1744 ['2', '0', '81']
1745 ['2', '0', '81']
1746 ['2', '0', '81']
1747 ['2', '0', '81']
1748 ['2', '0', '81']
1749 ['2', '0', '81']
1750 ['2', '0', '81']
1751 ['2', '0', '81']
1752 ['2', '0', '81']
1753 ['2', '0', '81']
1764 ['2', '0', '42']
1765 ['2', '0', '42']
1766 ['2', '0', '42']
1767 ['2', '0', '42']
1768 ['2', '0', '42']
1769 ['2', '0', '42']
1770 ['2', '0', '42']
1771 ['2', '0', '42']
1772 ['2', '0', '42']
1773 ['2', '0', '42']
1784 ['2', '0', '34']
1785 ['2', '0', '34']
1786 ['2', '0', '34']
1787 ['2', '0', '34']
1788 ['2', '0', '34']
1789 ['2', '0', '34']
1790 ['2', '0', '34']
1791 ['2', '0', '34']
1792 ['2', '0', '34']
1793 ['2', '0', '34']
1804 ['2', '0', '70']
1805 ['2', '0', '70']
1806 ['2', '0', '70']
1807 ['2', '0', '70']
1808 ['2', '0', '70']
1809 ['2', '0', '70']
1810 ['2', '0', '70']
1811 ['2', '0', '70']
1812 ['2', '0', '70']
1813 ['2', '0', '70']
1824 ['2', '0', '91']
1825 ['2', '0', '91']
1826 ['2', '0', '91']
1827 ['2', '0', '91']
1828 ['2', '0', '91']
1829 ['2', '0', '91']
1830 ['2', '0', '91']
1831 ['2', '0', '91']
1832 ['2', '0', '91']
1833 ['2', '0', '91']
1844 ['2', '0', '33']
1845 ['2', '0', '33']
1846 ['2', '0', '33']
1847 ['2', '0', '33']
1848 ['2', '0', '33']
1849 ['2', '0', '33']
1850 ['2', '0', '33']
1851 ['2', '0', '33']
1852 ['2', '0', '33']
1853 ['2', '0', '33']
1864 ['2', '0', '119']
1865 ['2', '0', '119']
1866 ['2', '0', '119']
1867 ['2', '0', '119']
1868 ['2', '0', '119']
1869 ['2', '0', '119']
1870 ['2', '0', '119']
1871 ['2', '0', '9']
1872 ['2', '0', '9']
1873 ['2', '0', '9']
1874 ['2', '0', '9']
1875 ['2', '0', '9']
1876 ['2', '0', '9']
1877 ['2', '0', '9']
1878 ['2', '0', '9']
1879 ['2', '0', '9']
1880 ['2', '0', '9']
1881 ['2', '0', '9']
1892 ['2', '0', '34']
1893 ['2', '0', '34']
1894 ['2', '0', '34']
1895 ['2', '0', '34']
1896 ['2', '0', '34']
1897 ['2', '0', '34']
1898 ['2', '0', '34']
1899 ['2', '0', '34']
1900 ['2', '0', '34']
1901 ['2', '0', '34']
1912 ['2', '0', '68']
1913 ['2', '0', '68']
1914 ['2', '0', '68']
1915 ['2', '0', '68']
1916 ['2', '0', '68']
1917 ['2', '0', '68']
