0 ['117', '17', '112']
389 ['0', '2', '9']
400 ['0', '2', '78']
401 ['0', '2', '78']
402 ['0', '2', '78']
403 ['0', '2', '78']
404 ['0', '2', '78']
405 ['0', '2', '78']
406 ['0', '2', '78']
407 ['0', '2', '78']
408 ['0', '2', '78']
409 ['0', '2', '78']
420 ['0', '2', '91']
421 ['0', '2', '91']
422 ['0', '2', '91']
423 ['0', '2', '91']
424 ['0', '2', '91']
425 ['0', '2', '91']
426 ['0', '2', '91']
427 ['0', '2', '91']
428 ['0', '2', '91']
429 ['0', '2', '91']
440 ['0', '2', '14']
441 ['0', '2', '14']
442 ['0', '2', '14']
443 ['0', '2', '14']
444 ['0', '2', '14']
445 ['0', '2', '14']
446 ['0', '2', '14']
447 ['0', '2', '14']
448 ['0', '2', '14']
449 ['0', '2', '14']
460 ['0', '2', '31']
461 ['0', '2', '31']
462 ['0', '2', '31']
463 ['0', '2', '31']
464 ['0', '2', '31']
465 ['0', '2', '31']
466 ['0', '2', '31']
467 ['0', '2', '31']
468 ['0', '2', '31']
469 ['0', '2', '31']
480 ['0', '2', '33']
481 ['0', '2', '33']
482 ['0', '2', '33']
483 ['0', '2', '33']
484 ['0', '2', '33']
485 ['2', '0', '70']
486 ['2', '0', '70']
487 ['2', '0', '70']
488 ['2', '0', '70']
489 ['2', '0', '70']
490 ['2', '0', '70']
491 ['2', '0', '70']
492 ['2', '0', '70']
493 ['2', '0', '70']
494 ['2', '0', '70']
495 ['2', '0', '70']
506 ['2', '0', '18']
507 ['2', '0', '18']
508 ['2', '0', '18']
509 ['2', '0', '70']
510 ['2', '0', '70']
511 ['2', '0', '70']
512 ['2', '0', '70']
513 ['2', '0', '70']
514 ['2', '0', '70']
515 ['2', '0', '70']
516 ['2', '0', '70']
517 ['2', '0', '70']
518 ['2', '0', '70']
519 ['2', '0', '70']
530 ['0', '2', '77']
531 ['0', '2', '77']
532 ['0', '2', '77']
533 ['0', '2', '77']
534 ['0', '2', '77']
535 ['0', '2', '77']
536 ['0', '2', '77']
537 ['0', '2', '77']
538 ['0', '2', '77']
539 ['0', '2', '77']
550 ['0', '2', '31']
551 ['0', '2', '31']
552 ['0', '2', '31']
553 ['0', '2', '31']
554 ['0', '2', '31']
555 ['0', '2', '31']
556 ['0', '2', '31']
557 ['0', '2', '31']
558 ['0', '2', '31']
559 ['0', '2', '31']
570 ['0', '2', '96']
571 ['0', '2', '96']
572 ['0', '2', '96']
573 ['0', '2', '96']
574 ['0', '2', '96']
575 ['0', '2', '96']
576 ['0', '2', '96']
577 ['0', '2', '96']
578 ['0', '2', '96']
579 ['0', '2', '96']
590 ['2', '0', '111']
591 ['2', '0', '111']
592 ['2', '0', '34']
593 ['2', '0', '34']
594 ['2', '0', '34']
595 ['2', '0', '34']
596 ['2', '0', '34']
597 ['2', '0', '34']
598 ['2', '0', '34']
599 ['2', '0', '34']
600 ['2', '0', '34']
601 ['2', '0', '34']
602 ['2', '0', '34']
613 ['2', '0', '78']
614 ['2', '0', '78']
615 ['2', '0', '78']
616 ['2', '0', '78']
617 ['2', '0', '78']
618 ['2', '0', '78']
619 ['2', '0', '78']
620 ['2', '0', '78']
621 ['2', '0', '78']
622 ['2', '0', '78']
633 ['2', '0', '99']
634 ['2', '0', '99']
635 ['2', '0', '99']
636 ['2', '0', '99']
637 ['2', '0', '99']
638 ['2', '0', '99']
639 ['2', '0', '99']
640 ['2', '0', '99']
641 ['2', '0', '99']
642 ['2', '0', '99']
653 ['0', '2', '114']
654 ['0', '2', '114']
655 ['0', '2', '114']
656 ['0', '2', '114']
657 ['0', '2', '114']
658 ['0', '2', '114']
659 ['0', '2', '114']
660 ['0', '2', '114']
661 ['0', '2', '114']
662 ['0', '2', '114']
673 ['0', '2', '72']
674 ['0', '2', '72']
675 ['0', '2', '34']
676 ['0', '2', '34']
677 ['0', '2', '34']
678 ['0', '2', '34']
679 ['0', '2', '34']
680 ['0', '2', '34']
681 ['0', '2', '34']
682 ['0', '2', '34']
683 ['0', '2', '34']
684 ['0', '2', '34']
685 ['0', '2', '34']
696 ['2', '0', '96']
697 ['2', '0', '96']
698 ['2', '0', '96']
699 ['2', '0', '96']
700 ['2', '0', '96']
701 ['2', '0', '96']
702 ['2', '0', '96']
703 ['2', '0', '96']
704 ['2', '0', '96']
705 ['2', '0', '96']
716 ['2', '0', '88']
717 ['2', '0', '88']
718 ['2', '0', '88']
719 ['2', '0', '88']
720 ['2', '0', '88']
721 ['2', '0', '88']
722 ['2', '0', '88']
723 ['2', '0', '88']
724 ['2', '0', '88']
725 ['2', '0', '88']
736 ['2', '0', '32']
737 ['2', '0', '32']
738 ['2', '0', '32']
739 ['2', '0', '32']
740 ['2', '0', '32']
741 ['2', '0', '32']
742 ['2', '0', '32']
743 ['2', '0', '32']
744 ['2', '0', '32']
745 ['2', '0', '32']
756 ['2', '0', '81']
757 ['2', '0', '81']
758 ['2', '0', '81']
759 ['2', '0', '81']
760 ['2', '0', '81']
761 ['2', '0', '81']
762 ['2', '0', '81']
763 ['2', '0', '81']
764 ['2', '0', '81']
765 ['0', '2', '72']
766 ['0', '2', '72']
767 ['0', '2', '72']
768 ['0', '2', '72']
769 ['0', '2', '72']
770 ['0', '2', '72']
771 ['0', '2', '72']
772 ['0', '2', '72']
773 ['0', '2', '72']
774 ['0', '2', '72']
775 ['0', '2', '72']
786 ['0', '2', '31']
787 ['0', '2', '70']
788 ['0', '2', '70']
789 ['0', '2', '9']
790 ['0', '2', '9']
791 ['0', '2', '9']
792 ['0', '2', '9']
793 ['0', '2', '9']
794 ['0', '2', '9']
795 ['0', '2', '9']
796 ['0', '2', '9']
797 ['0', '2', '9']
798 ['0', '2', '9']
799 ['0', '2', '9']
810 ['2', '0', '112']
811 ['2', '0', '112']
812 ['2', '0', '112']
813 ['2', '0', '112']
814 ['2', '0', '112']
815 ['2', '0', '112']
816 ['2', '0', '112']
817 ['2', '0', '112']
818 ['2', '0', '112']
819 ['2', '0', '112']
830 ['2', '0', '72']
831 ['2', '0', '72']
832 ['2', '0', '72']
833 ['2', '0', '72']
834 ['2', '0', '72']
835 ['2', '0', '72']
836 ['2', '0', '72']
837 ['2', '0', '72']
838 ['2', '0', '72']
839 ['2', '0', '72']
850 ['2', '0', '1']
851 ['2', '0', '1']
852 ['2', '0', '1']
853 ['2', '0', '1']
854 ['2', '0', '1']
855 ['2', '0', '1']
856 ['2', '0', '1']
857 ['2', '0', '1']
858 ['2', '0', '1']
859 ['2', '0', '1']
870 ['2', '0', '28']
871 ['2', '0', '28']
872 ['2', '0', '28']
873 ['2', '0', '28']
874 ['2', '0', '28']
875 ['2', '0', '28']
876 ['2', '0', '28']
877 ['2', '0', '28']
878 ['2', '0', '28']
879 ['2', '0', '28']
890 ['2', '0', '31']
891 ['2', '0', '31']
892 ['2', '0', '31']
893 ['2', '0', '31']
894 ['2', '0', '31']
895 ['2', '0', '31']
896 ['2', '0', '31']
897 ['2', '0', '31']
898 ['2', '0', '31']
899 ['2', '0', '31']
910 ['2', '0', '48']
911 ['2', '0', '48']
912 ['2', '0', '48']
913 ['2', '0', '48']
914 ['2', '0', '48']
915 ['2', '0', '48']
916 ['2', '0', '48']
917 ['2', '0', '48']
918 ['2', '0', '48']
919 ['2', '0', '48']
930 ['2', '0', '34']
931 ['2', '0', '34']
932 ['2', '0', '34']
933 ['2', '0', '34']
934 ['2', '0', '34']
935 ['2', '0', '34']
936 ['2', '0', '34']
937 ['2', '0', '34']
938 ['2', '0', '34']
939 ['2', '0', '34']
950 ['2', '0', '68']
951 ['2', '0', '68']
952 ['2', '0', '70']
953 ['2', '0', '70']
954 ['2', '0', '70']
955 ['2', '0', '70']
956 ['2', '0', '70']
957 ['2', '0', '70']
958 ['2', '0', '70']
959 ['2', '0', '70']
960 ['2', '0', '70']
961 ['2', '0', '70']
962 ['2', '0', '70']
973 ['2', '0', '70']
974 ['2', '0', '70']
975 ['2', '0', '70']
976 ['2', '0', '70']
977 ['2', '0', '70']
978 ['2', '0', '70']
979 ['2', '0', '34']
980 ['2', '0', '34']
981 ['2', '0', '34']
982 ['2', '0', '34']
983 ['2', '0', '34']
984 ['2', '0', '34']
985 ['2', '0', '34']
986 ['2', '0', '34']
987 ['2', '0', '34']
988 ['2', '0', '34']
989 ['2', '0', '34']
1000 ['2', '0', '88']
1001 ['2', '0', '88']
1002 ['2', '0', '88']
1003 ['2', '0', '88']
1004 ['2', '0', '88']
1005 ['2', '0', '88']
1006 ['2', '0', '88']
1007 ['2', '0', '88']
1008 ['2', '0', '88']
1009 ['2', '0', '88']
1020 ['2', '0', '47']
1021 ['2', '0', '47']
1022 ['2', '0', '47']
1023 ['2', '0', '47']
1024 ['2', '0', '47']
1025 ['2', '0', '47']
1026 ['2', '0', '47']
1027 ['2', '0', '47']
1028 ['2', '0', '47']
1029 ['2', '0', '47']
1040 ['2', '0', '9']
1041 ['2', '0', '9']
1042 ['2', '0', '9']
1043 ['2', '0', '9']
1044 ['2', '0', '9']
1045 ['2', '0', '9']
1046 ['2', '0', '9']
1047 ['2', '0', '9']
1048 ['2', '0', '9']
1049 ['2', '0', '9']
1060 ['2', '0', '57']
1061 ['2', '0', '57']
1062 ['2', '0', '57']
1063 ['2', '0', '57']
1064 ['2', '0', '57']
1065 ['2', '0', '57']
1066 ['2', '0', '57']
1067 ['2', '0', '57']
1068 ['2', '0', '57']
1069 ['2', '0', '57']
1080 ['2', '0', '28']
1081 ['2', '0', '28']
1082 ['2', '0', '28']
1083 ['2', '0', '28']
1084 ['2', '0', '28']
1085 ['2', '0', '28']
1086 ['2', '0', '28']
1087 ['2', '0', '28']
1088 ['2', '0', '28']
1089 ['2', '0', '28']
1100 ['2', '0', '43']
1101 ['2', '0', '43']
1102 ['2', '0', '43']
1103 ['2', '0', '43']
1104 ['2', '0', '43']
1105 ['2', '0', '43']
1106 ['2', '0', '72']
1107 ['2', '0', '70']
1108 ['2', '0', '70']
1109 ['2', '0', '70']
1110 ['2', '0', '70']
1111 ['2', '0', '34']
1112 ['2', '0', '34']
1113 ['2', '0', '34']
1114 ['2', '0', '34']
1115 ['2', '0', '34']
1116 ['2', '0', '34']
1117 ['2', '0', '34']
1118 ['2', '0', '34']
1119 ['2', '0', '34']
1120 ['2', '0', '34']
1121 ['2', '0', '34']
1132 ['2', '0', '77']
1133 ['2', '0', '77']
1134 ['2', '0', '77']
1135 ['2', '0', '77']
1136 ['2', '0', '77']
1137 ['2', '0', '77']
1138 ['2', '0', '77']
1139 ['2', '0', '77']
1140 ['2', '0', '77']
1141 ['2', '0', '77']
1152 ['2', '0', '19']
1153 ['2', '0', '19']
1154 ['2', '0', '19']
1155 ['2', '0', '19']
1156 ['2', '0', '19']
1157 ['2', '0', '19']
1158 ['2', '0', '72']
1159 ['2', '0', '72']
1160 ['2', '0', '72']
1161 ['2', '0', '72']
1162 ['2', '0', '72']
1163 ['2', '0', '72']
1164 ['2', '0', '72']
1165 ['2', '0', '72']
1166 ['2', '0', '72']
1167 ['2', '0', '72']
1168 ['2', '0', '72']
1179 ['2', '0', '70']
1180 ['2', '0', '70']
1181 ['2', '0', '70']
1182 ['2', '0', '70']
1183 ['2', '0', '70']
1184 ['2', '0', '70']
1185 ['2', '0', '70']
1186 ['2', '0', '70']
1187 ['2', '0', '70']
1188 ['2', '0', '70']
1199 ['2', '0', '91']
1200 ['2', '0', '91']
1201 ['2', '0', '91']
1202 ['2', '0', '91']
1203 ['2', '0', '91']
1204 ['2', '0', '91']
1205 ['2', '0', '91']
1206 ['2', '0', '91']
1207 ['2', '0', '91']
1208 ['2', '0', '91']
1219 ['2', '0', '25']
1220 ['2', '0', '25']
1221 ['2', '0', '25']
1222 ['2', '0', '25']
1223 ['2', '0', '25']
1224 ['2', '0', '25']
1225 ['2', '0', '25']
1226 ['2', '0', '70']
1227 ['2', '0', '9']
1228 ['2', '0', '9']
1229 ['2', '0', '9']
1230 ['2', '0', '9']
1231 ['2', '0', '9']
1232 ['2', '0', '9']
1233 ['2', '0', '9']
1234 ['2', '0', '9']
1235 ['2', '0', '9']
1236 ['2', '0', '9']
1237 ['2', '0', '9']
1248 ['2', '0', '28']
1249 ['2', '0', '28']
1250 ['2', '0', '28']
1251 ['2', '0', '28']
1252 ['2', '0', '28']
1253 ['2', '0', '28']
1254 ['2', '0', '28']
1255 ['2', '0', '28']
1256 ['2', '0', '28']
1257 ['2', '0', '28']
1268 ['2', '0', '70']
1269 ['2', '0', '70']
1270 ['2', '0', '70']
1271 ['2', '0', '70']
1272 ['2', '0', '70']
1273 ['2', '0', '70']
1274 ['2', '0', '70']
1275 ['2', '0', '70']
1276 ['2', '0', '70']
1277 ['2', '0', '70']
1288 ['2', '0', '25']
1289 ['2', '0', '25']
1290 ['2', '0', '25']
1291 ['2', '0', '25']
1292 ['2', '0', '25']
1293 ['2', '0', '25']
1294 ['2', '0', '25']
1295 ['2', '0', '25']
1296 ['2', '0', '25']
1297 ['2', '0', '25']
1308 ['2', '0', '70']
1309 ['2', '0', '70']
1310 ['2', '0', '70']
1311 ['2', '0', '70']
1312 ['2', '0', '70']
1313 ['2', '0', '70']
1314 ['2', '0', '70']
1315 ['2', '0', '70']
1316 ['2', '0', '70']
1317 ['2', '0', '70']
1328 ['2', '0', '31']
1329 ['2', '0', '31']
1330 ['2', '0', '31']
1331 ['2', '0', '31']
1332 ['2', '0', '31']
1333 ['2', '0', '31']
1334 ['2', '0', '31']
1335 ['2', '0', '31']
1336 ['2', '0', '31']
1337 ['2', '0', '31']
1348 ['2', '0', '50']
1349 ['2', '0', '50']
1350 ['2', '0', '50']
1351 ['2', '0', '9']
1352 ['2', '0', '9']
1353 ['2', '0', '9']
1354 ['2', '0', '9']
1355 ['2', '0', '9']
1356 ['2', '0', '9']
1357 ['2', '0', '9']
1358 ['2', '0', '9']
1359 ['2', '0', '9']
1360 ['2', '0', '9']
1361 ['2', '0', '9']
1372 ['2', '0', '25']
1373 ['2', '0', '25']
1374 ['2', '0', '25']
1375 ['2', '0', '25']
1376 ['2', '0', '25']
1377 ['2', '0', '25']
1378 ['2', '0', '25']
1379 ['2', '0', '25']
1380 ['2', '0', '25']
1381 ['2', '0', '25']
1392 ['2', '0', '34']
1393 ['2', '0', '34']
1394 ['2', '0', '34']
1395 ['2', '0', '34']
1396 ['2', '0', '34']
1397 ['2', '0', '34']
1398 ['2', '0', '34']
1399 ['2', '0', '34']
1400 ['2', '0', '34']
1401 ['2', '0', '34']
1412 ['2', '0', '34']
1413 ['2', '0', '34']
1414 ['2', '0', '34']
1415 ['2', '0', '34']
1416 ['2', '0', '34']
1417 ['2', '0', '34']
1418 ['2', '0', '34']
1419 ['2', '0', '34']
1420 ['2', '0', '34']
1421 ['2', '0', '34']
1432 ['2', '0', '70']
1433 ['2', '0', '70']
1434 ['2', '0', '70']
1435 ['2', '0', '70']
1436 ['2', '0', '70']
1437 ['2', '0', '70']
1438 ['2', '0', '70']
1439 ['2', '0', '70']
1440 ['2', '0', '70']
1441 ['2', '0', '70']
1452 ['2', '0', '18']
1453 ['2', '0', '18']
1454 ['2', '0', '18']
1455 ['2', '0', '18']
1456 ['2', '0', '18']
1457 ['2', '0', '18']
1458 ['2', '0', '18']
1459 ['2', '0', '18']
1460 ['2', '0', '72']
1461 ['2', '0', '72']
1462 ['2', '0', '72']
1463 ['2', '0', '72']
1464 ['2', '0', '72']
1465 ['2', '0', '72']
1466 ['2', '0', '72']
1467 ['2', '0', '72']
1468 ['2', '0', '72']
1469 ['2', '0', '72']
1470 ['2', '0', '72']
1481 ['2', '0', '31']
1482 ['2', '0', '31']
1483 ['2', '0', '31']
1484 ['2', '0', '31']
1485 ['2', '0', '31']
1486 ['2', '0', '31']
1487 ['2', '0', '31']
1488 ['2', '0', '31']
1489 ['2', '0', '31']
1490 ['2', '0', '31']
1501 ['2', '0', '25']
1502 ['2', '0', '25']
1503 ['2', '0', '25']
1504 ['2', '0', '25']
1505 ['2', '0', '70']
1506 ['2', '0', '70']
1507 ['2', '0', '70']
1508 ['2', '0', '70']
1509 ['2', '0', '70']
1510 ['2', '0', '70']
1511 ['2', '0', '70']
1512 ['2', '0', '70']
1513 ['2', '0', '70']
1514 ['2', '0', '70']
1515 ['2', '0', '70']
1526 ['2', '0', '72']
1527 ['2', '0', '72']
1528 ['2', '0', '72']
1529 ['2', '0', '72']
1530 ['2', '0', '72']
1531 ['2', '0', '72']
1532 ['2', '0', '72']
1533 ['2', '0', '72']
1534 ['2', '0', '72']
1535 ['2', '0', '72']
1536 ['2', '0', '72']
1547 ['2', '0', '11']
1548 ['2', '0', '11']
1549 ['2', '0', '11']
1550 ['2', '0', '11']
1551 ['2', '0', '11']
1552 ['2', '0', '11']
1553 ['2', '0', '11']
1554 ['2', '0', '11']
1555 ['2', '0', '11']
1556 ['2', '0', '11']
1567 ['2', '0', '52']
1568 ['2', '0', '52']
1569 ['2', '0', '52']
1570 ['2', '0', '52']
1571 ['2', '0', '52']
1572 ['2', '0', '52']
1573 ['2', '0', '52']
1574 ['2', '0', '52']
1575 ['2', '0', '52']
1576 ['2', '0', '52']
1587 ['0', '2', '81']
1588 ['0', '2', '81']
1589 ['0', '2', '81']
1590 ['0', '2', '81']
1591 ['0', '2', '81']
1592 ['0', '2', '81']
1593 ['0', '2', '81']
1594 ['0', '2', '81']
1595 ['0', '2', '81']
1596 ['0', '2', '81']
1607 ['0', '2', '9']
1608 ['0', '2', '9']
1609 ['0', '2', '9']
1610 ['0', '2', '9']
1611 ['0', '2', '9']
1612 ['0', '2', '9']
1613 ['0', '2', '9']
1614 ['0', '2', '9']
1615 ['0', '2', '9']
1616 ['0', '2', '9']
1627 ['0', '2', '70']
1628 ['0', '2', '70']
1629 ['0', '2', '70']
1630 ['0', '2', '70']
1631 ['0', '2', '70']
1632 ['0', '2', '70']
1633 ['0', '2', '70']
1634 ['0', '2', '70']
1635 ['0', '2', '70']
1636 ['0', '2', '70']
1637 ['0', '2', '70']
1648 ['0', '2', '52']
1649 ['0', '2', '52']
1650 ['0', '2', '52']
1651 ['0', '2', '52']
1652 ['0', '2', '52']
1653 ['0', '2', '52']
1654 ['0', '2', '52']
1655 ['0', '2', '52']
1656 ['0', '2', '52']
1657 ['0', '2', '52']
1668 ['0', '2', '72']
1669 ['0', '2', '72']
1670 ['0', '2', '72']
1671 ['0', '2', '72']
1672 ['0', '2', '72']
1673 ['0', '2', '72']
1674 ['0', '2', '72']
1675 ['0', '2', '72']
1676 ['0', '2', '72']
1677 ['0', '2', '72']
1688 ['0', '2', '18']
1689 ['0', '2', '18']
1690 ['0', '2', '18']
1691 ['0', '2', '18']
1692 ['0', '2', '18']
1693 ['0', '2', '18']
1694 ['0', '2', '18']
1695 ['0', '2', '18']
1696 ['0', '2', '18']
1697 ['0', '2', '18']
1708 ['0', '2', '70']
1709 ['0', '2', '70']
1710 ['0', '2', '70']
1711 ['0', '2', '70']
1712 ['0', '2', '70']
1713 ['0', '2', '70']
1714 ['0', '2', '70']
1715 ['0', '2', '70']
1716 ['0', '2', '70']
1717 ['0', '2', '70']
1728 ['0', '2', '78']
1729 ['0', '2', '78']
1730 ['0', '2', '78']
1731 ['0', '2', '78']
1732 ['0', '2', '78']
1733 ['0', '2', '78']
1734 ['0', '2', '78']
1735 ['0', '2', '78']
1736 ['0', '2', '70']
1737 ['0', '2', '70']
1738 ['0', '2', '70']
1739 ['0', '2', '70']
1740 ['0', '2', '70']
1741 ['0', '2', '70']
1742 ['0', '2', '70']
1743 ['0', '2', '70']
1744 ['0', '2', '70']
1745 ['0', '2', '70']
1746 ['0', '2', '70']
1757 ['0', '2', '72']
1758 ['0', '2', '72']
1759 ['0', '2', '72']
1760 ['0', '2', '72']
1761 ['0', '2', '72']
1762 ['2', '0', '34']
1763 ['2', '0', '34']
1764 ['2', '0', '34']
1765 ['2', '0', '34']
1766 ['2', '0', '34']
1767 ['2', '0', '34']
1768 ['2', '0', '34']
1769 ['2', '0', '34']
1770 ['2', '0', '34']
1771 ['2', '0', '34']
1772 ['2', '0', '34']
1783 ['2', '0', '27']
1784 ['2', '0', '27']
1785 ['2', '0', '27']
1786 ['2', '0', '27']
1787 ['2', '0', '70']
1788 ['2', '0', '70']
1789 ['2', '0', '70']
1790 ['2', '0', '70']
1791 ['2', '0', '70']
1792 ['2', '0', '70']
1793 ['2', '0', '70']
1794 ['2', '0', '70']
1795 ['2', '0', '70']
1796 ['2', '0', '70']
1797 ['2', '0', '70']
1808 ['2', '0', '34']
1809 ['2', '0', '34']
1810 ['2', '0', '34']
1811 ['2', '0', '34']
1812 ['2', '0', '34']
1813 ['2', '0', '34']
1814 ['2', '0', '34']
1815 ['2', '0', '34']
1816 ['2', '0', '34']
1817 ['2', '0', '34']
1828 ['2', '0', '27']
1829 ['2', '0', '27']
1830 ['2', '0', '27']
1831 ['2', '0', '27']
1832 ['2', '0', '27']
1833 ['2', '0', '27']
1834 ['2', '0', '27']
1835 ['2', '0', '27']
1836 ['2', '0', '27']
1837 ['2', '0', '27']
1848 ['2', '0', '99']
1849 ['2', '0', '99']
1850 ['2', '0', '99']
1851 ['2', '0', '99']
1852 ['2', '0', '99']
1853 ['2', '0', '99']
1854 ['2', '0', '99']
1855 ['2', '0', '99']
1856 ['2', '0', '34']
1857 ['2', '0', '34']
1858 ['2', '0', '34']
1859 ['2', '0', '34']
1860 ['2', '0', '34']
1861 ['2', '0', '34']
1862 ['2', '0', '34']
1863 ['2', '0', '34']
1864 ['2', '0', '34']
1865 ['2', '0', '34']
1866 ['2', '0', '34']
1877 ['2', '0', '43']
1878 ['2', '0', '43']
1879 ['2', '0', '43']
1880 ['2', '0', '43']
1881 ['2', '0', '43']
1882 ['2', '0', '43']
1883 ['2', '0', '43']
1884 ['2', '0', '43']
1885 ['2', '0', '43']
1886 ['2', '0', '43']
1897 ['2', '0', '9']
