0 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '1179', '658', '391', '521', '30', '26', '417', '152', '329', '254', '655', '929', '955', '466', '14', '506', '431', '772', '580', '306', '659', '353', '694', '731', '822', '78', '337', '618', '483', '526', '1074', '1033', '261', '232', '264', '798', '307', '281', '510', '1189', '509', '342', '1048', '109', '692', '28', '944', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '721', '642', '527', '149', '652', '77', '1132', '461', '300', '722', '189', '457', '601', '1113', '456', '284', '188', '1037', '536', '301', '460', '873', '1093', '135', '1124', '367', '1148', '27', '501', '1006', '507', '352', '430', '609']
22 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '1179', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '772', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '501', '1006', '507', '352', '430', '609', '1114', '354', '707', '870', '916', '835', '882', '347', '239', '19', '923', '856', '158', '492', '695', '110', '331', '631', '54']
23 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '1179', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '772', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '1006', '507', '352', '430', '609', '1114', '354', '707', '870', '916', '835', '882', '347', '239', '19', '923', '856', '158', '492', '695', '110', '331', '631', '54', '230']
24 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '1179', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '772', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '1006', '507', '352', '430', '609', '1114', '354', '707', '870', '916', '835', '882', '347', '239', '19', '923', '856', '158', '492', '695', '110', '331', '631', '54', '230']
25 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '1179', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '772', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '1006', '507', '352', '430', '609', '1114', '354', '707', '870', '916', '835', '882', '347', '239', '19', '923', '856', '158', '492', '695', '110', '331', '631', '54', '230']
26 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '1179', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '772', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '1006', '352', '430', '609', '1114', '354', '707', '870', '916', '835', '882', '347', '239', '19', '923', '158', '492', '695', '110', '331', '631', '54', '230', '507', '1096']
27 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '1179', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '772', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '1006', '352', '430', '609', '1114', '354', '707', '870', '916', '835', '882', '347', '239', '19', '923', '158', '492', '695', '110', '331', '631', '54', '230', '507', '1096']
28 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '772', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '1006', '352', '430', '609', '1114', '354', '707', '870', '916', '835', '882', '347', '239', '19', '923', '158', '492', '695', '110', '331', '631', '54', '230', '507', '1096', '712']
29 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '772', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '1006', '352', '430', '609', '1114', '354', '707', '870', '916', '835', '882', '347', '239', '19', '923', '158', '492', '695', '110', '331', '631', '54', '230', '507', '1096', '712']
30 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '1006', '352', '430', '609', '1114', '354', '707', '870', '916', '835', '882', '347', '239', '19', '923', '158', '492', '695', '110', '331', '631', '54', '230', '507', '1096', '712', '408']
31 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '1006', '352', '430', '609', '1114', '354', '707', '916', '835', '882', '347', '239', '19', '923', '158', '492', '695', '110', '331', '631', '54', '230', '507', '1096', '712', '408', '1008']
32 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '1006', '352', '430', '609', '1114', '354', '707', '916', '835', '882', '347', '239', '19', '923', '158', '492', '695', '110', '331', '631', '54', '230', '507', '1096', '712', '408', '1008']
33 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '778', '383', '323', '621', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '1006', '352', '430', '609', '1114', '354', '707', '916', '835', '882', '347', '239', '19', '923', '158', '492', '695', '110', '331', '631', '54', '230', '507', '1096', '712', '408', '1008']
34 ['171', '1171', '1104', '477', '1004', '982', '777', '821', '162', '383', '323', '621', '30', '26', '417', '152', '329', '254', '929', '466', '14', '431', '580', '306', '353', '694', '822', '78', '337', '618', '483', '526', '1074', '261', '232', '264', '798', '307', '281', '510', '509', '342', '1048', '109', '692', '28', '304', '574', '1115', '18', '478', '1092', '228', '942', '1043', '305', '520', '1154', '243', '1019', '1101', '819', '581', '1084', '148', '381', '1072', '544', '1075', '1080', '114', '642', '527', '149', '652', '77', '1132', '300', '457', '601', '456', '284', '188', '1037', '536', '301', '460', '1093', '135', '367', '27', '1006', '352', '430', '609', '1114', '354', '707', '916', '835', '882', '347', '239', '19', '923', '158', '492', '695', '110', '331', '631', '54', '230', '507', '1096', '712', '408', '1008', '8']
