0 ['40', '60', '331', '197', '602', '666', '1028', '385', '541', '588', '308', '757', '110', '395', '699', '1080', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '715', '474', '1133', '1145', '199', '375', '1051', '653', '758', '406', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '1026', '569', '276', '218', '1132', '52', '17', '649', '1125', '687', '247', '80', '342', '1044', '885', '799', '230', '1189', '319', '1115', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '1146', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '634', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '307', '509', '848', '1190', '345', '690', '1099', '147', '654', '592', '560', '830', '667', '113']
11 ['40', '60', '331', '197', '602', '666', '1028', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '406', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '1044', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '634', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '509', '848', '1190', '345', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '867', '932', '237', '593', '912']
12 ['40', '60', '331', '197', '602', '666', '1028', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '406', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '1044', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '634', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '509', '848', '345', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '867', '932', '237', '593', '912', '933']
13 ['40', '60', '331', '197', '602', '666', '1028', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '406', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '1044', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '634', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '867', '932', '237', '593', '912', '933', '833']
14 ['40', '60', '331', '197', '602', '666', '1028', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '406', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '1044', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '634', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '867', '932', '237', '593', '912', '933', '833']
15 ['40', '60', '331', '197', '602', '666', '1028', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '406', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '1044', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '634', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '593', '912', '933', '833', '63']
16 ['40', '60', '331', '197', '602', '666', '1028', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '406', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '1044', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '634', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '833', '63', '23']
17 ['40', '60', '331', '197', '602', '666', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '406', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '1044', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '634', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '833', '63', '23', '886']
18 ['40', '60', '331', '197', '602', '666', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '1044', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '634', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '833', '63', '23', '886', '734']
19 ['40', '60', '331', '197', '602', '666', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '1044', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '634', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '833', '63', '23', '886', '734']
20 ['40', '60', '331', '197', '602', '666', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '634', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804']
21 ['40', '60', '331', '197', '602', '666', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798']
22 ['40', '60', '331', '197', '602', '666', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '820', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798']
23 ['40', '60', '331', '197', '602', '666', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341']
24 ['40', '60', '331', '197', '666', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341', '881']
25 ['40', '60', '331', '197', '666', '385', '541', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '402', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341', '881']
26 ['40', '60', '331', '197', '666', '385', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341', '881', '328', '275']
27 ['40', '60', '331', '197', '666', '385', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '654', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341', '881', '328', '275']
28 ['40', '60', '331', '197', '666', '385', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341', '881', '328', '275', '845']
29 ['40', '60', '331', '197', '666', '385', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '937', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341', '881', '275', '845', '549']
30 ['40', '60', '331', '197', '666', '385', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1133', '1145', '199', '375', '1051', '653', '758', '350', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341', '881', '275', '845', '549', '418']
31 ['40', '60', '331', '197', '666', '385', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '335', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1145', '199', '375', '1051', '653', '758', '350', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341', '881', '275', '845', '549', '418', '273']
32 ['40', '60', '331', '197', '666', '385', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1145', '199', '375', '1051', '653', '758', '350', '978', '720', '639', '306', '1153', '231', '496', '569', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341', '881', '275', '845', '549', '418', '273', '788']
33 ['40', '60', '331', '197', '666', '385', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1145', '199', '375', '1051', '653', '758', '350', '978', '720', '639', '306', '1153', '231', '496', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '885', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341', '881', '275', '845', '549', '418', '273', '788', '119']
34 ['40', '60', '331', '197', '666', '385', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1145', '199', '375', '1051', '653', '758', '350', '978', '720', '639', '306', '1153', '231', '496', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341', '881', '275', '845', '549', '418', '273', '788', '119', '72']
35 ['40', '60', '331', '197', '666', '385', '588', '308', '757', '395', '699', '321', '983', '37', '921', '1006', '1142', '133', '805', '1085', '1150', '604', '915', '360', '474', '1145', '199', '375', '1051', '653', '758', '350', '978', '720', '639', '306', '1153', '231', '496', '276', '218', '1132', '52', '17', '1125', '687', '247', '80', '342', '799', '230', '319', '50', '356', '890', '968', '877', '89', '1163', '543', '58', '54', '760', '204', '679', '793', '515', '533', '1111', '822', '859', '761', '692', '727', '240', '464', '1097', '394', '1061', '958', '74', '425', '546', '971', '509', '848', '690', '1099', '147', '592', '830', '667', '113', '624', '748', '110', '114', '176', '932', '237', '912', '933', '63', '23', '886', '734', '833', '804', '798', '341', '881', '275', '845', '549', '418', '273', '788', '119', '72']
