0 ['403', '435', '1028', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '785', '949', '563', '715', '60', '1137', '845', '1091', '511', '999', '157', '85', '865', '174', '782', '986', '985', '839', '205', '43', '744', '661', '727', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '755', '12', '1154', '432', '535', '130', '657', '249', '227', '1155', '311', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '603', '489', '306', '1174', '981', '720', '368', '251', '112', '761', '1148', '221', '197', '328', '343', '807', '68', '1074', '1182', '814', '113', '718', '529', '253', '1117', '577', '39', '682', '629', '783', '878', '316', '1181', '738', '246', '675', '996', '213', '480', '613', '995', '499']
11 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '785', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '755', '12', '1154', '432', '535', '130', '657', '249', '227', '311', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '603', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '814', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '316', '1181', '738', '246', '675', '996', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81']
12 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '785', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '432', '535', '130', '657', '249', '227', '311', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '603', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '814', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '316', '1181', '738', '246', '675', '996', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175']
13 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '785', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '432', '535', '130', '657', '249', '227', '311', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '603', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '814', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '316', '1181', '738', '246', '675', '996', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175']
14 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '785', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '432', '535', '130', '657', '249', '227', '311', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '603', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '814', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '316', '1181', '738', '246', '675', '996', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175']
15 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '785', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '535', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '603', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '814', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '996', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741']
16 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '785', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '535', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '603', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '814', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '996', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741']
17 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '785', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '535', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '603', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '814', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '996', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741']
18 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '785', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '535', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '603', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '814', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '996', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741']
19 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '785', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '535', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '814', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264']
20 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '535', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '814', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264', '438']
21 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '535', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '814', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264', '438']
22 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '535', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264', '438', '284']
23 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '985', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '535', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264', '284', '573']
24 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '535', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264', '284', '573', '747']
25 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '213', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264', '284', '573', '747', '1067']
26 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '1069', '961', '431', '445', '302', '547', '1059', '12', '1154', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264', '284', '573', '747', '1067', '385']
27 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '961', '431', '445', '302', '547', '1059', '12', '1154', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264', '284', '573', '747', '1067', '385', '768']
28 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '961', '431', '445', '302', '547', '1059', '12', '1154', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264', '284', '747', '1067', '385', '768', '1054']
29 ['403', '1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '961', '431', '445', '302', '547', '1059', '12', '1154', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264', '284', '747', '1067', '385', '768', '1054']
30 ['1087', '59', '111', '570', '442', '49', '236', '395', '1016', '571', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '961', '431', '445', '302', '547', '1059', '12', '1154', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264', '284', '747', '1067', '385', '768', '1054', '658']
31 ['1087', '59', '111', '570', '442', '49', '236', '395', '1016', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '961', '431', '445', '302', '547', '1059', '12', '1154', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '996', '264', '284', '747', '1067', '385', '768', '1054', '658', '1039']
32 ['1087', '59', '111', '570', '442', '49', '236', '395', '1016', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '961', '431', '445', '302', '547', '1059', '12', '1154', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '264', '284', '747', '1067', '385', '768', '1054', '658', '1039', '418']
33 ['1087', '59', '111', '570', '442', '49', '236', '395', '1016', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '961', '431', '445', '302', '547', '1059', '12', '1154', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '264', '284', '747', '1067', '385', '768', '1054', '658', '1039', '418']
34 ['1087', '59', '111', '570', '442', '49', '236', '395', '1016', '33', '949', '563', '715', '60', '845', '1091', '999', '157', '85', '865', '174', '986', '839', '205', '43', '661', '800', '542', '676', '597', '1127', '961', '431', '445', '302', '547', '1059', '12', '1154', '130', '657', '249', '227', '87', '660', '835', '669', '679', '797', '56', '551', '1105', '1061', '1012', '730', '936', '940', '204', '987', '869', '489', '306', '1174', '720', '368', '251', '112', '761', '221', '197', '328', '343', '807', '68', '1074', '1182', '113', '718', '529', '253', '1117', '577', '39', '629', '783', '878', '1181', '738', '246', '675', '480', '613', '995', '499', '199', '723', '856', '185', '1099', '1068', '731', '716', '511', '544', '81', '175', '311', '316', '741', '264', '284', '747', '1067', '385', '768', '1054', '658', '1039', '418']
