0 ['213', '104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '600', '141', '532', '140', '77', '266', '553', '1050', '523', '59', '329', '13', '857', '384', '516', '119', '499', '1034', '29', '1144', '432', '681', '933', '1146', '1165', '294', '190', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '61', '444', '439', '1041', '741', '803', '358', '698', '94', '1098', '908', '550', '597', '454', '144', '978', '851', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '788', '594', '336', '37', '549', '1123', '1078', '355', '1079', '85', '40', '36', '488', '771', '670', '581', '423', '147', '735', '559', '142', '285', '773', '700', '965', '130', '961', '267', '102', '1039', '188', '215', '133', '407', '650', '89', '878']
11 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '600', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '190', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '61', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '851', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '37', '549', '1123', '1078', '355', '85', '40', '36', '771', '670', '581', '423', '147', '142', '285', '773', '700', '965', '130', '961', '267', '102', '1039', '188', '215', '133', '407', '650', '89', '878', '211', '408', '910', '229', '46', '422', '202', '1167', '676', '174', '757']
12 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '600', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '190', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '61', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '851', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '37', '549', '1123', '1078', '355', '85', '40', '36', '771', '670', '581', '423', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '407', '650', '89', '878', '211', '408', '910', '229', '46', '422', '202', '1167', '676', '174', '757', '1147']
13 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '600', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '190', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '61', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '851', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '37', '549', '1123', '1078', '355', '85', '40', '36', '771', '670', '581', '423', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '407', '650', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '757', '1147', '84']
14 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '190', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '61', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '851', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '37', '549', '1123', '1078', '355', '85', '40', '36', '771', '670', '581', '423', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '407', '650', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '757', '1147', '84', '373']
15 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '61', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '851', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '37', '549', '1123', '1078', '355', '85', '40', '36', '771', '670', '581', '423', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '407', '650', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '757', '1147', '84', '373', '565']
16 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '61', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '851', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '37', '549', '1123', '1078', '355', '85', '40', '36', '771', '670', '581', '423', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '407', '650', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '757', '1147', '84', '373', '565']
17 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '37', '549', '1123', '1078', '355', '85', '40', '36', '771', '670', '581', '423', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '407', '650', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '757', '1147', '84', '373', '565', '61', '920']
18 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1123', '1078', '355', '85', '40', '36', '771', '670', '581', '423', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '407', '650', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '757', '1147', '84', '373', '565', '61', '920', '1138']
19 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1123', '1078', '355', '85', '36', '771', '670', '581', '423', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '407', '650', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '757', '1147', '84', '373', '565', '61', '920', '1138', '800']
20 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1123', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '407', '650', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '757', '1147', '84', '373', '565', '61', '920', '1138', '800', '739']
21 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1123', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '650', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '757', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177']
22 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1123', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '757', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029']
23 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1123', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62']
24 ['104', '289', '756', '1110', '634', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1123', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62']
25 ['104', '289', '756', '1110', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '523', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1123', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62', '20']
26 ['104', '289', '756', '1110', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '511', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1123', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62', '20', '815']
27 ['104', '289', '756', '1110', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1123', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62', '20', '815', '717']
28 ['104', '289', '756', '1110', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1123', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '422', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62', '20', '815', '717']
29 ['104', '289', '756', '1110', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62', '20', '815', '717', '405', '159']
30 ['104', '289', '756', '1110', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62', '20', '815', '717', '159', '1168']
31 ['104', '289', '756', '1110', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62', '20', '815', '717', '159', '1168']
32 ['104', '289', '756', '1110', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '681', '933', '1146', '1165', '294', '547', '610', '475', '218', '156', '562', '787', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62', '20', '815', '717', '159', '1168']
33 ['104', '289', '756', '1110', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '933', '1146', '1165', '547', '610', '475', '218', '156', '562', '787', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '314', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62', '20', '815', '717', '159', '1168', '294', '831']
34 ['104', '289', '756', '1110', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '933', '1146', '1165', '547', '610', '475', '218', '156', '562', '787', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '773', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62', '20', '815', '717', '159', '1168', '294', '831', '55']
35 ['104', '289', '756', '1110', '1108', '1062', '765', '999', '653', '1085', '541', '353', '279', '193', '941', '528', '141', '532', '140', '77', '266', '553', '59', '329', '13', '384', '516', '119', '499', '1034', '29', '432', '933', '1146', '1165', '547', '610', '475', '218', '156', '562', '787', '417', '90', '444', '439', '1041', '741', '803', '358', '698', '94', '908', '550', '597', '454', '144', '17', '904', '105', '673', '30', '1054', '469', '923', '818', '594', '336', '549', '1078', '355', '85', '36', '771', '670', '581', '147', '142', '285', '700', '965', '961', '267', '102', '1039', '188', '215', '133', '89', '878', '211', '408', '910', '229', '46', '202', '676', '174', '1147', '84', '373', '565', '61', '920', '1138', '800', '739', '177', '1029', '62', '20', '815', '717', '159', '1168', '294', '831', '55', '1140']
