0 ['851', '573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '402', '539', '342', '964', '1055', '472', '946', '661', '765', '403', '898', '322', '812', '522', '615', '782', '1044', '860', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '752', '337', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '237', '520', '773', '740', '430', '146', '1140', '779', '458', '586', '185', '400', '373', '436', '653', '1079', '269', '355', '1049', '1177', '44', '275', '1160', '916', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1023', '1113', '179', '819', '703']
11 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '812', '522', '615', '1044', '860', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '337', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '237', '520', '773', '740', '430', '146', '1140', '779', '458', '586', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '1160', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '819', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783']
12 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '812', '522', '615', '1044', '860', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '337', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '237', '520', '773', '740', '430', '146', '1140', '779', '458', '586', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '1160', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '819', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783']
13 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '860', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '337', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '237', '520', '773', '740', '430', '146', '1140', '779', '458', '586', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '1160', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '819', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '1044', '590']
14 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '337', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '237', '520', '773', '740', '430', '146', '1140', '779', '458', '586', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '1160', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '819', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '1044', '590', '840']
15 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '337', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '237', '520', '773', '740', '430', '146', '1140', '779', '458', '586', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '1160', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '819', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '1044', '590', '840']
16 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '520', '773', '740', '430', '146', '1140', '779', '458', '586', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '1160', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '819', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '1044', '590', '840', '337', '820']
17 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '520', '773', '740', '430', '146', '1140', '779', '458', '586', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '1160', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '819', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '1044', '590', '840', '337', '820']
18 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '520', '773', '740', '430', '146', '1140', '779', '458', '586', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '1160', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '819', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '1044', '590', '840', '337', '820']
19 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '520', '773', '740', '430', '146', '1140', '779', '458', '586', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '1160', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '819', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '1044', '590', '840', '337', '820']
20 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '1160', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '819', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '1044', '590', '840', '337', '820', '851', '904']
21 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '819', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '1044', '590', '840', '337', '820', '851', '904', '37']
22 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '1044', '590', '840', '337', '820', '851', '904', '37', '1030']
23 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '590', '840', '337', '820', '851', '904', '37', '1030', '1173']
24 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '590', '840', '337', '820', '851', '904', '37', '1030', '1173']
25 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '726', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '590', '840', '337', '820', '904', '37', '1030', '1173', '153']
26 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '615', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '590', '840', '337', '820', '904', '37', '1030', '1173', '153', '167']
27 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '445', '623', '800', '695', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '590', '840', '337', '820', '904', '37', '1030', '1173', '153', '167', '625']
28 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '445', '623', '800', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '791', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '590', '840', '337', '820', '904', '37', '1030', '1173', '153', '167', '625', '629']
29 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '445', '623', '800', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '590', '840', '337', '820', '904', '37', '1030', '1173', '153', '167', '625', '629', '328']
30 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '445', '623', '800', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '590', '840', '337', '820', '904', '37', '1030', '1173', '153', '167', '625', '629', '328']
31 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '445', '623', '800', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '590', '840', '337', '904', '37', '1030', '1173', '153', '167', '625', '629', '328', '741']
32 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '445', '623', '800', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '590', '840', '337', '904', '37', '1173', '153', '167', '625', '629', '328', '741', '880']
33 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '445', '623', '800', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '590', '840', '337', '904', '37', '1173', '153', '167', '625', '629', '328', '741', '880']
34 ['573', '163', '902', '24', '360', '119', '150', '336', '1000', '432', '562', '426', '578', '212', '484', '805', '539', '342', '964', '1055', '472', '661', '765', '403', '322', '522', '445', '623', '800', '1073', '919', '501', '1118', '584', '1082', '470', '335', '61', '925', '10', '568', '1090', '387', '537', '1165', '787', '1131', '462', '1008', '852', '594', '272', '773', '740', '430', '146', '1140', '779', '458', '185', '400', '436', '653', '269', '355', '1049', '1177', '44', '275', '368', '728', '235', '942', '890', '884', '238', '952', '446', '763', '989', '371', '616', '708', '1026', '417', '627', '16', '114', '903', '1061', '293', '739', '815', '1113', '179', '703', '11', '898', '732', '292', '302', '682', '886', '453', '1070', '783', '590', '840', '337', '904', '37', '1173', '153', '167', '625', '629', '328', '741', '880']
