0 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '957', '347', '89', '781', '31', '318', '140', '623', '450', '783', '476', '141', '864', '848', '37', '839', '121', '214', '971', '854', '695', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '998', '934', '874', '116', '951', '995', '698', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '614', '960', '890', '789', '377', '357', '625', '674', '208', '893', '525', '232', '257', '142', '565', '94', '429', '152', '778', '23', '928', '700', '421', '14', '522', '653', '285', '360', '252', '518', '171', '987', '843', '760', '195', '696', '353', '632', '666']
11 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '848', '37', '839', '121', '214', '854', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '698', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '674', '893', '525', '232', '257', '142', '565', '94', '429', '152', '778', '23', '700', '421', '14', '522', '653', '285', '360', '252', '518', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '818', '770', '455', '177', '93', '180']
12 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '848', '37', '839', '121', '214', '854', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '698', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '674', '893', '525', '232', '257', '142', '565', '94', '429', '152', '778', '23', '700', '421', '14', '522', '653', '285', '360', '252', '518', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '818', '770', '455', '177', '93', '180']
13 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '848', '37', '839', '121', '214', '854', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '698', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '674', '893', '525', '232', '257', '142', '565', '94', '429', '152', '778', '23', '700', '421', '14', '522', '653', '285', '360', '252', '518', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '818', '770', '455', '177', '93', '180']
14 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '674', '893', '525', '232', '257', '142', '565', '94', '429', '152', '778', '23', '700', '421', '14', '522', '653', '285', '360', '252', '518', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '818', '770', '455', '177', '93', '180', '854', '537', '369']
15 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '674', '893', '525', '232', '257', '142', '565', '94', '429', '152', '778', '23', '700', '421', '14', '522', '653', '285', '360', '252', '518', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '818', '770', '455', '177', '93', '180', '854', '369', '891']
16 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '674', '893', '525', '232', '257', '142', '565', '94', '429', '152', '778', '23', '421', '14', '522', '653', '285', '360', '252', '518', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '818', '770', '455', '177', '93', '180', '854', '369', '891', '916']
17 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '893', '525', '232', '257', '142', '565', '94', '429', '152', '778', '23', '421', '14', '522', '653', '285', '360', '252', '518', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '818', '770', '455', '177', '93', '180', '854', '369', '891', '916', '690']
18 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '893', '525', '232', '257', '142', '565', '94', '152', '778', '23', '421', '14', '522', '653', '285', '360', '252', '518', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '818', '770', '455', '177', '93', '180', '854', '369', '891', '916', '690', '601']
19 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '893', '525', '232', '257', '142', '565', '94', '152', '778', '23', '421', '14', '522', '653', '285', '360', '252', '518', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '770', '455', '177', '93', '180', '854', '369', '891', '916', '690', '601', '291']
20 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '893', '232', '257', '142', '565', '94', '152', '778', '23', '421', '14', '522', '653', '285', '360', '252', '518', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '770', '455', '177', '93', '180', '854', '369', '891', '916', '690', '601', '291', '597']
21 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '893', '232', '257', '142', '565', '94', '152', '778', '23', '421', '14', '522', '653', '285', '360', '252', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '770', '455', '177', '93', '180', '854', '369', '891', '916', '690', '601', '291', '597', '711']
22 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '947', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '893', '232', '257', '142', '565', '94', '152', '778', '23', '421', '14', '522', '653', '285', '360', '252', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '770', '455', '177', '93', '180', '854', '369', '891', '916', '690', '601', '291', '597', '711']
23 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '893', '232', '257', '142', '565', '94', '152', '778', '23', '421', '14', '522', '653', '360', '252', '171', '987', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '770', '455', '177', '93', '180', '854', '369', '891', '916', '690', '601', '291', '597', '711', '285', '774']
24 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '893', '232', '257', '142', '565', '94', '152', '778', '23', '421', '14', '522', '653', '360', '252', '171', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '770', '455', '177', '93', '180', '854', '369', '891', '916', '690', '601', '291', '597', '711', '285', '774', '174']
25 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '893', '232', '257', '142', '565', '94', '152', '778', '23', '421', '14', '522', '653', '360', '252', '171', '843', '760', '195', '696', '353', '632', '666', '233', '172', '775', '928', '770', '455', '177', '93', '180', '854', '369', '891', '916', '690', '601', '291', '597', '711', '774', '174', '15']
26 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '893', '232', '257', '142', '565', '94', '152', '778', '23', '421', '14', '522', '653', '360', '252', '171', '843', '195', '696', '353', '632', '666', '233', '172', '775', '928', '770', '455', '177', '93', '180', '854', '369', '891', '916', '690', '601', '291', '597', '711', '774', '174', '15', '11']
27 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '893', '232', '257', '142', '565', '94', '152', '778', '23', '421', '14', '522', '653', '360', '252', '171', '843', '195', '696', '353', '632', '666', '233', '172', '775', '928', '770', '455', '177', '93', '180', '854', '369', '891', '916', '690', '601', '291', '597', '711', '774', '174', '15', '11']
28 ['128', '238', '305', '96', '879', '688', '112', '608', '240', '571', '347', '89', '781', '31', '318', '140', '623', '450', '141', '864', '37', '839', '121', '214', '467', '304', '244', '106', '367', '685', '427', '847', '388', '723', '46', '612', '983', '861', '975', '650', '182', '510', '814', '435', '364', '336', '841', '934', '874', '116', '951', '198', '224', '87', '540', '584', '306', '149', '103', '534', '289', '70', '202', '309', '432', '699', '821', '857', '42', '572', '497', '840', '675', '801', '559', '773', '220', '807', '151', '979', '99', '596', '541', '771', '36', '590', '853', '160', '471', '993', '296', '989', '952', '945', '944', '156', '629', '237', '598', '5', '960', '890', '789', '377', '357', '625', '893', '232', '257', '142', '565', '94', '152', '778', '23', '421', '14', '522', '653', '360', '252', '171', '843', '195', '696', '353', '632', '666', '233', '172', '775', '928', '770', '455', '177', '93', '180', '854', '369', '891', '916', '690', '601', '291', '597', '711', '774', '174', '15', '11']
