0 ['46', '142', '161', '301', '183', '185', '188', '100', '102', '244', '121', '98', '99', '84', '275']
67 ['183', '185', '275', '118', '45', '245', '255', '321', '280', '290', '325', '93', '110', '62', '9']
78 ['183', '185', '275', '118', '45', '245', '255', '321', '280', '62', '9', '234', '158', '44', '160']
79 ['183', '185', '275', '118', '45', '245', '255', '321', '280', '62', '9', '234', '158', '44', '160']
80 ['183', '185', '275', '118', '45', '245', '255', '321', '280', '62', '9', '234', '158', '44', '160']
81 ['183', '185', '275', '118', '45', '245', '255', '321', '280', '62', '9', '234', '158', '44', '160']
82 ['183', '185', '275', '118', '45', '245', '255', '321', '280', '62', '9', '234', '158', '44', '160']
83 ['183', '185', '275', '118', '45', '245', '255', '321', '280', '62', '9', '234', '158', '44', '160']
84 ['183', '185', '275', '118', '45', '245', '255', '321', '280', '62', '9', '234', '158', '44', '160']
85 ['183', '185', '275', '118', '45', '245', '255', '321', '280', '62', '9', '234', '158', '44', '160']
86 ['183', '185', '275', '118', '45', '245', '255', '321', '280', '62', '9', '234', '158', '44', '160']
87 ['183', '185', '275', '118', '45', '245', '255', '321', '280', '62', '9', '234', '158', '44', '160']
98 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '94', '114', '255', '132', '0']
99 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '94', '114', '255', '132', '0']
100 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '94', '114', '255', '132', '0']
101 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '94', '114', '255', '132', '0']
102 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '94', '114', '255', '132', '0']
103 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '94', '114', '255', '132', '0']
104 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '94', '114', '255', '132', '0']
105 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '94', '114', '255', '132', '0']
106 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '325', '195', '216']
107 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '325', '195', '216']
108 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '195', '216', '24']
109 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '195', '216', '24']
110 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '195', '216', '24']
111 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '195', '216', '24']
112 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '195', '216', '24']
113 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '195', '216', '24']
114 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '195', '216', '24']
115 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '195', '216', '24']
116 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '195', '216', '24']
117 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '195', '216', '24']
118 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '195', '216', '24']
129 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '49']
130 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '49']
131 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '49']
132 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '49']
133 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '49']
134 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '49']
135 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '49']
136 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '49']
137 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '49']
138 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '49']
149 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '96']
150 ['183', '185', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '96']
151 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '96', '155']
152 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '96', '155']
153 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '255', '132', '216', '24', '96', '155']
154 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '216', '24', '96', '155', '127']
155 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '216', '24', '96', '155', '127']
156 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '24', '96', '155', '127', '103']
157 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '96', '155', '127', '103', '316']
158 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '96', '155', '127', '103', '316']
159 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '96', '155', '127', '103', '316']
160 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '96', '155', '103', '316', '109']
161 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '96', '155', '103', '316', '109']
162 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '96', '155', '103', '316', '109']
163 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '96', '155', '103', '316', '109']
164 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '96', '155', '103', '316', '109']
165 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '96', '155', '195', '12', '112']
166 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '155', '195', '12', '112', '14']
167 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '155', '195', '12', '112', '290']
168 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '155', '195', '12', '112', '290']
169 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '155', '195', '12', '112', '290']
170 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '155', '195', '12', '112', '290']
171 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '155', '195', '12', '112', '290']
172 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '155', '195', '12', '112', '290']
173 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '155', '195', '12', '112', '290']
174 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '155', '195', '12', '112', '290']
175 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '155', '195', '12', '112', '290']
176 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '155', '195', '12', '112', '290']
177 ['183', '275', '118', '45', '245', '321', '280', '62', '9', '132', '155', '195', '12', '112', '290']
188 ['183', '118', '45', '245', '321', '62', '9', '132', '155', '112', '275', '291', '280', '61', '36']
189 ['183', '118', '45', '245', '321', '62', '9', '132', '155', '112', '275', '291', '280', '61', '36']
190 ['183', '118', '45', '245', '321', '62', '9', '132', '155', '112', '275', '291', '280', '61', '36']
191 ['183', '118', '45', '245', '321', '62', '9', '132', '155', '112', '275', '291', '280', '61', '36']
192 ['183', '118', '45', '245', '321', '62', '9', '132', '155', '112', '275', '291', '280', '61', '36']
193 ['183', '118', '45', '245', '321', '62', '9', '132', '155', '112', '275', '291', '280', '61', '36']
194 ['183', '118', '45', '245', '321', '62', '9', '132', '155', '112', '275', '291', '280', '61', '36']
195 ['183', '118', '45', '245', '321', '62', '9', '132', '155', '112', '275', '291', '280', '61', '36']
196 ['183', '118', '45', '245', '321', '62', '9', '132', '155', '112', '275', '291', '280', '61', '36']
197 ['183', '118', '45', '245', '321', '62', '9', '132', '155', '112', '275', '291', '280', '61', '36']
208 ['183', '118', '45', '245', '321', '9', '132', '155', '112', '275', '291', '280', '36', '43', '142']
209 ['183', '118', '45', '245', '321', '9', '132', '155', '112', '275', '291', '280', '36', '43', '142']
210 ['183', '118', '45', '245', '321', '9', '132', '155', '112', '275', '291', '280', '36', '43', '142']
211 ['183', '118', '45', '245', '321', '9', '132', '155', '112', '275', '291', '280', '36', '43', '142']
212 ['183', '118', '45', '245', '321', '9', '132', '155', '112', '275', '291', '280', '36', '43', '142']
213 ['183', '118', '45', '245', '321', '9', '132', '155', '112', '275', '291', '280', '36', '43', '142']
214 ['183', '118', '45', '245', '321', '9', '132', '155', '112', '275', '291', '280', '36', '43', '142']
215 ['183', '118', '45', '245', '321', '9', '132', '155', '112', '275', '291', '280', '36', '43', '142']
216 ['183', '118', '45', '245', '321', '9', '132', '155', '112', '275', '291', '280', '36', '43', '142']
217 ['183', '118', '45', '245', '321', '9', '132', '155', '112', '275', '291', '280', '36', '43', '142']
218 ['183', '118', '45', '245', '321', '9', '132', '155', '112', '275', '291', '280', '36', '43', '142']
229 ['183', '118', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196']
230 ['183', '118', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196']
231 ['183', '118', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196']
232 ['183', '118', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196']
233 ['183', '118', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196']
234 ['183', '118', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196']
235 ['183', '118', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196']
236 ['183', '118', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196']
237 ['183', '118', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196']
238 ['183', '118', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196']
249 ['183', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118']
250 ['183', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118']
251 ['183', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118']
252 ['183', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118']
253 ['183', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118']
254 ['183', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118']
255 ['183', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118']
256 ['183', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118']
257 ['183', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118']
258 ['183', '45', '245', '321', '9', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118']
269 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118', '321', '245', '279']
270 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118', '321', '245', '279']
271 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118', '321', '245', '279']
272 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118', '321', '245', '279']
273 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118', '321', '245', '279']
274 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118', '321', '245', '279']
275 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118', '321', '245', '279']
276 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118', '321', '245', '279']
277 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118', '321', '245', '279']
278 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '118', '321', '245', '279']
289 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '321', '245', '278', '208']
290 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '321', '245', '278', '208']
291 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '321', '245', '278', '208']
292 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '321', '245', '278', '208']
293 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '321', '245', '278', '208']
294 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '142', '196', '321', '245', '278', '208']
295 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '151']
296 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '107']
297 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '107']
298 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '107']
299 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '107']
300 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '107']
301 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '107']
302 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '107']
303 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '107']
304 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '54']
305 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '54']
306 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '54']
307 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '54']
308 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '118']
309 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '118']
310 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '118']
311 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '118']
312 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '118']
313 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '118']
314 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '118']
315 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '118']
316 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '118']
317 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '118']
318 ['183', '45', '155', '112', '275', '291', '280', '36', '43', '196', '321', '245', '278', '139', '118']
329 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '231', '279']
330 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '279', '221']
331 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '279', '221']
332 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '279', '221']
333 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '279', '221']
334 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '279', '221']
335 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '279', '221']
336 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '279', '221']
337 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '279', '221']
338 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '279', '221']
339 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '279', '221']
340 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '279', '221']
351 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '221', '238']
352 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '221', '238']
353 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '221', '238']
354 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '221', '238']
355 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '221', '238']
356 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '221', '238']
357 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '221', '238']
358 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '278', '18', '221', '238']
359 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '118']
360 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '118']
361 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '118']
362 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '118']
363 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '118']
364 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '118']
365 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '118']
366 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '118']
367 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '118']
368 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '118']
369 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '118']
380 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '11']
381 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '11']
382 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '11']
383 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '11']
384 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '11']
385 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '11']
386 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '11']
387 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '11']
388 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '11']
389 ['183', '45', '155', '112', '275', '280', '36', '43', '196', '321', '245', '18', '221', '278', '11']
400 ['183', '45', '155', '112', '275', '280', '36', '321', '245', '18', '221', '278', '43', '117', '243']
401 ['183', '45', '155', '112', '275', '280', '36', '321', '245', '18', '221', '278', '43', '117', '243']
402 ['183', '45', '155', '112', '275', '280', '36', '321', '245', '18', '221', '278', '43', '117', '243']
403 ['183', '45', '155', '112', '275', '280', '36', '321', '245', '18', '221', '278', '43', '117', '243']
404 ['183', '45', '155', '112', '275', '280', '36', '321', '245', '18', '221', '278', '43', '117', '243']
405 ['183', '45', '155', '112', '275', '280', '36', '321', '245', '18', '221', '278', '43', '117', '243']
406 ['183', '45', '155', '112', '275', '280', '36', '321', '245', '18', '221', '278', '43', '117', '243']
407 ['183', '45', '155', '112', '280', '36', '321', '245', '18', '221', '278', '43', '117', '275', '264']
408 ['183', '45', '155', '112', '280', '36', '321', '245', '18', '221', '278', '43', '117', '275', '264']
409 ['183', '45', '155', '112', '280', '36', '321', '245', '18', '221', '278', '43', '117', '275', '264']
410 ['183', '45', '155', '112', '280', '36', '321', '245', '18', '221', '278', '43', '117', '275', '264']
411 ['183', '45', '155', '112', '280', '36', '321', '245', '18', '221', '278', '43', '117', '275', '264']
412 ['183', '45', '155', '112', '280', '36', '321', '245', '18', '221', '278', '43', '117', '275', '264']
413 ['183', '45', '155', '112', '280', '36', '321', '245', '18', '221', '278', '43', '117', '275', '264']
414 ['183', '45', '155', '112', '280', '36', '321', '245', '18', '221', '278', '43', '117', '275', '264']
415 ['183', '45', '155', '112', '280', '36', '321', '245', '18', '221', '278', '43', '117', '275', '264']
416 ['183', '45', '155', '112', '280', '36', '321', '245', '18', '221', '278', '43', '117', '275', '264']
417 ['183', '45', '155', '112', '280', '36', '321', '245', '18', '221', '278', '43', '117', '275', '264']
428 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '158']
429 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '158']
430 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '158']
431 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '88']
432 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '88']
433 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '88']
434 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '88']
435 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '88']
436 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '88']
437 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '88']
438 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '88']
439 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '88']
440 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '88']
441 ['183', '45', '155', '112', '280', '321', '245', '221', '278', '43', '117', '275', '264', '18', '88']
452 ['183', '45', '155', '112', '280', '321', '278', '43', '117', '275', '264', '18', '88', '221', '123']
453 ['183', '45', '155', '112', '280', '321', '278', '43', '117', '275', '264', '18', '88', '221', '123']
