0 ['197', '170', '208', '137', '33', '152', '18', '82', '309', '307', '179', '299', '268', '189', '172']
72 ['208', '18', '326', '157', '237', '279', '239', '92', '238', '54', '24', '161', '282', '8', '175']
73 ['208', '18', '326', '157', '237', '279', '239', '92', '238', '54', '24', '161', '282', '8', '175']
74 ['208', '18', '326', '157', '237', '279', '239', '92', '238', '54', '24', '161', '282', '8', '175']
75 ['208', '18', '326', '157', '237', '279', '239', '238', '54', '24', '282', '175', '292', '92', '129']
76 ['208', '18', '326', '157', '237', '279', '239', '238', '54', '24', '282', '175', '92', '129', '192']
77 ['18', '326', '157', '237', '279', '239', '238', '54', '24', '282', '175', '92', '129', '192', '104']
78 ['18', '326', '157', '237', '279', '239', '238', '54', '24', '282', '175', '92', '129', '192', '104']
79 ['18', '326', '157', '237', '279', '239', '238', '54', '24', '282', '175', '92', '129', '192', '104']
80 ['18', '326', '157', '237', '279', '239', '238', '54', '24', '282', '175', '92', '129', '192', '104']
81 ['18', '326', '157', '237', '279', '239', '238', '54', '24', '282', '175', '92', '129', '192', '104']
82 ['18', '326', '157', '237', '279', '239', '238', '54', '24', '282', '175', '92', '129', '192', '104']
83 ['18', '326', '157', '237', '279', '239', '238', '54', '24', '282', '175', '92', '129', '192', '104']
84 ['18', '326', '157', '237', '279', '239', '238', '54', '24', '282', '175', '92', '129', '192', '104']
85 ['18', '326', '157', '237', '279', '239', '238', '54', '24', '282', '175', '92', '129', '192', '104']
86 ['18', '326', '157', '237', '279', '239', '238', '54', '24', '175', '92', '129', '282', '286', '229']
87 ['18', '326', '157', '237', '279', '239', '238', '54', '24', '175', '92', '129', '282', '229', '297']
88 ['18', '326', '157', '237', '279', '239', '238', '54', '24', '175', '92', '282', '229', '297', '221']
89 ['18', '157', '237', '279', '239', '238', '54', '24', '175', '92', '282', '229', '297', '221', '106']
90 ['18', '157', '237', '279', '239', '238', '54', '24', '175', '92', '282', '229', '297', '221', '106']
91 ['18', '157', '237', '279', '239', '238', '24', '175', '92', '282', '229', '297', '221', '106', '278']
92 ['18', '157', '237', '279', '239', '238', '24', '175', '92', '282', '229', '297', '221', '106', '278']
93 ['18', '157', '237', '279', '239', '238', '24', '175', '92', '282', '229', '297', '221', '106', '278']
94 ['18', '157', '237', '279', '239', '238', '24', '175', '92', '282', '229', '297', '221', '106', '278']
95 ['18', '157', '237', '279', '239', '238', '24', '175', '92', '282', '229', '297', '221', '106', '278']
96 ['18', '157', '237', '279', '239', '238', '24', '175', '92', '282', '229', '297', '221', '106', '278']
97 ['18', '157', '237', '279', '239', '238', '24', '175', '92', '282', '229', '297', '221', '106', '278']
98 ['18', '157', '237', '279', '239', '238', '24', '175', '92', '282', '229', '297', '221', '106', '278']
99 ['18', '157', '237', '279', '239', '238', '24', '175', '92', '282', '229', '297', '221', '106', '278']
100 ['18', '157', '237', '279', '239', '238', '24', '175', '92', '282', '229', '297', '221', '106', '278']
101 ['18', '157', '237', '279', '239', '238', '24', '175', '92', '282', '229', '297', '221', '106', '278']
112 ['18', '157', '237', '279', '239', '238', '24', '92', '282', '229', '297', '221', '106', '278', '116']
113 ['18', '157', '237', '279', '239', '238', '24', '92', '282', '229', '297', '221', '106', '278', '116']
114 ['18', '157', '237', '279', '239', '238', '24', '92', '282', '229', '297', '221', '106', '278', '155']
115 ['18', '157', '237', '279', '239', '238', '92', '282', '229', '297', '221', '106', '278', '155', '300']
116 ['18', '157', '237', '279', '239', '92', '282', '229', '297', '221', '106', '278', '155', '300', '232']
117 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '278', '155', '300', '232', '7']
118 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '278', '155', '300', '232', '7']
119 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '278', '155', '300', '232', '7']
120 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '278', '155', '300', '232', '7']
121 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '278', '155', '300', '232', '7']
122 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '278', '155', '300', '232', '7']
123 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '278', '155', '300', '232', '7']
124 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '278', '155', '300', '232', '7']
125 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '278', '155', '300', '232', '7']
126 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '278', '155', '300', '232', '7']
127 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '155', '278', '189', '138', '311']
128 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '155', '278', '189', '138', '311']
129 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '155', '278', '189', '138', '311']
130 ['18', '157', '279', '239', '92', '282', '229', '297', '221', '106', '155', '278', '311', '308', '123']
131 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '311', '308', '123', '68']
132 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '311', '308', '123', '68']
133 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '311', '123', '68', '45']
134 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '68', '45', '207']
135 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '273']
136 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '41']
137 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '36']
138 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '36']
139 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '36']
140 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '36']
141 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '36']
142 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '36']
143 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '36']
144 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '36']
145 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '36']
146 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '36']
147 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '207', '36']
158 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '191']
159 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '191']
160 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '191']
161 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '191']
162 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '191']
163 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '191']
164 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '146']
165 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '146']
166 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '146']
167 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '146']
168 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '146']
169 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '146']
170 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '146']
171 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '146']
172 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '146']
173 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '146']
174 ['18', '157', '279', '239', '282', '229', '297', '221', '106', '155', '278', '123', '45', '36', '146']
185 ['18', '157', '279', '239', '282', '229', '297', '221', '155', '278', '123', '45', '36', '146', '230']
186 ['18', '157', '279', '239', '282', '229', '297', '221', '155', '278', '123', '45', '36', '146', '230']
187 ['18', '157', '279', '239', '282', '229', '297', '221', '155', '278', '123', '45', '36', '146', '230']
188 ['18', '157', '279', '239', '282', '229', '297', '221', '155', '278', '123', '45', '36', '146', '230']
189 ['18', '157', '279', '239', '282', '229', '297', '221', '155', '278', '123', '45', '36', '146', '230']
190 ['18', '157', '279', '239', '282', '229', '297', '221', '155', '278', '123', '45', '36', '146', '230']
191 ['18', '157', '279', '239', '282', '229', '297', '221', '155', '278', '123', '45', '36', '146', '230']
192 ['18', '157', '279', '239', '282', '229', '297', '221', '155', '278', '123', '45', '36', '146', '230']
193 ['18', '157', '279', '239', '282', '229', '297', '221', '155', '278', '123', '45', '36', '146', '230']
194 ['18', '157', '279', '239', '282', '229', '297', '221', '155', '278', '123', '45', '36', '146', '230']
205 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '267']
206 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '267']
207 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '267']
208 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '267']
209 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '267']
210 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '267']
211 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '267']
212 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '267']
213 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '267']
214 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '267']
215 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '267']
226 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '127']
227 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '127']
228 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '127']
229 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '127']
230 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '127']
231 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '127']
232 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '127']
233 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '127']
234 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '127']
235 ['18', '157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '112', '280', '127']
246 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '246']
247 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '246']
248 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '246']
249 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '246']
250 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '246']
251 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '246']
252 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '291']
253 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '291']
254 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '291']
255 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '291']
256 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '291']
257 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '291']
258 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '291']
259 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '291']
260 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '291']
261 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '291']
262 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '291']
273 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '285']
274 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '285']
275 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '285']
276 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '285']
277 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '285']
278 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '285']
279 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '285']
280 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '285']
281 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '285']
282 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '285']
293 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '263']
294 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '263']
295 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '263']
296 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '263']
297 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '263']
298 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '263']
299 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '263']
300 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '263']
301 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '263']
302 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '229', '117', '280', '18', '112', '263']
313 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '283']
314 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '283']
315 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '283']
316 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '129']
317 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '129']
318 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '129']
319 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '129']
320 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '129']
321 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '129']
322 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '129']
323 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '129']
324 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '129']
325 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '129']
326 ['157', '239', '221', '155', '278', '123', '45', '146', '230', '117', '280', '18', '112', '229', '129']
337 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '129', '183']
338 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '129', '183']
339 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '129', '183']
340 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '129', '183']
341 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '129', '183']
342 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '129', '183']
343 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '129', '183']
344 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '129', '183']
345 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '129', '183']
346 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '129', '183']
357 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '314']
358 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '314']
359 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '314']
360 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '314']
361 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '314']
362 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '217']
363 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '217']
364 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '217']
365 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '217']
366 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '217']
367 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '217']
368 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '217']
369 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '217']
370 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '217']
371 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '217']
372 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '217']
383 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '129']
384 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '129']
385 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '129']
386 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '129']
387 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '129']
388 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '129']
389 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '129']
390 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '129']
391 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '129']
392 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '18', '112', '229', '183', '129']
403 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '291']
404 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '291']
405 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '291']
406 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '291']
407 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '291']
408 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '291']
409 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '291']
410 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '291']
411 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '291']
412 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '291']
423 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '43']
424 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '43']
425 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '43']
426 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '43']
427 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '43']
428 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '43']
429 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '43']
430 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '43']
431 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '43']
432 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '43']
443 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '126']
444 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '126']
445 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '126']
446 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '126']
447 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '212']
448 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '212']
449 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '212']
450 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '212']
451 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '212']
452 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '212']
453 ['157', '239', '221', '155', '278', '123', '45', '230', '117', '280', '112', '229', '183', '18', '212']
