0 ['168', '2', '132', '22', '202', '106', '31', '210', '308', '282', '137', '145', '149', '85', '123']
24 ['106', '31', '282', '123', '221', '132', '183', '21', '174', '157', '16', '8', '71', '43', '251']
25 ['106', '31', '282', '123', '221', '132', '183', '21', '174', '157', '16', '8', '71', '43', '251']
26 ['106', '31', '282', '123', '221', '132', '183', '21', '174', '157', '16', '8', '71', '43', '251']
27 ['106', '31', '282', '123', '221', '132', '183', '21', '174', '157', '16', '8', '71', '43', '251']
28 ['106', '31', '282', '123', '221', '132', '183', '21', '174', '157', '16', '8', '71', '43', '251']
29 ['106', '31', '282', '123', '221', '132', '183', '21', '174', '157', '16', '8', '71', '43', '251']
30 ['106', '31', '282', '123', '221', '132', '183', '21', '174', '157', '16', '8', '71', '43', '251']
31 ['106', '31', '282', '123', '221', '132', '183', '21', '174', '157', '16', '8', '71', '43', '251']
32 ['106', '31', '282', '123', '221', '132', '183', '21', '174', '157', '16', '8', '71', '43', '251']
33 ['106', '31', '282', '123', '221', '132', '183', '21', '174', '157', '16', '8', '71', '43', '251']
44 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '58', '173', '218', '266', '160', '301']
45 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '17', '293', '55', '49', '121', '24']
46 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '17', '293', '55', '49', '121', '24']
47 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '17', '293', '55', '49', '121', '24']
48 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '17', '293', '55', '49', '121', '24']
49 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '121', '24', '300', '320', '307', '279']
50 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '121', '24', '300', '320', '307', '279']
51 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '300', '320', '307', '279', '185']
52 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '300', '320', '307', '279', '185']
53 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '300', '320', '307', '279', '185']
54 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '42', '234', '148']
55 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '42', '234', '148']
56 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '42', '234', '148']
57 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '42', '234', '148']
58 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '42', '234', '148']
59 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '42', '234', '148']
60 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '42', '234', '148']
61 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '42', '234', '148']
62 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '42', '234', '148']
63 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '42', '234', '148']
64 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '42', '234', '148']
75 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '233', '144']
76 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '233', '144']
77 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '47', '3']
78 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '47', '3']
79 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '47', '3']
80 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '47', '3']
81 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '47', '3']
82 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '3', '117']
83 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '3', '117']
84 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '3', '117']
85 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '3', '117']
86 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '3', '117']
87 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '3', '117']
88 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '3', '117']
89 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '3', '117']
90 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '3', '117']
91 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '3', '117']
92 ['106', '31', '282', '123', '221', '132', '183', '157', '43', '24', '279', '185', '148', '3', '117']
103 ['106', '123', '221', '183', '157', '43', '24', '279', '148', '3', '117', '225', '68', '280', '88']
104 ['106', '123', '221', '183', '157', '43', '24', '279', '148', '3', '117', '225', '68', '280', '88']
105 ['106', '123', '221', '183', '157', '43', '24', '279', '148', '3', '117', '225', '68', '280', '88']
106 ['106', '123', '221', '183', '157', '43', '24', '279', '148', '3', '117', '225', '68', '280', '88']
107 ['106', '123', '221', '183', '157', '43', '24', '279', '148', '3', '117', '225', '68', '280', '88']
108 ['106', '123', '221', '183', '157', '43', '24', '279', '148', '3', '117', '225', '68', '280', '88']
109 ['106', '123', '221', '183', '157', '24', '279', '3', '117', '225', '68', '280', '88', '43', '136']
110 ['106', '123', '221', '183', '157', '24', '279', '3', '117', '225', '68', '280', '88', '43', '136']
111 ['106', '123', '221', '183', '157', '24', '279', '3', '117', '225', '68', '280', '88', '43', '136']
112 ['106', '123', '221', '183', '157', '24', '279', '3', '117', '225', '68', '280', '88', '43', '136']
113 ['106', '123', '221', '183', '157', '24', '279', '3', '117', '225', '68', '280', '88', '43', '136']
114 ['106', '123', '221', '183', '157', '24', '279', '3', '117', '225', '68', '280', '88', '43', '136']
115 ['106', '123', '221', '183', '157', '24', '279', '3', '117', '225', '68', '280', '88', '43', '136']
116 ['106', '123', '221', '183', '157', '24', '279', '3', '117', '225', '68', '280', '88', '43', '136']
117 ['106', '123', '221', '183', '157', '24', '279', '3', '117', '225', '68', '280', '88', '43', '136']
118 ['106', '123', '221', '183', '157', '24', '279', '3', '117', '225', '68', '280', '88', '43', '136']
119 ['106', '123', '221', '183', '157', '24', '279', '3', '117', '225', '68', '280', '88', '43', '136']
130 ['106', '123', '221', '183', '157', '24', '279', '117', '68', '280', '88', '43', '136', '324', '275']
131 ['106', '123', '221', '183', '157', '24', '279', '117', '68', '280', '88', '43', '136', '324', '275']
132 ['106', '123', '221', '183', '157', '24', '279', '117', '68', '280', '88', '43', '136', '324', '275']
133 ['106', '123', '221', '183', '157', '24', '279', '117', '68', '280', '88', '43', '136', '324', '275']
134 ['106', '123', '221', '183', '157', '24', '279', '117', '68', '280', '88', '43', '136', '324', '275']
135 ['106', '123', '221', '183', '157', '24', '279', '117', '68', '280', '88', '43', '136', '324', '275']
136 ['106', '123', '221', '183', '157', '24', '279', '117', '68', '280', '88', '43', '136', '324', '275']
137 ['106', '123', '221', '183', '157', '24', '279', '117', '68', '280', '88', '43', '136', '324', '275']
138 ['106', '123', '221', '183', '157', '24', '279', '117', '68', '280', '88', '43', '136', '324', '275']
139 ['106', '123', '221', '183', '157', '24', '279', '117', '68', '280', '88', '43', '136', '324', '275']
150 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '324', '275', '279', '123', '0']
151 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '324', '275', '279', '123', '0']
152 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '324', '275', '279', '123', '217']
153 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '217', '112']
154 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '217', '112']
155 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '217', '112']
156 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '217', '112']
157 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '217', '112']
158 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '217', '112']
159 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '217', '112']
160 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '217', '112']
161 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '217', '112']
162 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '217', '112']
163 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '112', '18']
164 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '112', '18']
165 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '112', '18']
166 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '112', '18']
167 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '136', '275', '279', '123', '112', '18']
168 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105']
169 ['106', '221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105']
170 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '208']
171 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '194']
172 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '194']
173 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '297']
174 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '297']
175 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '297']
176 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '297']
177 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '297']
178 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '297']
179 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '297']
180 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '297']
181 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '297']
182 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '297']
183 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '297']
194 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '255']
195 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '255']
196 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '255']
197 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '255']
198 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '255']
199 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '255']
200 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '255']
201 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '255']
202 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '255']
203 ['221', '183', '157', '24', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '255']
214 ['221', '183', '157', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '24', '225']
215 ['221', '183', '157', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '24', '225']
216 ['221', '183', '157', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '24', '225']
217 ['221', '183', '157', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '24', '225']
218 ['221', '183', '157', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '24', '225']
219 ['221', '183', '157', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '24', '225']
220 ['221', '183', '157', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '24', '225']
221 ['221', '183', '157', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '24', '225']
222 ['221', '183', '157', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '24', '225']
223 ['221', '183', '157', '117', '280', '88', '43', '275', '279', '123', '112', '18', '105', '24', '225']
234 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '189']
235 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '189']
236 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '189']
237 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '225']
238 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '225']
239 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '225']
240 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '225']
241 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '297']
242 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '297']
243 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '297']
244 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '297']
245 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '297']
246 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '297']
247 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '297']
248 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '297']
249 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '297']
250 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '297']
251 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '297']
262 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '217']
263 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '217']
264 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '217']
265 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '217']
266 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '217']
267 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '217']
268 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '217']
269 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '217']
270 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '217']
271 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '217']
282 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '291']
283 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '291']
284 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '291']
285 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '291']
286 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '291']
287 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '291']
288 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '291']
289 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '291']
290 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '291']
291 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '291']
302 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '54']
303 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '54']
304 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '54']
305 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '54']
306 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '54']
307 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '54']
308 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '245']
309 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '245']
310 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '245']
311 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '245']
312 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '245']
313 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '245']
314 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '245']
315 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '245']
316 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '245']
317 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '245']
318 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '105', '24', '123', '183', '245']
329 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '24', '123', '183', '105', '289']
330 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '24', '123', '183', '105', '289']
331 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '24', '123', '183', '105', '289']
332 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '24', '123', '183', '105', '289']
333 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '24', '123', '183', '105', '289']
334 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '24', '123', '183', '105', '289']
335 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '24', '123', '183', '105', '289']
336 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '24', '123', '183', '105', '289']
337 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '24', '123', '183', '105', '289']
338 ['221', '157', '117', '280', '88', '43', '275', '279', '112', '18', '24', '123', '183', '105', '289']
349 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '289', '38', '325']
350 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '289', '38', '325']
351 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '289', '38', '325']
352 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '289', '38', '325']
353 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '289', '38', '325']
354 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '289', '38', '325']
355 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '289', '38', '325']
356 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '289', '38', '325']
357 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '289', '38', '325']
358 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '289', '38', '325']
369 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '119']
370 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '225']
371 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '225']
372 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '225']
373 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '225']
374 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '321']
375 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '321']
376 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '321']
377 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '321']
378 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '321']
379 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '321']
380 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '321']
381 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '321']
382 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '321']
383 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '321']
384 ['221', '157', '117', '280', '43', '275', '279', '112', '18', '123', '183', '105', '38', '289', '321']
395 ['221', '157', '280', '43', '275', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264']
396 ['221', '157', '280', '43', '275', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264']
397 ['221', '157', '280', '43', '275', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264']
398 ['221', '157', '280', '43', '275', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264']
399 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264', '138']
400 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264', '138']
401 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264', '138']
402 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264', '138']
403 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264', '138']
404 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264', '138']
405 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264', '138']
406 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264', '138']
407 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264', '138']
408 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264', '138']
409 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '264', '138']
420 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '138', '245']
421 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '138', '245']
422 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '138', '245']
423 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '138', '245']
424 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '138', '245']
425 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '138', '245']
426 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '138', '245']
427 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '138', '245']
428 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '138', '245']
429 ['221', '157', '280', '43', '279', '112', '18', '183', '38', '289', '321', '105', '45', '138', '245']
440 ['221', '157', '280', '43', '279', '112', '18', '183', '289', '321', '105', '45', '138', '38', '132']
441 ['221', '157', '280', '43', '279', '112', '18', '183', '289', '321', '105', '45', '138', '38', '132']
442 ['221', '157', '280', '43', '279', '112', '18', '183', '289', '321', '105', '45', '138', '38', '132']
443 ['221', '157', '280', '43', '279', '112', '18', '183', '289', '321', '105', '45', '138', '38', '132']
444 ['221', '157', '280', '43', '279', '112', '18', '183', '289', '321', '105', '45', '138', '38', '132']
445 ['221', '157', '280', '43', '279', '112', '18', '183', '289', '321', '105', '45', '138', '38', '132']
446 ['221', '157', '280', '43', '279', '112', '18', '183', '289', '321', '105', '45', '138', '38', '132']
447 ['221', '157', '280', '43', '279', '112', '18', '183', '289', '321', '105', '45', '138', '38', '132']
448 ['221', '157', '280', '43', '279', '112', '18', '183', '289', '321', '105', '45', '138', '38', '132']
449 ['221', '157', '280', '43', '279', '112', '18', '183', '289', '321', '105', '45', '138', '38', '132']
460 ['221', '280', '43', '279', '112', '18', '289', '321', '105', '45', '138', '38', '157', '183', '96']
461 ['221', '280', '43', '279', '112', '18', '289', '321', '105', '45', '138', '38', '157', '183', '96']
462 ['221', '280', '43', '279', '112', '18', '289', '321', '105', '45', '138', '38', '157', '183', '96']
463 ['221', '280', '43', '279', '112', '18', '289', '321', '105', '45', '138', '38', '157', '183', '96']
