0 ['227', '223', '260', '82', '171', '247', '105', '187', '206', '5', '9', '113', '184', '266', '211']
147 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '132']
148 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '132']
149 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '132']
150 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '132']
151 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '132']
152 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '132']
153 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '132']
154 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '132']
155 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '132']
166 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88']
167 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88']
168 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88']
169 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88']
170 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88']
171 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88']
172 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88']
173 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88']
174 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88']
175 ['105', '9', '291', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88']
186 ['105', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88', '291', '245']
187 ['105', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88', '291', '245']
188 ['105', '106', '18', '264', '321', '278', '118', '239', '117', '43', '297', '193', '88', '291', '245']
189 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '193', '88', '291', '245', '45']
190 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '291', '245', '45', '231']
191 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '291', '245', '45', '231']
192 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '291', '245', '45', '231']
193 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '291', '245', '45', '280']
194 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '291', '245', '45', '280']
195 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '291', '245', '45', '280']
196 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '291', '245', '45', '280']
197 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '291', '245', '45', '280']
198 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '291', '245', '45', '280']
199 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '291', '245', '45', '280']
200 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157']
201 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157']
202 ['105', '106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157']
203 ['106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157', '23']
204 ['106', '18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157', '23']
205 ['18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157', '23', '283']
206 ['18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157', '23', '283']
207 ['18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157', '23', '283']
208 ['18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157', '23', '283']
209 ['18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157', '23', '283']
210 ['18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157', '23', '283']
211 ['18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157', '320', '124']
212 ['18', '264', '321', '278', '239', '117', '43', '297', '88', '245', '45', '280', '157', '320', '124']
213 ['18', '264', '321', '239', '117', '43', '297', '88', '245', '45', '280', '157', '124', '278', '24']
214 ['18', '264', '321', '239', '117', '43', '297', '88', '245', '45', '280', '157', '124', '278', '24']
215 ['18', '264', '321', '239', '117', '43', '297', '88', '245', '45', '280', '157', '124', '278', '24']
216 ['18', '264', '321', '239', '117', '43', '297', '88', '245', '45', '280', '157', '124', '278', '24']
217 ['18', '264', '321', '239', '117', '43', '297', '88', '245', '45', '280', '157', '124', '278', '24']
218 ['18', '264', '321', '239', '117', '43', '297', '88', '245', '45', '280', '157', '124', '278', '24']
219 ['18', '264', '321', '239', '117', '43', '297', '88', '245', '45', '280', '157', '124', '278', '24']
220 ['18', '264', '321', '239', '117', '43', '297', '88', '245', '45', '280', '157', '124', '278', '24']
221 ['18', '264', '321', '239', '117', '43', '297', '88', '245', '45', '280', '157', '124', '278', '24']
222 ['18', '264', '321', '239', '117', '43', '297', '88', '245', '45', '280', '157', '124', '278', '24']
223 ['18', '264', '321', '239', '117', '43', '297', '88', '245', '45', '280', '157', '124', '278', '24']
234 ['18', '264', '321', '239', '117', '43', '297', '88', '45', '280', '157', '124', '278', '24', '12']
235 ['18', '264', '321', '239', '117', '43', '297', '88', '45', '280', '157', '124', '278', '24', '12']
236 ['18', '264', '321', '239', '117', '43', '297', '88', '45', '280', '157', '124', '278', '24', '12']
237 ['18', '264', '321', '239', '117', '43', '297', '88', '45', '280', '157', '124', '278', '24', '12']
238 ['18', '264', '321', '239', '117', '43', '297', '88', '45', '280', '157', '124', '278', '24', '12']
239 ['18', '264', '321', '239', '117', '43', '297', '88', '45', '280', '157', '124', '278', '24', '12']
240 ['18', '264', '321', '239', '117', '43', '297', '88', '45', '280', '157', '124', '278', '24', '12']
241 ['18', '264', '321', '239', '117', '43', '297', '88', '45', '280', '157', '124', '278', '24', '12']
242 ['18', '264', '321', '239', '117', '43', '297', '88', '45', '280', '157', '124', '278', '24', '12']
243 ['18', '264', '321', '239', '117', '43', '297', '88', '45', '280', '157', '124', '278', '24', '12']
254 ['18', '264', '239', '43', '297', '88', '45', '280', '157', '124', '278', '24', '321', '117', '132']
255 ['18', '264', '239', '43', '297', '88', '45', '280', '157', '124', '278', '24', '321', '117', '132']
256 ['18', '264', '239', '43', '297', '88', '45', '280', '157', '124', '278', '24', '321', '117', '132']
257 ['18', '264', '239', '43', '297', '88', '45', '280', '157', '124', '278', '24', '321', '117', '132']
258 ['18', '264', '239', '43', '297', '88', '45', '280', '157', '124', '278', '24', '321', '117', '132']
259 ['18', '264', '239', '43', '297', '88', '45', '280', '157', '124', '278', '24', '321', '117', '132']
260 ['18', '264', '239', '43', '297', '88', '45', '280', '157', '124', '278', '24', '321', '117', '132']
261 ['18', '264', '239', '43', '297', '88', '45', '280', '157', '124', '278', '24', '321', '117', '132']
262 ['18', '264', '239', '43', '297', '88', '45', '280', '157', '124', '278', '24', '321', '117', '132']
263 ['18', '264', '239', '43', '297', '88', '45', '280', '157', '124', '278', '24', '321', '117', '132']
274 ['18', '264', '43', '297', '88', '45', '280', '157', '124', '278', '321', '117', '239', '38', '229']
275 ['18', '264', '43', '297', '88', '45', '280', '157', '124', '278', '321', '117', '239', '38', '229']
276 ['18', '264', '43', '297', '88', '45', '280', '157', '124', '278', '321', '117', '239', '38', '229']
277 ['18', '264', '43', '297', '88', '45', '280', '157', '124', '278', '321', '117', '239', '38', '229']
278 ['18', '264', '43', '297', '88', '45', '280', '157', '124', '278', '321', '117', '239', '38', '229']
279 ['18', '264', '43', '297', '88', '45', '280', '157', '124', '278', '321', '117', '239', '38', '229']
280 ['18', '264', '43', '297', '88', '45', '280', '157', '124', '278', '321', '117', '239', '38', '229']
281 ['18', '264', '43', '297', '88', '45', '280', '157', '124', '278', '321', '117', '239', '38', '229']
282 ['18', '264', '43', '297', '88', '45', '280', '157', '124', '278', '321', '117', '239', '38', '229']
283 ['18', '264', '43', '297', '88', '45', '280', '157', '124', '278', '321', '117', '239', '38', '229']
284 ['18', '264', '297', '88', '45', '280', '157', '124', '278', '321', '117', '239', '38', '229', '275']
285 ['18', '264', '297', '88', '45', '280', '157', '124', '278', '321', '117', '239', '38', '229', '275']
286 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '105']
287 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '36']
288 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '36']
289 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '36']
290 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '36']
291 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '36']
292 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '36']
293 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '36']
294 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '36']
295 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '36']
296 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '36']
297 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '36']
308 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '89']
309 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '89']
310 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '89']
311 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '89']
312 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '89']
313 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '89']
314 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '89']
315 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '255']
316 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '255']
317 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '255']
318 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '255']
319 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '255']
320 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '255']
321 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '255']
322 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '255']
323 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '255']
324 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '255']
325 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '117', '239', '38', '229', '275', '255']
336 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '105']
337 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '105']
338 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '105']
339 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '105']
340 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '105']
341 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '240']
342 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '240']
343 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '240']
344 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '240']
345 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '240']
346 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '92']
347 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112']
348 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112']
349 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112']
350 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112']
351 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112']
352 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112']
353 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112']
354 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112']
355 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112']
356 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112']
357 ['18', '264', '297', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112']
368 ['18', '264', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183']
369 ['18', '264', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183']
370 ['18', '264', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183']
371 ['18', '264', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183']
372 ['18', '264', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183']
373 ['18', '264', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183']
374 ['18', '264', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183']
375 ['18', '264', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183']
376 ['18', '264', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183']
377 ['18', '264', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183']
388 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183', '96']
389 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183', '96']
390 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183', '96']
391 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183', '96']
392 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '117', '112', '183', '96']
393 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '64']
394 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '64']
395 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '64']
396 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '64']
397 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '64']
398 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '64']
399 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '64']
400 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '64']
401 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '64']
402 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '64']
403 ['18', '88', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '64']
414 ['18', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '167', '242']
415 ['18', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '167', '242']
416 ['18', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '167', '242']
417 ['18', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '167', '242']
418 ['18', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '167', '242']
419 ['18', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '167', '242']
420 ['18', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '167', '242']
421 ['18', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '167', '242']
422 ['18', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '167', '242']
423 ['18', '45', '280', '157', '278', '321', '239', '38', '229', '275', '112', '183', '117', '167', '255']
