0 ['426', '201', '159', '487', '488', '312', '414', '41', '116', '26', '140', '226', '480', '145', '356', '498', '267', '182', '54', '244', '143', '209', '34', '372', '92', '17', '361', '277', '479', '389', '180', '216', '461', '376', '161', '381', '327', '83', '347', '131', '178', '368', '292', '308', '175', '252', '485', '193', '332', '138']
18 ['159', '414', '41', '356', '498', '267', '182', '244', '143', '209', '34', '92', '17', '277', '479', '389', '180', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12']
19 ['159', '414', '41', '356', '498', '267', '182', '244', '143', '209', '34', '92', '17', '277', '479', '389', '180', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12']
20 ['159', '414', '41', '356', '498', '267', '182', '244', '143', '209', '34', '92', '17', '277', '479', '389', '180', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12']
21 ['159', '414', '41', '356', '498', '267', '182', '244', '143', '209', '34', '92', '17', '277', '479', '389', '180', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12']
22 ['159', '414', '41', '356', '498', '267', '182', '244', '143', '209', '34', '92', '17', '277', '479', '389', '180', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12']
23 ['159', '414', '41', '356', '498', '267', '182', '244', '143', '209', '34', '92', '17', '277', '479', '389', '180', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12']
24 ['159', '414', '41', '356', '498', '267', '182', '244', '143', '209', '34', '92', '17', '277', '479', '389', '180', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12']
25 ['159', '414', '41', '356', '498', '267', '182', '244', '143', '209', '34', '92', '17', '277', '479', '389', '180', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12']
26 ['159', '414', '41', '356', '143', '34', '17', '277', '479', '389', '180', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68']
27 ['159', '414', '41', '356', '143', '34', '17', '277', '479', '389', '180', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68']
28 ['159', '414', '41', '356', '143', '34', '17', '277', '479', '389', '180', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68']
29 ['159', '414', '41', '356', '143', '34', '17', '277', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379']
30 ['159', '414', '41', '356', '143', '34', '17', '277', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379']
31 ['159', '414', '41', '356', '143', '34', '17', '277', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379']
32 ['159', '414', '41', '356', '143', '34', '17', '277', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379']
33 ['159', '414', '41', '356', '143', '34', '17', '277', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379']
34 ['159', '414', '41', '356', '143', '34', '17', '277', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379']
35 ['159', '414', '41', '356', '143', '34', '17', '277', '461', '376', '161', '381', '327', '347', '178', '292', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379']
36 ['159', '414', '41', '356', '143', '34', '17', '277', '461', '161', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47']
37 ['159', '414', '41', '356', '143', '34', '17', '277', '461', '161', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47']
38 ['159', '414', '41', '356', '143', '34', '17', '277', '461', '161', '175', '252', '485', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47']
39 ['159', '414', '41', '356', '143', '34', '17', '277', '461', '161', '175', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47', '237', '9']
40 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '222', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47', '237', '9', '220']
41 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '332', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47', '237', '9', '220', '352']
42 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47', '237', '9', '220', '352', '51']
43 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '138', '83', '67', '429', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47', '237', '9', '220', '352', '51']
44 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47', '237', '9', '220', '352', '51', '320', '21']
45 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47', '237', '9', '220', '352', '320', '21', '88']
46 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '361', '122', '317', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47', '237', '9', '220', '352', '320', '21', '88']
47 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47', '237', '9', '220', '352', '320', '21', '88', '453', '19']
48 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '372', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47', '237', '9', '220', '352', '320', '21', '88', '453', '19']
49 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '351', '62', '435', '406', '235', '47', '237', '9', '220', '352', '320', '21', '88', '453', '19', '5']
50 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '237', '9', '220', '352', '320', '21', '88', '453', '19', '5', '486']
51 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '237', '9', '220', '352', '320', '21', '88', '453', '19', '5', '486']
52 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '237', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474']
53 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '237', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474']
54 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '237', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474']
55 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '384', '362', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '237', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474']
56 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '237', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141']
57 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363']
58 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '323', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363']
59 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '48', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76']
60 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251']
61 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251']
62 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251']
63 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251']
64 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251']
65 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251']
66 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251']
67 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '412', '204', '236', '269', '35', '12', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251']
68 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '338', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251', '408', '336', '12', '210']
69 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306']
70 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306']
71 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306']
72 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306']
73 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306']
74 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306']
75 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306']
76 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '219', '478', '313', '445', '68', '395', '409', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306']
77 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '68', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '474', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306', '253', '115', '292', '434', '447', '1']
78 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '68', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306', '253', '115', '292', '434', '447', '1', '488']
79 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '68', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '453', '19', '5', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306', '253', '115', '292', '434', '447', '1', '488']
80 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '236', '35', '68', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '19', '5', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306', '253', '115', '292', '434', '447', '1', '488', '53']
81 ['159', '414', '41', '356', '143', '34', '277', '461', '161', '175', '193', '83', '67', '122', '103', '35', '68', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '19', '5', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306', '253', '115', '292', '434', '447', '1', '488', '53', '327']
82 ['159', '414', '41', '356', '143', '34', '461', '161', '175', '193', '83', '67', '122', '103', '35', '68', '379', '62', '435', '406', '235', '47', '9', '220', '352', '320', '21', '88', '19', '5', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306', '253', '115', '292', '434', '447', '1', '488', '53', '327', '460']
83 ['159', '414', '41', '356', '143', '34', '461', '161', '175', '193', '83', '67', '122', '103', '35', '68', '379', '62', '435', '406', '235', '47', '220', '352', '320', '21', '88', '19', '5', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306', '253', '115', '292', '434', '447', '1', '488', '53', '327', '460', '381']
84 ['159', '414', '41', '356', '143', '34', '461', '161', '175', '193', '83', '67', '122', '103', '35', '68', '379', '62', '435', '406', '235', '47', '220', '352', '320', '21', '88', '19', '5', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306', '253', '115', '292', '434', '447', '1', '488', '53', '327', '460', '381']
85 ['159', '414', '41', '356', '143', '34', '461', '161', '175', '193', '83', '67', '122', '103', '35', '68', '379', '62', '435', '406', '235', '47', '220', '352', '320', '88', '19', '5', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306', '253', '115', '292', '434', '447', '1', '488', '53', '327', '460', '381', '0']
86 ['159', '414', '41', '356', '143', '34', '461', '161', '175', '193', '83', '67', '122', '103', '35', '68', '379', '62', '435', '406', '235', '47', '220', '320', '88', '19', '5', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306', '253', '115', '292', '434', '447', '1', '488', '53', '327', '460', '381', '0', '380']
87 ['159', '414', '41', '356', '143', '34', '461', '161', '175', '193', '83', '67', '122', '103', '35', '68', '379', '62', '435', '406', '235', '47', '220', '320', '88', '19', '5', '392', '141', '363', '76', '251', '408', '336', '12', '210', '306', '253', '115', '292', '434', '447', '1', '488', '53', '327', '460', '381', '0', '380']
88 ['159', '414', '41', '356', '143', '34', '461', '161', '175', '193', '67', '122', '103', '35', '68', '379', '62', '435', '406', '235', '47', '220', '320', '88', '19', '5', '392', '141', '363', '76', '251', '408', '336', '210', '306', '253', '115', '292', '434', '447', '1', '488', '53', '327', '460', '381', '0', '380', '83', '357']
