0 ['164', '100', '252', '317', '312', '169', '13', '223', '247', '50', '318', '109', '79', '255', '85', '215', '221', '96', '7', '136', '195', '227', '254', '135', '113', '126', '40', '296', '61', '133', '146', '94', '307']
27 ['252', '312', '169', '50', '109', '255', '85', '215', '221', '7', '195', '254', '135', '113', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '62', '24', '111', '176']
28 ['252', '312', '50', '109', '85', '215', '221', '7', '195', '254', '135', '113', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '111', '176', '169', '255', '82']
29 ['252', '312', '50', '109', '85', '215', '221', '7', '195', '254', '135', '113', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '111', '176', '169', '255', '82']
30 ['252', '312', '50', '109', '85', '215', '221', '7', '195', '254', '135', '113', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277']
31 ['252', '50', '109', '85', '215', '221', '7', '195', '254', '135', '113', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48']
32 ['252', '50', '109', '85', '215', '7', '195', '254', '135', '113', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171']
33 ['252', '50', '109', '85', '215', '7', '195', '254', '135', '113', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171']
34 ['252', '50', '109', '85', '215', '7', '195', '254', '135', '113', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171']
35 ['252', '50', '109', '85', '215', '7', '195', '254', '135', '113', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171']
36 ['252', '50', '109', '85', '215', '7', '195', '254', '135', '113', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171']
37 ['252', '50', '109', '85', '215', '7', '195', '254', '135', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295']
38 ['252', '50', '109', '85', '215', '7', '195', '254', '135', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295']
39 ['252', '50', '109', '85', '215', '7', '195', '254', '135', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295']
40 ['252', '50', '109', '85', '215', '7', '195', '254', '135', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295']
41 ['252', '50', '109', '85', '215', '7', '195', '254', '135', '126', '296', '133', '146', '94', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295']
42 ['252', '50', '109', '85', '215', '7', '195', '254', '296', '133', '146', '307', '223', '78', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301']
43 ['252', '50', '109', '85', '215', '7', '195', '254', '296', '133', '146', '307', '223', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186']
44 ['252', '50', '109', '85', '215', '7', '195', '254', '296', '133', '146', '307', '223', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186']
45 ['252', '50', '109', '85', '215', '7', '195', '254', '296', '133', '146', '307', '223', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186']
46 ['252', '50', '109', '85', '215', '7', '195', '254', '133', '146', '307', '223', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308']
47 ['252', '50', '109', '85', '215', '7', '195', '254', '133', '146', '307', '223', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308']
48 ['252', '50', '109', '85', '215', '7', '195', '254', '133', '146', '307', '223', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308']
49 ['252', '50', '109', '85', '215', '7', '195', '254', '133', '146', '307', '223', '306', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308']
50 ['252', '50', '109', '85', '215', '7', '195', '254', '133', '146', '307', '223', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308', '153']
51 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '298', '278', '233', '185', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308', '153', '196']
52 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '298', '278', '233', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308', '153', '196', '257']
53 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '298', '278', '233', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308', '153', '196', '257']
54 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '298', '278', '233', '97', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308', '153', '196', '257']
55 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '278', '233', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308', '153', '196', '257', '110', '30']
56 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '278', '233', '24', '176', '169', '255', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308', '153', '196', '257', '110', '30']
57 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '278', '233', '24', '176', '169', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308', '153', '196', '257', '110', '30', '12']
58 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '278', '233', '24', '176', '169', '82', '277', '48', '171', '295', '51', '89', '301', '186', '308', '153', '196', '257', '110', '30', '12']
59 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '278', '233', '24', '176', '169', '82', '277', '48', '171', '51', '89', '301', '186', '308', '153', '196', '257', '110', '30', '12', '229']
60 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '278', '233', '24', '176', '169', '82', '277', '48', '171', '51', '89', '301', '186', '308', '153', '196', '257', '110', '30', '12', '229']
61 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '278', '24', '176', '169', '82', '277', '48', '171', '51', '89', '301', '186', '308', '153', '196', '110', '30', '12', '229', '257', '280']
62 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '278', '24', '176', '169', '82', '277', '48', '171', '51', '89', '301', '186', '308', '153', '196', '110', '30', '12', '229', '257', '280']
63 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '278', '24', '176', '169', '82', '277', '48', '171', '51', '89', '301', '186', '308', '153', '196', '110', '30', '12', '229', '257', '280']
64 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '278', '24', '176', '169', '82', '277', '48', '171', '51', '89', '301', '186', '308', '153', '196', '110', '30', '12', '229', '257', '280']
65 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '278', '24', '176', '169', '82', '277', '48', '171', '51', '89', '301', '186', '308', '153', '196', '110', '30', '12', '229', '257', '280']
66 ['252', '50', '109', '85', '215', '7', '195', '254', '146', '307', '223', '208', '278', '24', '176', '169', '82', '277', '48', '171', '51', '89', '301', '186', '308', '153', '196', '110', '30', '12', '229', '257', '280']
67 ['252', '50', '109', '85', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '82', '277', '48', '171', '301', '186', '308', '153', '196', '30', '12', '229', '257', '280', '119', '42', '254', '59']
68 ['252', '50', '109', '85', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '48', '171', '301', '186', '308', '153', '196', '30', '12', '229', '257', '280', '119', '42', '254', '59', '219']
69 ['252', '50', '109', '85', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '48', '171', '301', '186', '308', '153', '196', '30', '12', '229', '257', '119', '42', '254', '59', '219', '217']
70 ['252', '50', '109', '85', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '48', '171', '301', '186', '308', '153', '196', '30', '12', '229', '257', '119', '42', '254', '59', '219', '217']
71 ['252', '50', '109', '85', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '48', '171', '301', '186', '308', '153', '196', '30', '12', '229', '257', '119', '42', '254', '59', '219', '217']
72 ['252', '50', '109', '85', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '48', '171', '301', '186', '308', '153', '196', '30', '12', '229', '257', '119', '42', '254', '59', '219', '217']
73 ['252', '50', '109', '85', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '48', '171', '301', '186', '308', '153', '196', '30', '12', '229', '257', '119', '42', '254', '59', '219', '217']
74 ['252', '50', '109', '85', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '48', '171', '301', '186', '308', '153', '196', '30', '12', '229', '257', '119', '42', '254', '59', '219', '217']
75 ['252', '50', '109', '85', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '48', '171', '301', '186', '308', '153', '196', '30', '12', '229', '257', '119', '42', '254', '59', '219', '217']
76 ['252', '50', '109', '85', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '48', '171', '186', '308', '153', '196', '30', '12', '229', '257', '254', '59', '219', '217', '301', '285', '46']
77 ['50', '109', '85', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '48', '171', '186', '308', '153', '196', '30', '12', '229', '257', '254', '59', '219', '217', '301', '285', '46', '44']
78 ['50', '109', '85', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '48', '171', '186', '308', '153', '196', '30', '12', '229', '257', '254', '59', '219', '217', '301', '285', '46', '44']
79 ['50', '109', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '171', '186', '308', '153', '196', '30', '12', '229', '257', '254', '59', '219', '217', '301', '285', '46', '44', '26', '300']
80 ['50', '109', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '186', '308', '153', '196', '30', '12', '229', '257', '254', '59', '219', '217', '301', '285', '46', '44', '26', '300', '0']
81 ['50', '109', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '186', '308', '153', '196', '30', '12', '229', '257', '254', '59', '219', '217', '301', '285', '46', '44', '26', '300', '0']
82 ['50', '109', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '301', '285', '46', '44', '26', '300', '0', '323', '216']
83 ['50', '109', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '301', '46', '44', '26', '300', '0', '323', '216', '293']
84 ['50', '109', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '301', '46', '44', '300', '0', '323', '216', '293', '32']
85 ['50', '109', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '301', '46', '44', '300', '0', '323', '216', '293', '32']
86 ['50', '109', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '301', '46', '44', '300', '0', '323', '216', '293', '32']
87 ['50', '109', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '301', '46', '44', '300', '0', '323', '216', '293', '32']
88 ['50', '109', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '301', '46', '44', '300', '0', '216', '293', '32', '224']
89 ['50', '109', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '301', '46', '44', '300', '0', '216', '293', '32', '224']
90 ['50', '109', '215', '7', '195', '146', '307', '223', '208', '278', '24', '176', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '301', '46', '44', '300', '0', '216', '293', '32', '224']
91 ['50', '109', '215', '7', '195', '146', '307', '278', '24', '176', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '301', '46', '44', '300', '0', '216', '293', '32', '224', '208', '279']
92 ['50', '109', '215', '7', '195', '146', '307', '278', '24', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '301', '46', '44', '300', '0', '216', '293', '32', '224', '208', '279', '79']
93 ['50', '109', '215', '7', '195', '146', '307', '278', '24', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '301', '46', '44', '300', '0', '216', '293', '32', '224', '208', '279', '79']
94 ['50', '109', '215', '7', '195', '146', '307', '278', '24', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '46', '44', '300', '0', '216', '293', '32', '224', '208', '279', '79', '86']
95 ['50', '109', '215', '7', '195', '146', '307', '278', '24', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '46', '44', '300', '0', '216', '293', '32', '224', '208', '279', '79', '86']
96 ['50', '109', '7', '195', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '46', '44', '300', '0', '216', '293', '32', '224', '208', '279', '79', '86', '215', '52']
97 ['50', '109', '7', '195', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '254', '219', '217', '46', '44', '300', '0', '216', '293', '32', '224', '208', '279', '79', '86', '215', '52']
98 ['50', '109', '7', '195', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '219', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '86', '215', '52', '254', '295']
99 ['50', '109', '7', '195', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '219', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '86', '215', '52', '254', '295']
100 ['50', '109', '7', '195', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '219', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '295', '254', '126']
101 ['50', '109', '7', '195', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '219', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '295', '254', '126']
102 ['50', '109', '7', '195', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '219', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '295', '254', '126']
103 ['50', '109', '7', '195', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '219', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '295', '254', '126']
104 ['50', '109', '7', '195', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '219', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '295', '254', '126']
105 ['50', '109', '7', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '219', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '254', '126', '295', '98']
106 ['50', '109', '7', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '219', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '254', '126', '295', '98']
107 ['50', '109', '7', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '219', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '254', '126', '295', '98']
108 ['50', '109', '7', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '219', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '254', '126', '295', '98']
109 ['50', '109', '7', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '257', '219', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '254', '126', '295', '98']
110 ['50', '109', '7', '146', '307', '278', '169', '277', '186', '308', '153', '30', '12', '229', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '254', '126', '295', '98', '194', '316']
111 ['50', '109', '7', '146', '307', '278', '277', '186', '308', '153', '30', '12', '229', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '254', '126', '295', '98', '194', '316', '227']
112 ['50', '109', '7', '146', '307', '278', '277', '186', '308', '153', '30', '12', '229', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '254', '126', '295', '98', '194', '316', '227']
113 ['50', '109', '7', '146', '307', '278', '277', '186', '308', '153', '30', '12', '229', '217', '46', '44', '300', '0', '216', '293', '224', '208', '279', '79', '215', '52', '254', '126', '295', '98', '194', '316', '227']
114 ['50', '7', '146', '307', '278', '277', '186', '308', '153', '30', '12', '229', '217', '46', '44', '300', '0', '216', '293', '224', '279', '79', '215', '52', '254', '126', '295', '98', '194', '316', '227', '109', '117']
115 ['50', '7', '146', '307', '278', '277', '186', '308', '153', '30', '12', '229', '217', '46', '44', '300', '0', '216', '293', '279', '79', '215', '52', '254', '126', '295', '98', '194', '316', '227', '109', '117', '175']
116 ['50', '7', '146', '307', '278', '277', '186', '308', '153', '30', '12', '229', '217', '46', '44', '300', '0', '216', '293', '279', '79', '215', '52', '254', '295', '98', '194', '316', '227', '109', '117', '175', '107']
117 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '217', '46', '44', '300', '0', '216', '293', '279', '79', '215', '52', '254', '295', '98', '194', '316', '227', '109', '117', '175', '107', '209']
118 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '215', '52', '254', '295', '98', '194', '316', '227', '109', '117', '175', '107', '209', '174']
119 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '215', '52', '254', '295', '98', '194', '316', '227', '109', '117', '175', '107', '209', '174']
120 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '215', '52', '254', '295', '98', '194', '316', '227', '109', '117', '175', '107', '209', '174']
121 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '215', '52', '254', '295', '98', '194', '316', '227', '109', '117', '175', '107', '209', '174']
122 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '52', '254', '295', '98', '194', '316', '227', '109', '117', '175', '107', '209', '174', '304']
123 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '52', '254', '295', '98', '194', '316', '227', '109', '117', '107', '209', '174', '304', '274']
124 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '52', '254', '295', '98', '194', '316', '227', '109', '117', '107', '209', '174', '304', '274']
125 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '52', '254', '295', '98', '194', '316', '227', '109', '117', '107', '209', '174', '304', '274']
126 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '52', '254', '295', '98', '194', '316', '227', '109', '117', '107', '209', '174', '304', '274']
127 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '52', '254', '295', '98', '194', '316', '227', '109', '117', '107', '209', '174', '304', '274']
128 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '52', '254', '295', '98', '194', '316', '227', '109', '117', '107', '209', '174', '304', '274']
129 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '52', '254', '295', '98', '194', '316', '227', '109', '117', '209', '174', '304', '274', '302']
130 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '52', '254', '295', '98', '194', '316', '227', '109', '117', '209', '174', '304', '274', '302']
131 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '52', '254', '295', '98', '194', '316', '227', '109', '117', '209', '174', '304', '274', '302']
132 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '52', '254', '295', '98', '194', '316', '227', '109', '117', '209', '174', '304', '274', '302']
133 ['50', '7', '146', '307', '278', '277', '186', '308', '30', '12', '229', '46', '44', '300', '0', '216', '293', '279', '79', '254', '295', '98', '194', '316', '227', '109', '117', '209', '174', '304', '274', '302', '164']
