0 ['225', '241', '230', '152', '245', '67', '145', '195', '105', '179', '182', '161', '61', '157', '68', '104', '24', '187', '97', '39', '95', '189', '211', '25', '120']
13 ['225', '230', '245', '161', '61', '157', '68', '104', '24', '97', '39', '95', '211', '120', '231', '45', '41', '249', '25', '187', '189', '23', '166', '146', '116']
14 ['225', '230', '245', '161', '61', '157', '68', '104', '24', '97', '39', '95', '211', '120', '231', '45', '41', '249', '25', '187', '189', '23', '166', '146', '116']
15 ['225', '230', '245', '161', '61', '157', '68', '104', '24', '97', '39', '95', '211', '120', '231', '45', '41', '249', '25', '187', '189', '23', '166', '146', '116']
16 ['225', '230', '245', '161', '61', '157', '68', '104', '24', '97', '39', '95', '211', '120', '231', '45', '41', '249', '25', '187', '189', '23', '166', '146', '116']
17 ['225', '230', '245', '161', '61', '157', '68', '104', '24', '97', '39', '95', '211', '120', '231', '45', '41', '249', '25', '187', '189', '23', '166', '146', '116']
18 ['225', '230', '245', '161', '61', '157', '68', '104', '24', '97', '39', '95', '211', '120', '231', '45', '41', '249', '25', '187', '189', '23', '166', '146', '116']
19 ['225', '230', '245', '161', '61', '157', '68', '104', '24', '97', '39', '95', '211', '120', '231', '45', '41', '249', '25', '187', '189', '23', '166', '146', '116']
20 ['225', '230', '245', '161', '61', '157', '68', '104', '24', '97', '39', '95', '211', '120', '231', '45', '41', '249', '25', '187', '189', '23', '166', '146', '116']
21 ['225', '230', '245', '161', '61', '157', '68', '104', '24', '97', '39', '95', '211', '120', '231', '45', '41', '249', '25', '187', '189', '23', '166', '146', '116']
32 ['225', '230', '245', '95', '231', '116', '55', '5', '143', '29', '50', '46', '164', '38', '13', '28', '227', '10', '236', '186', '78', '159', '127', '210', '203']
33 ['225', '230', '245', '95', '231', '116', '55', '5', '143', '29', '50', '46', '164', '38', '13', '28', '227', '10', '236', '186', '78', '159', '127', '210', '203']
34 ['225', '230', '245', '95', '231', '116', '55', '5', '143', '29', '50', '46', '164', '38', '13', '28', '227', '10', '236', '186', '78', '159', '127', '210', '203']
35 ['225', '230', '245', '95', '231', '116', '55', '5', '143', '29', '50', '46', '164', '38', '13', '28', '227', '10', '236', '186', '78', '159', '127', '210', '203']
36 ['225', '230', '245', '95', '231', '116', '55', '5', '143', '29', '50', '46', '164', '38', '13', '28', '227', '10', '236', '186', '78', '159', '127', '210', '203']
37 ['225', '230', '245', '95', '231', '116', '55', '5', '143', '29', '50', '46', '164', '38', '13', '28', '227', '10', '236', '186', '78', '159', '127', '210', '203']
38 ['225', '230', '245', '95', '231', '116', '55', '5', '143', '29', '50', '46', '164', '38', '13', '28', '227', '10', '236', '186', '78', '159', '127', '210', '203']
39 ['225', '230', '245', '95', '231', '116', '55', '5', '143', '29', '50', '46', '164', '38', '13', '28', '227', '10', '236', '186', '78', '159', '127', '210', '203']
40 ['225', '230', '245', '95', '231', '116', '55', '5', '143', '29', '50', '46', '164', '38', '13', '28', '227', '10', '236', '186', '78', '159', '127', '210', '203']
41 ['225', '230', '245', '95', '231', '116', '55', '5', '143', '29', '50', '46', '164', '38', '13', '28', '227', '10', '236', '186', '78', '159', '127', '210', '203']
42 ['225', '230', '245', '95', '231', '116', '55', '5', '143', '29', '50', '46', '164', '38', '13', '28', '227', '10', '236', '186', '78', '159', '127', '210', '203']
53 ['225', '230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '58', '145', '43', '1', '161', '30', '106', '164', '36', '60', '9', '103', '226']
54 ['225', '230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '58', '145', '43', '1', '161', '30', '106', '164', '36', '60', '9', '103', '226']
55 ['225', '230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '58', '145', '43', '1', '161', '30', '106', '164', '36', '60', '9', '103', '226']
56 ['225', '230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '58', '145', '43', '1', '161', '30', '106', '164', '36', '60', '9', '103', '226']
57 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '9', '103', '226', '225', '20', '221', '147', '23', '27', '177', '37', '198']
58 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '9', '103', '226', '225', '20', '221', '147', '23', '27', '177', '37', '198']
59 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '9', '103', '226', '225', '20', '221', '147', '23', '27', '177', '37', '198']
60 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '9', '103', '226', '225', '20', '221', '147', '23', '27', '177', '37', '198']
61 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '9', '103', '226', '225', '20', '221', '147', '23', '27', '177', '37', '198']
62 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '9', '103', '226', '225', '20', '221', '147', '23', '27', '177', '37', '198']
63 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '9', '103', '226', '225', '20', '221', '147', '23', '27', '177', '37', '198']
64 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '37', '198', '97', '41', '113', '241', '147', '237', '93']
65 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '37', '198', '97', '41', '113', '241', '147', '237', '93']
66 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '37', '198', '97', '41', '113', '241', '147', '237', '93']
67 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '37', '198', '97', '41', '113', '241', '147', '237', '93']
68 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '37', '198', '97', '41', '113', '241', '147', '237', '93']
69 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '37', '198', '97', '41', '113', '241', '147', '237', '93']
70 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '37', '198', '97', '41', '113', '241', '147', '237', '93']
71 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '37', '198', '97', '41', '113', '241', '147', '237', '93']
72 ['230', '245', '95', '231', '116', '46', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '37', '198', '97', '41', '113', '241', '147', '237', '93']
73 ['230', '245', '95', '231', '116', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '198', '237', '64', '222', '167', '77', '46', '164', '8', '27']
74 ['230', '245', '95', '231', '116', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '198', '237', '64', '222', '167', '77', '46', '164', '8', '27']
75 ['230', '245', '95', '231', '116', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '198', '237', '64', '222', '167', '77', '46', '164', '8', '27']
76 ['230', '245', '95', '231', '116', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '198', '237', '64', '222', '167', '77', '46', '164', '8', '27']
77 ['230', '245', '95', '231', '116', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '198', '237', '64', '222', '167', '77', '46', '164', '8', '27']
78 ['230', '245', '95', '231', '116', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '180', '237', '58', '194']
79 ['230', '245', '95', '231', '116', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '180', '237', '58', '194']
80 ['230', '245', '95', '231', '116', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '237', '58', '194', '4']
81 ['230', '245', '95', '231', '116', '227', '10', '236', '127', '203', '145', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '237', '58', '194', '4']
82 ['230', '245', '95', '231', '116', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '237', '58', '194', '4', '236', '128']
83 ['230', '245', '95', '231', '116', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '237', '58', '194', '4', '236', '128']
84 ['230', '245', '95', '231', '116', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '237', '58', '194', '4', '236', '128']
85 ['230', '245', '95', '231', '116', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '237', '58', '194', '4', '236', '128']
86 ['230', '245', '95', '231', '116', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '237', '58', '194', '4', '236', '128']
87 ['230', '245', '95', '231', '116', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '222', '135']
88 ['230', '245', '95', '231', '116', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '222', '135']
89 ['230', '245', '95', '231', '116', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '222', '135']
90 ['230', '245', '95', '231', '116', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '222', '135']
91 ['230', '245', '95', '231', '116', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '222', '135']
92 ['230', '245', '95', '231', '116', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '222', '135']
93 ['230', '245', '95', '231', '116', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '222', '135']
94 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '105']
95 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '105']
96 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '105']
97 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '105']
98 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '105']
99 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209']
100 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209']
101 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209']
102 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209']
103 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209']
104 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209']
105 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209']
106 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209']
107 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209']
108 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209']
109 ['230', '245', '95', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209']
120 ['245', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209', '230', '196']
121 ['245', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209', '230', '196']
122 ['245', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209', '230', '196']
123 ['245', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209', '230', '196']
124 ['245', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209', '230', '196']
125 ['245', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209', '230', '196']
126 ['245', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209', '230', '196']
127 ['245', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209', '230', '196']
128 ['245', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209', '230', '196']
129 ['245', '231', '227', '10', '127', '203', '36', '226', '225', '177', '198', '77', '46', '164', '8', '27', '194', '4', '236', '128', '135', '224', '209', '230', '196']
140 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '194', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179']
141 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '194', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179']
142 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '194', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179']
143 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '194', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179']
144 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '194', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179']
145 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179', '121']
146 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179', '121']
147 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179', '121']
148 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179', '121']
149 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179', '121']
150 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179', '121']
151 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179', '121']
152 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179', '121']
153 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179', '121']
154 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179', '121']
155 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '209', '230', '196', '113', '2', '179', '121']
166 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '171']
167 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '27', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '171']
168 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '27', '135']
169 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '27', '135']
170 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '27', '135']
171 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '27', '135']
172 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '27', '135']
173 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '27', '135']
174 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '27', '135']
175 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '27', '135']
176 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '27', '135']
177 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '27', '135']
178 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '196', '113', '2', '179', '121', '230', '27', '135']
189 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '113', '179', '121', '230', '27', '135', '191', '94']
190 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '113', '179', '121', '230', '27', '135', '191', '94']
191 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '113', '179', '121', '230', '27', '135', '191', '94']
192 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '113', '179', '121', '230', '27', '135', '191', '94']
193 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '113', '179', '121', '230', '27', '135', '191', '94']
194 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '113', '179', '121', '230', '27', '135', '191', '94']
195 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '113', '179', '121', '230', '27', '135', '191', '94']
196 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '113', '179', '121', '230', '27', '135', '191', '94']
197 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '113', '179', '121', '230', '27', '135', '191', '94']
198 ['245', '231', '227', '10', '127', '36', '226', '225', '177', '77', '46', '164', '8', '4', '236', '128', '224', '113', '179', '121', '230', '27', '135', '191', '94']
209 ['245', '231', '227', '10', '127', '36', '226', '77', '46', '164', '8', '4', '236', '128', '224', '113', '179', '121', '230', '27', '135', '191', '177', '225', '213']
210 ['245', '231', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '230', '27', '135', '191', '177', '225', '179', '234', '199']
211 ['245', '231', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '230', '27', '135', '191', '177', '225', '179', '234', '199']
212 ['245', '231', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '230', '27', '135', '191', '177', '225', '179', '234', '199']
213 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '251']
214 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '251']
215 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '251']
216 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '251']
217 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '251']
218 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '251']
219 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '251']
220 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '251']
221 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '251']
222 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '251']
223 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '251']
234 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '1']
235 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '1']
236 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '1']
237 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '1']
238 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '1']
239 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '1']
240 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '1']
241 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '1']
242 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '1']
243 ['245', '227', '10', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '113', '121', '27', '135', '191', '177', '225', '179', '234', '230', '238', '1']
254 ['245', '227', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '121', '27', '135', '191', '177', '234', '10', '230', '179', '111', '238', '237', '18']
255 ['245', '227', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '121', '27', '135', '191', '177', '234', '10', '230', '179', '111', '238', '237', '18']
256 ['245', '227', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '121', '27', '135', '191', '177', '234', '10', '230', '179', '111', '238', '237', '18']
257 ['245', '227', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '121', '27', '135', '191', '177', '234', '10', '230', '179', '111', '238', '237', '18']
258 ['245', '227', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '121', '27', '135', '191', '177', '234', '10', '230', '179', '111', '238', '237', '18']
259 ['245', '227', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '121', '27', '135', '191', '177', '234', '10', '230', '179', '111', '238', '237', '18']
260 ['245', '227', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '121', '27', '135', '191', '177', '234', '10', '230', '179', '111', '238', '237', '18']
261 ['245', '227', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '121', '27', '135', '191', '177', '234', '10', '230', '179', '111', '238', '237', '18']
262 ['245', '227', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '121', '27', '135', '191', '177', '234', '10', '230', '179', '111', '238', '237', '18']
263 ['245', '227', '127', '36', '77', '46', '164', '8', '4', '236', '128', '224', '121', '27', '135', '191', '177', '234', '10', '230', '179', '111', '238', '237', '18']
274 ['245', '227', '127', '36', '77', '46', '164', '8', '4', '236', '128', '121', '27', '135', '191', '177', '234', '10', '230', '179', '238', '224', '155', '48', '161']
275 ['245', '227', '127', '36', '77', '46', '164', '8', '4', '236', '128', '121', '27', '135', '191', '177', '234', '10', '230', '179', '238', '224', '155', '48', '161']
