0 ['166', '168', '173', '94', '167', '123', '161', '1', '14', '194', '162', '170', '26', '68', '245', '63', '133', '196', '92', '232', '115', '5', '137', '118', '112']
13 ['167', '123', '161', '1', '14', '194', '162', '170', '26', '68', '245', '63', '133', '196', '92', '232', '115', '5', '137', '118', '164', '112', '146', '59', '188']
14 ['167', '123', '161', '1', '14', '194', '162', '170', '26', '68', '245', '63', '133', '196', '92', '232', '115', '5', '137', '118', '164', '112', '146', '59', '188']
25 ['194', '26', '196', '115', '5', '137', '118', '164', '112', '146', '59', '188', '213', '232', '156', '37', '7', '90', '80', '142', '152', '158', '240', '221', '50']
26 ['194', '26', '196', '115', '5', '137', '118', '164', '112', '146', '59', '188', '213', '232', '156', '37', '7', '90', '80', '142', '152', '158', '240', '221', '50']
27 ['194', '26', '196', '115', '5', '137', '118', '164', '112', '146', '59', '188', '213', '232', '156', '37', '7', '90', '80', '142', '152', '158', '240', '221', '50']
28 ['194', '26', '196', '115', '5', '137', '118', '164', '112', '146', '59', '188', '213', '232', '156', '37', '7', '90', '80', '142', '152', '158', '240', '221', '50']
29 ['194', '26', '196', '115', '5', '137', '118', '164', '112', '146', '59', '188', '213', '232', '156', '37', '7', '90', '80', '142', '152', '158', '240', '221', '50']
30 ['194', '26', '196', '115', '5', '137', '118', '164', '112', '146', '59', '188', '213', '232', '156', '37', '7', '90', '80', '142', '152', '158', '240', '221', '50']
31 ['194', '26', '196', '115', '5', '137', '118', '164', '112', '146', '59', '188', '213', '232', '156', '37', '7', '90', '80', '142', '152', '158', '240', '221', '50']
32 ['194', '26', '196', '115', '5', '137', '118', '164', '112', '146', '59', '188', '213', '232', '156', '37', '7', '90', '80', '142', '152', '158', '240', '221', '50']
33 ['194', '26', '196', '115', '5', '137', '118', '164', '112', '146', '59', '188', '213', '232', '156', '37', '7', '90', '80', '142', '152', '158', '240', '221', '50']
34 ['194', '26', '196', '115', '5', '137', '118', '164', '112', '146', '59', '188', '213', '232', '156', '37', '7', '90', '80', '142', '152', '158', '240', '221', '50']
45 ['26', '196', '188', '80', '221', '45', '75', '247', '158', '48', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230']
46 ['26', '196', '188', '80', '221', '45', '75', '247', '158', '48', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230']
47 ['26', '196', '188', '80', '221', '45', '75', '247', '158', '48', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230']
48 ['26', '196', '188', '80', '221', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230', '213', '48', '90', '89', '169']
49 ['26', '196', '188', '80', '221', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230', '213', '48', '90', '89', '169']
50 ['26', '196', '188', '80', '221', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230', '213', '48', '90', '89', '169']
51 ['26', '196', '188', '80', '221', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230', '213', '48', '90', '89', '169']
52 ['26', '196', '188', '80', '221', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230', '213', '48', '90', '89', '169']
53 ['26', '196', '188', '80', '221', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230', '213', '48', '90', '89', '169']
54 ['26', '196', '188', '80', '221', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230', '213', '48', '90', '89', '169']
55 ['26', '196', '188', '80', '221', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230', '213', '48', '90', '89', '169']
56 ['26', '196', '188', '80', '221', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230', '213', '48', '90', '89', '169']
57 ['26', '196', '188', '80', '221', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230', '213', '48', '90', '89', '169']
58 ['26', '196', '188', '80', '221', '157', '251', '248', '145', '179', '177', '220', '44', '82', '159', '235', '194', '204', '91', '230', '213', '48', '90', '89', '169']
69 ['26', '196', '188', '80', '221', '194', '230', '90', '89', '169', '62', '240', '91', '186', '213', '155', '166', '237', '31', '190', '209', '56', '251', '181', '122']
70 ['26', '196', '188', '80', '221', '194', '230', '90', '89', '169', '62', '240', '91', '186', '213', '155', '166', '237', '31', '190', '209', '56', '251', '181', '122']
71 ['26', '196', '188', '80', '221', '194', '230', '90', '89', '169', '62', '240', '91', '186', '213', '155', '166', '237', '31', '190', '209', '56', '251', '181', '122']
72 ['26', '196', '188', '80', '221', '194', '230', '90', '89', '169', '62', '240', '91', '186', '213', '155', '166', '237', '31', '190', '209', '56', '251', '181', '122']
73 ['26', '196', '188', '80', '221', '194', '230', '90', '89', '169', '62', '240', '91', '186', '213', '155', '166', '237', '31', '190', '209', '56', '251', '181', '122']
74 ['26', '196', '188', '80', '221', '194', '230', '90', '89', '169', '62', '240', '91', '186', '213', '155', '166', '237', '31', '190', '209', '56', '251', '181', '122']
75 ['26', '196', '188', '80', '221', '194', '230', '90', '89', '169', '62', '240', '91', '186', '213', '155', '166', '237', '31', '190', '209', '56', '251', '181', '122']
76 ['26', '196', '188', '80', '221', '194', '230', '90', '89', '169', '62', '240', '91', '186', '213', '155', '166', '237', '31', '190', '209', '56', '251', '181', '122']
77 ['26', '196', '188', '80', '221', '194', '230', '90', '169', '237', '31', '190', '209', '56', '251', '181', '122', '186', '89', '245', '5', '58', '45', '172', '223']
78 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '31', '190', '209', '56', '251', '181', '122', '186', '89', '245', '5', '58', '45', '172', '223', '91']
79 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '31', '190', '209', '56', '251', '181', '122', '186', '89', '245', '5', '58', '45', '172', '223', '91']
80 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '31', '190', '209', '56', '251', '181', '122', '186', '89', '245', '5', '58', '45', '172', '223', '91']
81 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '31', '190', '209', '56', '251', '181', '122', '186', '89', '245', '5', '58', '45', '172', '223', '91']
82 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '31', '190', '209', '56', '251', '181', '122', '186', '89', '245', '5', '58', '45', '172', '223', '91']
83 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '31', '190', '209', '56', '251', '181', '122', '186', '89', '245', '5', '58', '45', '172', '223', '91']
84 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '190', '209', '122', '89', '5', '58', '45', '172', '223', '91', '110', '59', '214', '30', '109', '28']
85 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '190', '209', '122', '89', '5', '58', '45', '172', '223', '91', '110', '59', '214', '30', '109', '28']
86 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '190', '209', '122', '89', '45', '172', '223', '91', '110', '59', '214', '30', '109', '28', '192', '187']
87 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '190', '209', '122', '89', '45', '172', '223', '91', '110', '59', '214', '30', '109', '28', '192', '187']
88 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '190', '209', '122', '89', '45', '172', '223', '91', '110', '59', '214', '30', '109', '28', '192', '187']
89 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '190', '209', '122', '89', '45', '172', '223', '91', '110', '59', '214', '30', '109', '28', '192', '187']
90 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '190', '209', '122', '89', '45', '172', '223', '91', '110', '59', '214', '30', '109', '28', '192', '187']
91 ['196', '188', '80', '221', '194', '230', '90', '169', '237', '190', '209', '122', '89', '45', '172', '223', '91', '110', '59', '214', '30', '109', '28', '192', '187']
92 ['196', '188', '80', '221', '194', '230', '90', '169', '190', '209', '122', '89', '223', '59', '214', '30', '109', '28', '192', '187', '34', '158', '237', '82', '160']
93 ['196', '188', '80', '221', '194', '230', '90', '169', '190', '209', '122', '89', '223', '59', '214', '30', '109', '28', '192', '187', '34', '158', '237', '82', '160']
94 ['196', '188', '80', '221', '194', '230', '90', '169', '190', '209', '122', '89', '223', '59', '214', '30', '109', '28', '192', '187', '34', '158', '237', '82', '160']
95 ['196', '188', '80', '221', '194', '230', '90', '169', '190', '209', '122', '89', '223', '59', '214', '30', '109', '28', '192', '187', '34', '158', '237', '82', '160']
96 ['196', '188', '80', '221', '194', '230', '90', '169', '190', '209', '122', '89', '223', '59', '214', '30', '109', '28', '192', '187', '34', '158', '237', '82', '160']
97 ['196', '188', '80', '194', '230', '90', '169', '190', '209', '122', '89', '223', '109', '28', '187', '34', '158', '237', '82', '160', '56', '54', '221', '2', '138']
98 ['196', '188', '80', '194', '230', '90', '169', '190', '209', '122', '89', '223', '109', '28', '187', '34', '158', '237', '82', '160', '56', '54', '221', '2', '138']
99 ['196', '188', '80', '194', '230', '90', '169', '190', '209', '122', '89', '223', '109', '28', '187', '237', '82', '160', '56', '54', '221', '2', '138', '117', '225']
100 ['196', '188', '80', '194', '230', '90', '169', '190', '209', '122', '89', '223', '109', '28', '187', '237', '82', '160', '56', '54', '221', '2', '138', '117', '225']
101 ['196', '188', '80', '194', '230', '90', '169', '190', '209', '122', '89', '223', '109', '28', '187', '237', '160', '54', '221', '2', '138', '117', '225', '212', '111']
102 ['196', '188', '80', '194', '230', '90', '169', '190', '209', '122', '89', '223', '109', '28', '187', '237', '160', '54', '221', '2', '138', '117', '225', '212', '111']
103 ['196', '188', '80', '194', '230', '90', '169', '190', '209', '122', '89', '223', '109', '28', '187', '237', '160', '54', '221', '2', '138', '117', '225', '212', '111']
104 ['196', '188', '80', '194', '230', '90', '169', '190', '209', '122', '89', '223', '109', '28', '187', '237', '160', '54', '221', '2', '138', '117', '225', '212', '111']
105 ['196', '188', '80', '194', '230', '90', '169', '190', '209', '122', '89', '223', '109', '28', '187', '237', '160', '54', '221', '2', '138', '117', '225', '212', '111']
106 ['196', '188', '80', '194', '230', '90', '169', '190', '209', '122', '89', '223', '109', '28', '187', '237', '160', '54', '221', '2', '138', '117', '225', '212', '111']
107 ['196', '188', '80', '194', '230', '90', '169', '190', '122', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '121', '159', '42', '189', '7']
108 ['196', '188', '80', '194', '230', '90', '169', '122', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '121', '159', '42', '189', '7', '1']
109 ['196', '188', '80', '194', '230', '90', '169', '122', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '121', '159', '42', '189', '7', '1']
110 ['196', '188', '80', '194', '230', '90', '169', '122', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '121', '159', '42', '189', '7', '1']
111 ['196', '188', '80', '194', '230', '90', '169', '122', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '121', '159', '42', '189', '7', '1']
112 ['196', '188', '80', '194', '230', '90', '169', '122', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '121', '159', '42', '189', '7', '1']
113 ['196', '188', '194', '230', '90', '169', '122', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '189', '1', '157', '68', '148', '164', '137']
114 ['196', '194', '230', '90', '169', '122', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '189', '1', '157', '68', '148', '164', '137', '227']
115 ['196', '194', '230', '90', '169', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '189', '1', '157', '68', '148', '164', '137', '227', '50']
116 ['196', '194', '230', '90', '169', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '189', '1', '157', '68', '148', '164', '137', '227', '50']
117 ['196', '194', '230', '90', '169', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '189', '1', '157', '68', '148', '164', '137', '227', '50']
118 ['196', '194', '230', '90', '169', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '189', '1', '157', '68', '148', '164', '137', '227', '50']
119 ['196', '194', '230', '90', '169', '89', '223', '109', '28', '187', '237', '160', '221', '138', '225', '111', '189', '1', '157', '68', '148', '164', '137', '227', '50']
120 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '189', '148', '164', '137', '227', '50', '89', '167', '184', '233', '192']
121 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '189', '148', '164', '137', '227', '50', '89', '167', '184', '233', '192']
122 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '189', '148', '164', '137', '227', '50', '89', '167', '184', '233', '192']
123 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '189', '148', '164', '137', '227', '50', '89', '167', '184', '233', '192']
124 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '189', '148', '164', '137', '227', '50', '89', '167', '184', '233', '192']
125 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '189', '148', '164', '137', '227', '50', '89', '167', '184', '233', '192']
126 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '189', '148', '164', '137', '227', '50', '89', '167', '184', '233', '192']
127 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '189', '148', '164', '137', '227', '50', '89', '167', '184', '233', '192']
128 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '164', '137', '227', '233', '192', '43', '245', '189', '12', '89', '132']
129 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '164', '137', '227', '233', '192', '43', '245', '189', '12', '89', '132']
130 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '164', '137', '227', '233', '192', '43', '245', '189', '12', '89', '132']
131 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '164', '137', '227', '233', '192', '43', '245', '189', '12', '89', '132']
132 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '164', '137', '227', '233', '192', '43', '245', '189', '12', '89', '132']
133 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '164', '137', '227', '233', '192', '43', '245', '189', '12', '89', '132']
134 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '164', '137', '227', '233', '192', '43', '245', '189', '12', '89', '132']
135 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '164', '137', '227', '233', '192', '43', '245', '189', '12', '89', '132']
136 ['196', '194', '230', '90', '169', '223', '109', '28', '187', '237', '160', '221', '138', '111', '164', '137', '227', '233', '192', '43', '245', '189', '12', '89', '132']
137 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '138', '111', '164', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '213', '81', '182']
138 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '138', '111', '164', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '213', '81', '182']
139 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '138', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231']
140 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '138', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231']
141 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231', '65']
142 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231', '65']
143 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231', '65']
144 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231', '65']
145 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231', '65']
146 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231', '65']
147 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231', '65']
148 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231', '65']
149 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231', '65']
150 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231', '65']
151 ['196', '194', '90', '169', '223', '109', '187', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '215', '81', '182', '213', '231', '65']
162 ['196', '194', '90', '169', '223', '109', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '231', '187', '134', '60', '57', '12', '116']
163 ['196', '194', '90', '169', '223', '109', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '231', '187', '134', '60', '57', '12', '116']
164 ['196', '194', '90', '169', '223', '109', '237', '160', '111', '137', '227', '233', '192', '189', '89', '132', '230', '28', '231', '187', '134', '60', '57', '12', '116']
165 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '116', '125', '137', '85', '50', '129', '9', '201']
166 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '116', '125', '137', '85', '50', '129', '9', '201']
167 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '116', '125', '137', '85', '50', '129', '9', '201']
168 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '116', '125', '137', '85', '50', '129', '9', '201']
169 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '129', '9', '201', '185', '186', '224', '6']
170 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '129', '9', '201', '185', '186', '224', '6']
171 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '129', '9', '201', '185', '186', '224', '6']
172 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '129', '9', '201', '185', '186', '224', '6']
173 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '129', '9', '201', '185', '186', '224', '6']
174 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '129', '9', '201', '185', '186', '224', '6']
175 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '129', '9', '201', '185', '186', '224', '6']
176 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '129', '9', '201', '185', '186', '224', '6']
177 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '201', '224', '85', '204', '69', '65', '226']
178 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '201', '224', '85', '204', '69', '65', '226']
179 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '201', '224', '85', '204', '69', '65', '226']
180 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '201', '224', '85', '204', '69', '65', '226']
181 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '201', '224', '85', '204', '69', '65', '226']
182 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '201', '224', '85', '204', '69', '65', '226']
183 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '201', '224', '85', '204', '69', '65', '226']
184 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '201', '224', '85', '204', '69', '65', '226']
185 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '201', '224', '85', '204', '69', '65', '226']
186 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '201', '224', '85', '204', '69', '65', '226']
187 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '201', '224', '85', '204', '69', '65', '226']
198 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '132', '230', '28', '231', '137', '201', '224', '226', '206', '161', '10', '229']
199 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '230', '28', '231', '201', '224', '226', '161', '229', '137', '234', '228', '4']
200 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '230', '28', '231', '201', '224', '226', '161', '229', '137', '234', '228', '4']
201 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '230', '28', '231', '201', '224', '226', '161', '229', '137', '234', '228', '4']
202 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '89', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '55', '40']
203 ['196', '194', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '55', '40', '63']
204 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '55', '40', '63', '68']
205 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '55', '40', '63', '68']
206 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '55', '40', '63', '68']
207 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '55', '40', '63', '68']
208 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '55', '40', '63', '68']
209 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '55', '40', '63', '68']
210 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '217', '64', '176']
211 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '217', '64', '176']
212 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '217', '64', '176']
213 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '217', '64', '176']
214 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '217', '64', '176']
215 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '217', '64', '176']
216 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '217', '64', '176']
217 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '217', '64', '176']
218 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '217', '64', '176']
219 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '217', '64', '176']
220 ['196', '90', '169', '223', '237', '160', '111', '227', '233', '192', '189', '230', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '217', '64', '176']
231 ['196', '90', '169', '223', '111', '227', '233', '192', '189', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '176', '61', '238', '237', '160', '220']
232 ['196', '90', '169', '223', '111', '227', '233', '192', '189', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '176', '61', '238', '237', '160', '220']
233 ['196', '90', '169', '223', '111', '227', '233', '192', '189', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '176', '61', '238', '237', '160', '220']
234 ['196', '90', '169', '223', '111', '227', '233', '192', '189', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '176', '61', '238', '237', '160', '220']
235 ['196', '90', '169', '223', '111', '227', '233', '192', '189', '28', '231', '201', '224', '226', '161', '229', '137', '228', '40', '176', '238', '237', '160', '246', '205']
