0 ['4', '23', '237', '9', '166', '64', '29', '137', '116', '196', '71', '103', '180', '91', '118', '121', '79', '48', '175', '11', '134', '158', '227', '150', '7']
71 ['196', '194', '116', '230', '20', '62', '129', '227', '207', '2', '225', '226', '229', '33', '93', '6', '73', '236', '138', '46', '86', '211', '246', '58', '18']
72 ['196', '194', '116', '230', '20', '62', '129', '227', '207', '2', '225', '226', '229', '33', '93', '6', '73', '236', '138', '46', '86', '211', '246', '58', '18']
73 ['196', '194', '116', '230', '20', '62', '129', '227', '207', '2', '225', '226', '229', '33', '93', '6', '73', '236', '138', '46', '86', '211', '246', '58', '18']
74 ['196', '194', '116', '230', '20', '62', '129', '227', '207', '2', '225', '226', '229', '33', '93', '6', '73', '236', '138', '46', '86', '211', '246', '58', '18']
75 ['196', '194', '116', '230', '20', '62', '129', '227', '207', '2', '225', '226', '229', '33', '93', '6', '73', '236', '138', '46', '86', '211', '246', '58', '18']
76 ['196', '194', '116', '230', '20', '62', '129', '227', '207', '2', '225', '226', '229', '33', '93', '6', '73', '236', '138', '46', '86', '211', '246', '58', '18']
77 ['196', '194', '116', '230', '20', '62', '129', '227', '2', '225', '226', '229', '33', '236', '138', '211', '58', '18', '77', '207', '72', '79', '246', '97', '111']
78 ['196', '194', '116', '230', '20', '62', '129', '227', '2', '225', '226', '229', '33', '236', '138', '211', '58', '18', '77', '207', '72', '79', '246', '97', '111']
79 ['196', '194', '116', '230', '20', '62', '129', '227', '2', '225', '226', '229', '33', '236', '138', '211', '58', '18', '77', '207', '72', '79', '246', '97', '111']
80 ['196', '194', '116', '230', '20', '62', '129', '227', '2', '225', '226', '229', '33', '236', '138', '211', '58', '18', '77', '207', '72', '79', '246', '97', '111']
81 ['196', '194', '116', '230', '20', '62', '129', '227', '2', '225', '226', '229', '33', '236', '138', '211', '58', '18', '77', '207', '72', '79', '246', '97', '111']
82 ['196', '194', '116', '230', '20', '62', '129', '227', '2', '225', '226', '229', '33', '236', '138', '211', '58', '18', '77', '207', '72', '79', '246', '97', '111']
83 ['196', '194', '116', '230', '20', '62', '129', '227', '2', '225', '226', '229', '33', '236', '138', '211', '58', '18', '77', '207', '72', '79', '246', '97', '111']
84 ['196', '194', '116', '230', '20', '62', '129', '227', '2', '225', '226', '229', '33', '236', '138', '211', '58', '18', '77', '207', '72', '79', '246', '97', '111']
85 ['196', '194', '116', '230', '20', '62', '129', '227', '2', '225', '226', '229', '33', '236', '138', '211', '58', '18', '77', '207', '72', '79', '246', '97', '111']
86 ['196', '194', '116', '230', '20', '62', '129', '227', '2', '225', '226', '229', '33', '236', '138', '211', '58', '18', '77', '207', '72', '79', '246', '97', '111']
87 ['196', '194', '116', '230', '20', '62', '129', '227', '2', '225', '226', '229', '33', '236', '138', '211', '58', '18', '77', '207', '72', '79', '246', '97', '111']
98 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '0', '149', '227', '12', '243', '46']
99 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '0', '149', '227', '12', '243', '46']
100 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '0', '149', '227', '12', '243', '46']
101 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '0', '149', '227', '12', '243', '46']
102 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '0', '149', '227', '12', '243', '46']
103 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '149', '227', '46', '76', '206', '198']
104 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '149', '227', '46', '76', '206', '198']
105 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '149', '227', '46', '76', '206', '198']
106 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '149', '227', '46', '76', '206', '198']
107 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '149', '227', '46', '76', '206', '198']
108 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '149', '227', '46', '76', '206', '198']
109 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '149', '227', '46', '76', '206', '198']
110 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '149', '227', '46', '76', '206', '198']
111 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '149', '227', '46', '76', '206', '198']
112 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '149', '227', '46', '76', '206', '198']
113 ['196', '194', '116', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '111', '149', '227', '46', '76', '206', '198']
124 ['194', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '111', '96', '209']
125 ['194', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '111', '96', '209']
126 ['194', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '111', '96', '209']
127 ['194', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '111', '96', '209']
128 ['194', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '111', '96', '209']
129 ['194', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '111', '96', '209']
130 ['194', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '111', '96', '209']
131 ['194', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '111', '96', '209']
132 ['194', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '111', '96', '209']
133 ['194', '230', '20', '62', '129', '2', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '111', '96', '209']
144 ['194', '20', '62', '129', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '209', '2', '230', '111', '102']
145 ['194', '20', '62', '129', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '209', '2', '230', '111', '102']
146 ['194', '20', '62', '129', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '209', '2', '230', '111', '102']
147 ['194', '20', '62', '129', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '209', '2', '230', '111', '102']
148 ['194', '20', '62', '129', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '209', '2', '230', '111', '102']
149 ['194', '20', '62', '129', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '209', '2', '230', '111', '102']
150 ['194', '20', '62', '129', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '209', '2', '230', '111', '102']
151 ['194', '20', '62', '129', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '209', '2', '230', '111', '102']
152 ['194', '20', '62', '129', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '209', '2', '230', '111', '102']
153 ['194', '20', '62', '129', '225', '226', '229', '33', '236', '138', '211', '18', '207', '246', '149', '227', '46', '198', '196', '116', '209', '2', '230', '111', '102']
164 ['20', '62', '129', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '209', '2', '230', '111', '102', '227', '234', '145']
165 ['20', '62', '129', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '209', '2', '230', '111', '102', '227', '234', '145']
166 ['20', '62', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '2', '230', '102', '227', '209', '129', '111', '232', '28']
167 ['20', '62', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '2', '230', '102', '227', '209', '129', '111', '232', '28']
168 ['20', '62', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '2', '230', '102', '227', '209', '129', '111', '232', '28']
169 ['20', '62', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '2', '230', '102', '227', '209', '129', '111', '232', '28']
170 ['20', '62', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '2', '230', '102', '227', '209', '129', '111', '232', '28']
171 ['20', '62', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '2', '230', '102', '227', '209', '129', '111', '232', '28']
172 ['20', '62', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '2', '230', '102', '227', '209', '129', '111', '232', '28']
173 ['20', '62', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '2', '230', '102', '227', '209', '129', '111', '232', '28']
174 ['20', '62', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '2', '230', '102', '227', '209', '129', '111', '232', '28']
175 ['20', '62', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '2', '230', '102', '227', '209', '129', '111', '232', '28']
176 ['20', '62', '225', '226', '229', '33', '236', '211', '18', '207', '246', '149', '46', '198', '196', '116', '2', '230', '102', '227', '209', '129', '111', '232', '28']
187 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '149', '46', '196', '116', '2', '230', '227', '111', '102', '209', '198', '168', '188', '232', '201']
188 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '149', '46', '196', '116', '2', '230', '227', '111', '102', '209', '198', '168', '188', '232', '201']
189 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '149', '46', '196', '116', '2', '230', '227', '111', '102', '209', '198', '168', '188', '232', '201']
190 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '149', '46', '196', '116', '2', '230', '227', '111', '102', '209', '198', '168', '188', '232', '201']
191 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '149', '46', '196', '116', '2', '230', '227', '111', '102', '209', '198', '168', '188', '232', '201']
192 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '149', '46', '196', '116', '2', '230', '227', '111', '102', '209', '198', '168', '188', '232', '201']
193 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '4']
194 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '4']
195 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '4']
196 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '4']
197 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '4']
198 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '4']
199 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '4']
200 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '4']
201 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '4']
202 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '4']
203 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '4']
214 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '84']
215 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '84']
216 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '84']
217 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '84']
218 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '84']
219 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '227', '111', '102', '209', '168', '232', '201', '149', '199', '84']
220 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '111', '102', '168', '232', '201', '149', '199', '209', '227', '203']
221 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '111', '102', '168', '232', '201', '149', '199', '209', '227', '203']
222 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '111', '102', '168', '232', '201', '149', '199', '209', '227', '203']
223 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '111', '102', '168', '232', '201', '149', '199', '209', '227', '203']
224 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '111', '102', '168', '232', '201', '149', '199', '209', '227', '203']
225 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '111', '102', '168', '232', '201', '149', '199', '209', '227', '203']
226 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '111', '102', '168', '232', '201', '149', '199', '209', '227', '203']
227 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '111', '102', '168', '232', '201', '149', '199', '209', '227', '203']
228 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '111', '102', '168', '232', '201', '149', '199', '209', '227', '203']
229 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '111', '102', '168', '232', '201', '149', '199', '209', '227', '203']
230 ['20', '62', '225', '226', '33', '236', '211', '18', '207', '246', '46', '196', '116', '2', '230', '111', '102', '168', '232', '201', '149', '199', '209', '227', '203']
241 ['20', '62', '225', '226', '33', '18', '246', '196', '116', '2', '230', '111', '102', '168', '201', '149', '199', '209', '227', '203', '46', '194', '232', '238', '78']
242 ['20', '62', '225', '226', '33', '18', '246', '196', '116', '2', '230', '111', '102', '168', '201', '149', '199', '209', '227', '203', '46', '194', '232', '238', '78']
243 ['20', '62', '225', '226', '33', '18', '246', '196', '116', '2', '230', '111', '102', '168', '201', '149', '199', '209', '227', '203', '46', '194', '232', '238', '78']
244 ['20', '62', '225', '226', '33', '18', '246', '196', '116', '2', '230', '111', '102', '168', '201', '149', '199', '209', '227', '203', '46', '194', '232', '238', '78']
245 ['20', '62', '225', '226', '33', '18', '246', '196', '116', '2', '230', '111', '102', '168', '201', '149', '199', '209', '227', '203', '46', '194', '232', '238', '78']
246 ['20', '62', '225', '226', '33', '18', '246', '196', '116', '2', '230', '111', '102', '168', '201', '149', '199', '209', '227', '203', '46', '194', '232', '238', '78']
247 ['20', '62', '225', '226', '33', '18', '246', '196', '116', '2', '230', '111', '102', '168', '201', '149', '199', '209', '227', '203', '46', '194', '232', '238', '78']
248 ['20', '62', '225', '226', '33', '18', '246', '196', '116', '2', '230', '111', '102', '168', '201', '149', '199', '209', '227', '203', '46', '194', '232', '238', '78']
249 ['20', '62', '226', '33', '18', '246', '196', '116', '2', '230', '111', '168', '201', '149', '199', '209', '227', '203', '46', '194', '232', '238', '102', '233', '112']
250 ['20', '62', '226', '33', '18', '246', '196', '2', '230', '111', '168', '201', '149', '199', '209', '227', '203', '46', '194', '232', '238', '102', '233', '112', '44']
251 ['20', '62', '226', '33', '18', '246', '196', '2', '230', '111', '168', '201', '149', '199', '209', '227', '203', '46', '194', '232', '238', '102', '233', '112', '44']
252 ['62', '226', '33', '18', '246', '196', '2', '230', '111', '168', '201', '149', '199', '209', '227', '203', '46', '194', '238', '102', '233', '112', '44', '20', '71']
253 ['62', '226', '33', '18', '246', '196', '2', '230', '111', '168', '201', '149', '199', '209', '227', '203', '46', '194', '238', '102', '233', '112', '44', '20', '71']
254 ['62', '226', '33', '18', '246', '196', '2', '230', '111', '168', '201', '149', '199', '209', '227', '203', '46', '194', '238', '102', '233', '112', '44', '20', '71']
255 ['62', '226', '33', '18', '246', '196', '2', '230', '111', '168', '201', '149', '199', '209', '227', '203', '46', '194', '238', '102', '233', '112', '44', '20', '71']
