0 ['192', '124', '152', '73', '242', '68', '98', '74', '233', '109', '244', '173', '158', '218', '97', '200', '208', '80', '40', '185', '41', '16', '138', '106', '176']
32 ['192', '124', '233', '40', '41', '16', '138', '106', '176', '141', '163', '25', '239', '177', '246', '211', '206', '28', '26', '167', '123', '35', '43', '129', '49']
33 ['192', '124', '233', '40', '41', '16', '138', '106', '176', '141', '163', '25', '239', '177', '246', '211', '206', '28', '26', '167', '123', '35', '43', '129', '49']
34 ['192', '124', '233', '40', '41', '16', '138', '106', '176', '141', '163', '25', '239', '177', '246', '211', '206', '28', '26', '167', '123', '35', '43', '129', '49']
35 ['192', '124', '233', '40', '41', '16', '138', '106', '176', '141', '163', '25', '239', '177', '246', '211', '206', '28', '26', '167', '123', '35', '43', '129', '49']
36 ['192', '124', '233', '40', '41', '16', '138', '106', '176', '141', '163', '25', '239', '177', '246', '211', '206', '28', '26', '167', '123', '35', '43', '129', '49']
37 ['192', '124', '233', '40', '41', '16', '138', '106', '176', '141', '163', '25', '239', '177', '246', '211', '206', '28', '26', '167', '123', '35', '43', '129', '49']
38 ['192', '124', '233', '40', '41', '16', '138', '106', '176', '141', '163', '25', '239', '177', '246', '211', '206', '28', '26', '167', '123', '35', '43', '129', '49']
39 ['192', '233', '40', '16', '138', '167', '43', '129', '49', '204', '85', '71', '214', '208', '149', '100', '104', '24', '147', '136', '163', '124', '179', '153', '140']
40 ['192', '233', '40', '16', '138', '167', '129', '49', '204', '85', '71', '214', '208', '149', '100', '104', '24', '147', '136', '163', '124', '179', '153', '140', '186']
41 ['192', '233', '40', '16', '138', '167', '129', '49', '204', '85', '71', '214', '208', '149', '100', '104', '24', '147', '136', '163', '124', '179', '153', '140', '186']
42 ['192', '233', '40', '16', '138', '167', '129', '49', '204', '85', '71', '214', '208', '149', '100', '104', '24', '147', '136', '163', '124', '179', '153', '140', '186']
43 ['192', '233', '40', '16', '138', '167', '129', '49', '204', '85', '71', '214', '208', '149', '100', '104', '24', '147', '136', '163', '124', '179', '153', '140', '186']
44 ['192', '233', '40', '16', '138', '167', '129', '49', '204', '85', '71', '214', '208', '149', '100', '104', '24', '147', '136', '163', '124', '179', '153', '140', '186']
45 ['192', '233', '40', '16', '138', '167', '129', '49', '204', '85', '71', '214', '208', '149', '100', '104', '24', '147', '136', '163', '124', '179', '153', '140', '186']
46 ['192', '233', '40', '16', '138', '167', '208', '149', '100', '104', '24', '147', '136', '163', '124', '179', '153', '140', '186', '173', '216', '86', '23', '49', '30']
47 ['192', '233', '40', '16', '138', '167', '208', '149', '100', '104', '24', '147', '136', '163', '124', '179', '153', '140', '186', '173', '216', '86', '23', '49', '30']
48 ['192', '233', '40', '16', '138', '167', '100', '104', '24', '147', '136', '163', '124', '179', '153', '140', '186', '173', '216', '86', '23', '49', '30', '10', '132']
49 ['192', '233', '40', '16', '138', '167', '100', '104', '24', '147', '136', '163', '124', '179', '153', '140', '186', '173', '216', '86', '23', '49', '30', '10', '132']
50 ['192', '233', '40', '16', '138', '167', '24', '147', '136', '163', '124', '179', '153', '140', '186', '173', '216', '86', '23', '49', '30', '10', '132', '87', '238']
51 ['192', '233', '40', '16', '138', '167', '24', '147', '136', '163', '124', '179', '153', '186', '173', '216', '86', '23', '49', '30', '10', '132', '87', '238', '95']
52 ['192', '233', '40', '16', '138', '167', '24', '147', '136', '163', '124', '179', '153', '186', '173', '216', '86', '23', '49', '30', '10', '132', '87', '238', '95']
53 ['192', '233', '40', '16', '138', '167', '24', '147', '136', '163', '124', '179', '153', '186', '173', '216', '86', '23', '49', '30', '10', '132', '87', '238', '95']
54 ['192', '233', '40', '16', '138', '167', '136', '163', '179', '153', '186', '173', '216', '86', '23', '49', '30', '10', '132', '87', '238', '95', '104', '226', '100']
55 ['192', '233', '40', '16', '138', '167', '136', '163', '179', '153', '186', '173', '216', '86', '23', '49', '30', '10', '132', '87', '238', '95', '104', '226', '100']
56 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '216', '86', '23', '49', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '14']
57 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '216', '86', '23', '49', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '14']
58 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '216', '86', '23', '49', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '14']
59 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '216', '86', '23', '49', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '14']
60 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '216', '86', '23', '49', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '14']
61 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '216', '86', '23', '49', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '14']
62 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '143', '178', '14', '98', '75']
63 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '143', '178', '14', '98', '75']
64 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '143', '178', '14', '98', '75']
65 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '143', '178', '14', '98', '75']
66 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '143', '178', '14', '98', '75']
67 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '143', '178', '14', '98', '75']
68 ['192', '233', '40', '16', '138', '167', '136', '163', '186', '173', '30', '10', '132', '87', '238', '95', '104', '226', '100', '17', '143', '178', '14', '98', '75']
69 ['192', '40', '16', '138', '167', '163', '186', '173', '30', '132', '238', '95', '226', '100', '17', '143', '178', '14', '98', '75', '233', '45', '208', '137', '115']
70 ['192', '40', '16', '138', '167', '163', '186', '173', '30', '132', '238', '95', '226', '100', '17', '143', '178', '14', '98', '75', '233', '45', '208', '137', '115']
71 ['192', '40', '16', '138', '167', '163', '186', '173', '30', '132', '238', '95', '226', '143', '178', '14', '98', '75', '233', '45', '208', '137', '115', '23', '122']
72 ['192', '40', '16', '138', '167', '163', '186', '173', '30', '132', '238', '95', '226', '143', '178', '14', '98', '75', '233', '45', '208', '137', '115', '23', '122']
73 ['192', '40', '16', '138', '167', '163', '186', '173', '30', '132', '238', '95', '226', '143', '178', '14', '98', '75', '233', '45', '208', '137', '115', '23', '122']
74 ['192', '40', '16', '138', '167', '163', '186', '173', '30', '132', '238', '95', '226', '143', '178', '14', '98', '75', '233', '45', '208', '137', '115', '23', '122']
75 ['192', '40', '16', '138', '167', '163', '186', '173', '30', '132', '238', '95', '226', '143', '178', '14', '98', '75', '233', '45', '208', '137', '115', '23', '122']
76 ['192', '40', '16', '138', '167', '163', '186', '173', '30', '132', '238', '95', '226', '14', '75', '233', '137', '115', '23', '122', '64', '213', '73', '158', '134']
77 ['192', '40', '16', '167', '163', '186', '173', '30', '132', '238', '95', '226', '14', '75', '233', '137', '115', '23', '122', '64', '213', '73', '158', '134', '59']
78 ['192', '40', '16', '167', '163', '186', '173', '30', '132', '238', '95', '226', '14', '75', '233', '137', '115', '23', '122', '64', '213', '73', '158', '134', '59']
79 ['192', '40', '16', '167', '163', '186', '173', '30', '132', '238', '95', '226', '14', '75', '233', '137', '115', '23', '122', '64', '213', '73', '158', '134', '59']
80 ['192', '40', '16', '167', '163', '186', '173', '30', '132', '238', '95', '226', '14', '75', '233', '137', '115', '23', '122', '64', '213', '73', '158', '134', '59']
81 ['192', '40', '16', '167', '163', '186', '173', '30', '132', '238', '95', '226', '14', '75', '233', '137', '115', '23', '122', '64', '213', '73', '158', '134', '59']
82 ['192', '40', '16', '167', '163', '186', '173', '30', '132', '238', '95', '226', '14', '75', '233', '137', '115', '23', '122', '64', '213', '73', '158', '134', '59']
83 ['192', '40', '16', '167', '163', '186', '173', '30', '132', '238', '95', '226', '14', '75', '233', '137', '115', '23', '122', '64', '213', '73', '158', '134', '59']
84 ['192', '40', '16', '167', '163', '186', '173', '30', '132', '238', '95', '226', '14', '75', '233', '137', '115', '23', '122', '64', '213', '73', '158', '134', '59']
85 ['192', '40', '16', '167', '163', '186', '173', '30', '132', '238', '95', '226', '14', '75', '233', '137', '115', '23', '122', '64', '213', '73', '158', '134', '59']
86 ['192', '40', '16', '167', '163', '186', '173', '30', '132', '238', '95', '226', '14', '75', '233', '137', '115', '23', '122', '64', '213', '73', '158', '134', '59']
87 ['192', '40', '16', '167', '163', '186', '173', '30', '132', '238', '95', '226', '14', '75', '233', '137', '115', '23', '122', '64', '213', '73', '158', '134', '59']
98 ['192', '40', '167', '186', '173', '30', '238', '95', '226', '14', '75', '233', '137', '122', '134', '16', '247', '11', '175', '163', '168', '202', '100', '228', '18']
99 ['192', '40', '167', '186', '173', '30', '238', '95', '226', '14', '75', '233', '137', '122', '134', '16', '247', '11', '175', '163', '168', '202', '100', '228', '18']
100 ['192', '40', '167', '186', '173', '30', '238', '95', '226', '14', '75', '233', '137', '122', '134', '16', '11', '163', '168', '202', '100', '228', '18', '175', '245']
101 ['192', '40', '167', '186', '173', '30', '238', '226', '14', '75', '233', '137', '122', '134', '16', '11', '163', '168', '202', '100', '228', '18', '175', '245', '222']
102 ['192', '40', '167', '186', '173', '30', '238', '226', '14', '75', '233', '137', '122', '134', '16', '11', '163', '168', '202', '100', '228', '18', '175', '245', '222']
103 ['192', '40', '167', '186', '173', '30', '238', '226', '14', '75', '233', '137', '122', '134', '16', '11', '163', '168', '202', '100', '228', '18', '175', '245', '222']
104 ['192', '40', '167', '186', '173', '30', '238', '226', '14', '75', '233', '137', '122', '134', '16', '11', '163', '168', '202', '100', '228', '18', '175', '245', '222']
105 ['192', '40', '167', '186', '173', '30', '238', '226', '14', '75', '233', '137', '122', '134', '16', '11', '163', '168', '202', '100', '228', '18', '175', '245', '222']
106 ['192', '40', '167', '186', '173', '30', '238', '226', '14', '75', '233', '137', '122', '134', '16', '11', '163', '168', '202', '100', '228', '18', '175', '245', '222']
107 ['192', '40', '167', '186', '173', '30', '238', '226', '14', '75', '233', '137', '122', '134', '16', '11', '163', '168', '202', '100', '228', '18', '175', '245', '222']
108 ['192', '40', '167', '186', '173', '30', '238', '226', '14', '75', '233', '137', '122', '134', '16', '11', '163', '168', '202', '100', '228', '18', '175', '245', '222']
109 ['192', '40', '167', '186', '173', '30', '238', '226', '14', '75', '233', '137', '122', '134', '16', '11', '163', '168', '202', '100', '228', '18', '175', '245', '222']
110 ['192', '40', '167', '186', '173', '30', '238', '226', '14', '75', '233', '137', '122', '134', '16', '11', '163', '168', '202', '100', '228', '18', '175', '245', '222']
111 ['192', '40', '167', '186', '173', '30', '238', '226', '14', '75', '233', '137', '122', '134', '16', '11', '163', '168', '202', '100', '228', '18', '175', '245', '222']
122 ['192', '40', '167', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '16', '238', '122', '144', '129', '59', '181', '165', '18']
123 ['192', '40', '167', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '16', '238', '122', '144', '129', '59', '181', '165', '18']
124 ['192', '40', '167', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '16', '238', '122', '144', '129', '59', '181', '165', '18']
125 ['192', '40', '167', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '16', '238', '122', '144', '129', '59', '181', '165', '18']
126 ['192', '40', '167', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '16', '238', '122', '144', '129', '59', '181', '165', '18']
127 ['192', '40', '167', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '16', '238', '122', '144', '129', '59', '181', '165', '18']
128 ['192', '40', '167', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '16', '238', '122', '144', '129', '59', '181', '165', '18']
129 ['192', '40', '167', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '16', '238', '122', '144', '129', '59', '181', '165', '18']
130 ['192', '40', '167', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '16', '238', '122', '144', '129', '59', '181', '165', '18']
131 ['192', '40', '167', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '16', '238', '122', '144', '129', '59', '181', '165', '18']
142 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '238', '122', '129', '59', '18', '2', '200', '33', '206', '92']
143 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '238', '122', '129', '59', '18', '2', '200', '33', '206', '92']
144 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '238', '122', '129', '59', '18', '2', '200', '33', '206', '92']
145 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '238', '122', '129', '59', '18', '2', '200', '33', '206', '92']
146 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '238', '122', '129', '59', '18', '2', '200', '33', '206', '92']
147 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '238', '122', '129', '59', '18', '2', '200', '33', '206', '92']
148 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '238', '122', '129', '59', '18', '2', '200', '33', '206', '92']
149 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '238', '122', '129', '59', '18', '2', '200', '33', '206', '92']
150 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '238', '122', '129', '59', '18', '2', '200', '33', '206', '92']
151 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '238', '122', '129', '59', '18', '2', '200', '33', '206', '92']
152 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '163', '228', '175', '245', '238', '122', '129', '59', '18', '2', '200', '33', '206', '92']
163 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '50', '121', '33', '163', '198']
164 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '50', '121', '33', '163', '198']
165 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '50', '121', '33', '163', '198']
166 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '50', '121', '33', '163', '198']
167 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146']
168 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146']
169 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146']
170 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146']
171 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146']
172 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146']
173 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146']
174 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146']
175 ['192', '40', '186', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146']
176 ['192', '40', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10']
177 ['192', '40', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10']
178 ['192', '40', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10']
179 ['192', '40', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10']
180 ['192', '40', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10']
181 ['192', '40', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10']
182 ['192', '40', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10']
183 ['192', '40', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10']
184 ['192', '40', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10']
185 ['192', '40', '173', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '122', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10']
186 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10', '173', '244']
187 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10', '173', '244']
188 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10', '173', '244']
189 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10', '173', '244']
190 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10', '173', '244']
191 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10', '173', '244']
192 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10', '173', '244']
193 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10', '173', '244']
194 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10', '173', '244']
195 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10', '173', '244']
196 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '238', '129', '59', '18', '2', '121', '33', '163', '198', '146', '10', '173', '244']
207 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '18', '2', '121', '33', '163', '146', '10', '173', '244', '148', '238', '209']
208 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '18', '2', '121', '33', '163', '146', '10', '173', '244', '148', '238', '209']
209 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '18', '2', '121', '33', '163', '146', '10', '173', '244', '148', '238', '209']
210 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '18', '2', '121', '33', '163', '146', '10', '173', '244', '148', '238', '209']
211 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '18', '2', '121', '33', '163', '146', '10', '173', '244', '148', '238', '209']
212 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '18', '2', '121', '33', '163', '146', '10', '173', '244', '148', '238', '209']
213 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '33', '163', '10', '173', '244', '148', '238', '209', '18', '235']
214 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '33', '163', '10', '173', '244', '148', '238', '209', '18', '235']
215 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '33', '163', '10', '173', '244', '148', '238', '209', '18', '235']
216 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '33', '163', '10', '173', '244', '148', '238', '209', '18', '235']
217 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '33', '163', '10', '173', '244', '148', '238', '209', '18', '235']
218 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '33', '163', '10', '173', '244', '148', '238', '209', '18', '235']
219 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '33', '163', '10', '173', '244', '148', '238', '209', '18', '235']
220 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '33', '163', '10', '173', '244', '148', '238', '209', '18', '235']
221 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '33', '163', '10', '173', '244', '148', '238', '209', '18', '235']
222 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '33', '163', '10', '173', '244', '148', '238', '209', '18', '235']
223 ['192', '40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '33', '163', '10', '173', '244', '148', '238', '209', '18', '235']
234 ['40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '163', '10', '173', '244', '238', '209', '18', '235', '33', '192', '53']
235 ['40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '163', '10', '173', '244', '238', '209', '18', '235', '33', '192', '53']
236 ['40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '163', '10', '173', '244', '238', '209', '18', '235', '33', '192', '53']
237 ['40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '163', '10', '173', '244', '238', '209', '18', '235', '33', '192', '53']
238 ['40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '163', '10', '173', '244', '238', '209', '18', '235', '33', '192', '53']
239 ['40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '163', '10', '173', '244', '238', '209', '18', '235', '33', '192', '53']
240 ['40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '163', '10', '173', '244', '238', '209', '18', '235', '33', '192', '53']
241 ['40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '163', '10', '173', '244', '238', '209', '18', '235', '33', '192', '53']
242 ['40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '163', '10', '173', '244', '238', '209', '18', '235', '33', '192', '53']
243 ['40', '30', '226', '14', '75', '233', '137', '134', '228', '175', '245', '59', '2', '121', '163', '10', '173', '244', '238', '209', '18', '235', '33', '192', '53']
254 ['40', '226', '14', '233', '137', '134', '228', '175', '245', '59', '2', '121', '10', '173', '244', '238', '209', '18', '235', '192', '53', '211', '33', '1', '170']
255 ['40', '226', '14', '233', '137', '134', '228', '175', '245', '59', '2', '121', '10', '173', '244', '18', '235', '192', '53', '211', '33', '209', '35', '238', '130']
