0 ['2255', '1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '631', '0', '2191', '2186', '2325', '1333', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '1030', '473', '383', '2290', '246', '425', '477', '1824', '1055', '1177', '63', '1022', '2171', '2055', '1758', '1342', '1429', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '2495', '1907', '1124', '1290', '1751', '2201', '2287', '474', '343', '1456', '1354', '1417', '893', '528', '2008', '684', '1346', '2030', '888', '584', '837', '755', '2133', '175', '1116', '912', '1399', '1760', '13', '1989', '530', '831', '1561', '812', '1857', '1674', '2432', '2387', '540', '1920', '2004', '289', '7', '422', '1986', '762', '1462']
11 ['1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '631', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '1030', '473', '383', '2290', '246', '425', '477', '1824', '1055', '63', '2171', '1342', '1429', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2201', '2287', '474', '343', '1456', '1354', '893', '528', '2008', '684', '1346', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '1857', '1674', '2432', '2387', '540', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312']
12 ['1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '631', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '1030', '473', '383', '2290', '246', '425', '477', '1824', '1055', '63', '2171', '1342', '1429', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '1354', '893', '528', '2008', '684', '1346', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '1857', '1674', '2432', '2387', '540', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978']
13 ['1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '631', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '477', '1824', '1055', '63', '2171', '1342', '1429', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '1354', '893', '528', '2008', '684', '1346', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '1857', '1674', '2432', '2387', '540', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359']
14 ['1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '631', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '477', '1824', '1055', '63', '2171', '1342', '1429', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '1354', '893', '528', '2008', '684', '1346', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '1857', '2432', '2387', '540', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207']
15 ['1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '631', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '477', '1824', '1055', '63', '2171', '1429', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '1354', '893', '528', '2008', '684', '1346', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '1857', '2432', '2387', '540', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842']
16 ['1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '631', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '477', '1824', '1055', '63', '2171', '1429', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '1354', '893', '528', '2008', '684', '1346', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '1857', '2432', '2387', '540', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842']
17 ['1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '631', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '477', '1824', '1055', '63', '2171', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '1354', '893', '528', '2008', '684', '1346', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '2432', '2387', '540', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244']
18 ['1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '631', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '477', '1824', '1055', '63', '2171', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '1354', '893', '528', '2008', '684', '1346', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502']
19 ['1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '477', '1824', '1055', '63', '2171', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '1354', '893', '528', '2008', '684', '1346', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410']
20 ['1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '1354', '893', '528', '2008', '684', '1346', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862']
21 ['1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '1346', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247']
22 ['1617', '1396', '608', '1137', '2002', '1213', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467']
23 ['1617', '1396', '608', '2002', '1213', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '210', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74']
24 ['1617', '1396', '608', '2002', '1213', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '2235', '1286', '466', '1336', '205', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947']
25 ['1617', '1396', '608', '2002', '1213', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '2235', '1286', '466', '1336', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947', '2491']
26 ['1617', '1396', '608', '2002', '1213', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '2235', '1286', '466', '1336', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947', '2491']
27 ['1617', '1396', '608', '2002', '1213', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '1286', '466', '1336', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '831', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947', '2491', '2477']
28 ['1617', '1396', '608', '2002', '1213', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '1286', '466', '1336', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947', '2491', '2477', '548']
29 ['1617', '1396', '608', '2002', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '1286', '466', '1336', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947', '2491', '2477', '548', '1100']
30 ['1617', '1396', '608', '2002', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '1806', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '1286', '466', '1336', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947', '2491', '2477', '548', '1100']
31 ['1617', '1396', '608', '2002', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '1286', '466', '1336', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '1561', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947', '2491', '2477', '548', '1100', '1928']
32 ['1617', '1396', '608', '2002', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '1286', '466', '1336', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '812', '2432', '2387', '1920', '2004', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947', '2491', '2477', '548', '1100', '1928', '754']
33 ['1617', '1396', '608', '2002', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '2377', '377', '473', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '1286', '466', '1336', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '812', '2432', '2387', '1920', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947', '2491', '2477', '548', '1100', '1928', '754', '222']
34 ['1617', '1396', '608', '2002', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '2377', '377', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '1286', '466', '1336', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '812', '2432', '2387', '1920', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947', '2491', '2477', '548', '1100', '1928', '754', '222', '2321']
35 ['1396', '608', '2002', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '2377', '377', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '1286', '466', '1336', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '812', '2432', '2387', '1920', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947', '2491', '2477', '548', '1100', '1928', '754', '222', '2321', '9']
36 ['1396', '608', '2002', '1109', '411', '1080', '0', '2191', '2186', '2325', '881', '1446', '1559', '1352', '73', '1197', '2377', '377', '383', '2290', '246', '425', '1824', '1055', '63', '2171', '2245', '1720', '1286', '466', '1336', '1271', '953', '833', '1907', '1124', '1290', '2287', '474', '343', '1456', '893', '528', '2008', '684', '2030', '888', '584', '837', '755', '2133', '1116', '912', '1399', '1760', '1989', '530', '812', '2432', '2387', '1920', '289', '7', '422', '1986', '762', '1462', '2200', '1514', '2129', '2055', '47', '109', '567', '1050', '1683', '522', '1312', '978', '1359', '207', '1842', '1429', '244', '1502', '410', '862', '2247', '2467', '74', '1947', '2477', '548', '1100', '1928', '754', '222', '2321', '9', '896']
