0 ['1776', '1343', '673', '1548', '2416', '2450', '2044', '1218', '1323', '860', '565', '633', '2343', '2477', '1346', '2265', '1137', '1469', '1112', '1792', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1316', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '2256', '1124', '965', '1745', '629', '652', '812', '945', '1081', '637', '1208', '1107', '1635', '831', '1958', '1106', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1436', '1391', '184', '924', '1860', '1425']
11 ['1343', '2450', '2044', '1218', '1323', '860', '565', '633', '2343', '2265', '1137', '1469', '1112', '1792', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '637', '1208', '1107', '1635', '831', '1958', '1106', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563']
12 ['1343', '1323', '860', '565', '633', '2343', '2265', '1137', '1469', '1112', '1792', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '637', '1208', '1107', '1635', '831', '1958', '1106', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93']
13 ['1343', '860', '565', '633', '2343', '2265', '1137', '1469', '1112', '1792', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '637', '1208', '1107', '1635', '831', '1958', '1106', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94']
14 ['1343', '565', '633', '2343', '2265', '1137', '1469', '1112', '1792', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '637', '1208', '1107', '1635', '831', '1958', '1106', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121']
15 ['1343', '565', '633', '2343', '2265', '1137', '1469', '1112', '1792', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '637', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140']
16 ['1343', '565', '633', '2343', '2265', '1137', '1469', '1112', '1792', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '637', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140']
17 ['1343', '565', '633', '2343', '2265', '1137', '1469', '1112', '1792', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '637', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140']
18 ['1343', '633', '2265', '1137', '1469', '1112', '1792', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521']
19 ['1343', '633', '2265', '1137', '1469', '1112', '1792', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521']
20 ['1343', '633', '1469', '1112', '1792', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900']
21 ['1343', '633', '1112', '1792', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1396']
22 ['1343', '633', '1112', '1003', '427', '438', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1396', '1683']
23 ['1343', '633', '1112', '1003', '427', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1396', '1683', '1544']
24 ['1343', '633', '1112', '1003', '427', '349', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1396', '1683', '1544']
25 ['1343', '633', '1112', '1003', '427', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1396', '1683', '1544', '209']
26 ['1343', '633', '1112', '1003', '427', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1396', '1683', '1544', '209']
27 ['1343', '633', '1112', '1003', '427', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '1313', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1683', '1544', '209', '707']
28 ['1343', '633', '1112', '1003', '427', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1683', '1544', '209', '707', '468']
29 ['1343', '633', '1112', '1003', '427', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1683', '1544', '209', '707', '468']
30 ['1343', '633', '1112', '1003', '427', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1683', '1544', '209', '707', '468']
31 ['1343', '633', '1112', '1003', '427', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1683', '1544', '209', '707', '468']
32 ['1343', '633', '1112', '1003', '427', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1683', '1544', '209', '707', '468']
33 ['1343', '633', '1112', '1003', '427', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1683', '1544', '209', '707', '468']
34 ['1343', '633', '1112', '1003', '427', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1683', '1544', '209', '707', '468']
35 ['1343', '633', '1112', '1003', '427', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1683', '1544', '209', '707', '468']
36 ['1343', '633', '1112', '1003', '427', '1588', '920', '1554', '852', '1856', '1131', '455', '1532', '1603', '2435', '1592', '277', '142', '2264', '1159', '530', '1805', '1252', '1842', '1249', '1944', '152', '417', '1722', '1420', '1757', '2441', '1808', '800', '1012', '1654', '1913', '671', '1090', '1940', '583', '715', '842', '917', '599', '1476', '2108', '745', '2033', '764', '1124', '965', '1745', '629', '652', '812', '945', '1081', '1208', '1107', '1635', '831', '1958', '2282', '234', '114', '1580', '1551', '1643', '122', '1016', '1391', '184', '924', '1860', '1425', '2256', '2094', '858', '253', '287', '899', '1431', '563', '2215', '936', '93', '94', '1121', '140', '637', '2358', '521', '2079', '900', '1683', '1544', '209', '707', '468']
