0 ['1799', '215', '2096', '2030', '1233', '2019', '1561', '2498', '2213', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '102', '640', '744', '949', '1851', '791', '89', '1941', '2426', '1878', '1860', '921', '870', '2272', '288', '51', '582', '1712', '2406', '124', '214', '2481', '962', '324', '1988', '2152', '2395', '1707', '1600', '257', '1307', '1836', '901', '1025', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '1927', '603', '685', '986', '2386', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '734', '384', '663', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911']
11 ['1799', '215', '2096', '2030', '1233', '2019', '1561', '2498', '2213', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '1025', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153']
12 ['215', '2096', '2030', '1233', '2019', '1561', '2498', '2213', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '1025', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703']
13 ['215', '2096', '2030', '1233', '2019', '1561', '2498', '2213', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '1025', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703']
14 ['215', '2096', '2030', '1233', '2019', '1561', '2498', '2213', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '1025', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703']
15 ['215', '2096', '2030', '1233', '2019', '1561', '2498', '2213', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '1025', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703']
16 ['215', '1561', '2498', '2213', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '1025', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797']
17 ['215', '2498', '2213', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '1025', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75']
18 ['215', '2498', '2213', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '1025', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75']
19 ['215', '2498', '2213', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208']
20 ['215', '2213', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963']
21 ['215', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012']
22 ['215', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012']
23 ['215', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012']
24 ['215', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012']
25 ['215', '147', '558', '157', '1700', '313', '2342', '1000', '1433', '1400', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012']
26 ['215', '147', '558', '313', '1000', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '1858', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012', '1669', '2447', '669', '1352', '1857']
27 ['215', '147', '558', '313', '1000', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012', '1669', '2447', '669', '1352', '1857', '719']
28 ['215', '147', '558', '313', '1000', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012', '1669', '2447', '669', '1352', '1857', '719']
29 ['215', '147', '558', '313', '1000', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012', '1669', '2447', '669', '1352', '1857', '719']
30 ['215', '147', '558', '313', '1000', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012', '1669', '2447', '669', '1352', '1857', '719']
31 ['215', '147', '558', '313', '1000', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012', '1669', '2447', '669', '1352', '1857', '719']
32 ['215', '147', '558', '313', '1000', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012', '1669', '2447', '669', '1352', '1857', '719']
33 ['215', '147', '558', '313', '1000', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012', '1669', '2447', '669', '1352', '1857', '719']
34 ['215', '147', '558', '313', '1000', '983', '321', '2269', '649', '640', '949', '1851', '791', '89', '1941', '2426', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012', '1669', '2447', '669', '1352', '1857', '719']
35 ['215', '147', '558', '313', '1000', '983', '640', '1851', '89', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012', '1669', '2447', '669', '1352', '1857', '719', '1372', '1647', '2266', '1043', '1259', '1744', '2146']
36 ['215', '147', '558', '313', '1000', '983', '640', '1851', '89', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012', '1669', '2447', '669', '1352', '1857', '719', '1372', '1647', '2266', '1043', '1259', '1744', '2146']
37 ['215', '147', '558', '313', '1000', '983', '640', '1851', '89', '1860', '921', '870', '2272', '288', '51', '582', '1712', '124', '214', '2481', '962', '324', '1988', '2395', '1600', '257', '1307', '1836', '901', '2227', '1837', '941', '770', '1682', '1251', '1585', '1928', '1058', '85', '603', '685', '986', '1365', '2095', '798', '2093', '1717', '1695', '1521', '1539', '365', '71', '2256', '604', '1802', '384', '790', '972', '242', '1856', '126', '1946', '120', '100', '1448', '1428', '1514', '1911', '518', '847', '583', '2334', '1355', '1164', '1575', '2292', '624', '2153', '703', '1206', '76', '1855', '797', '75', '2208', '963', '2012', '1669', '2447', '669', '1352', '1857', '719', '1372', '1647', '2266', '1043', '1259', '1744', '2146']
